          ID   lat_alloc   lon_alloc  area_alloc     lat_ori     lon_ori    area_ori   area_diff  area_error loc_km_diff alloc_score      ix      ix
     1160740     -31.921      28.446    4919.307     -31.921      28.446    4919.307      -0.000      -0.000       0.023       0.005   25014   14631
     1160750     -29.071      30.246    1540.207     -29.071      30.246    1540.207       0.000       0.000       0.023       0.005   25230   14289
     1160751     -29.029      30.363    1952.890     -29.029      30.363    1952.890       0.000       0.000       0.051       0.010   25244   14284
     1160752     -29.363      29.879     267.183     -29.363      29.879     267.183       0.000       0.000       0.058       0.012   25186   14324
     1160755     -29.263      29.871     190.010     -29.263      29.871     190.010      -0.000      -0.000       0.057       0.011   25185   14312
     1160756     -29.238      29.788     110.827     -29.238      29.788     110.827       0.000       0.000       0.073       0.015   25175   14309
     1160760     -31.588      28.788    1207.044     -31.588      28.788    1207.044       0.000       0.000       0.072       0.014   25055   14591
     1160765     -31.071      28.354     339.628     -31.071      28.354     339.628      -0.000      -0.000       0.024       0.005   25003   14529
     1160770     -31.029      28.888    2563.844     -31.029      28.888    2563.844       0.000       0.000       0.050       0.010   25067   14524
     1160775     -30.571      29.154    2471.809     -30.571      29.154    2471.809      -0.000      -0.000       0.024       0.005   25099   14469
     1160780     -31.496      29.529     107.184     -31.496      29.529     107.184       0.000       0.000       0.024       0.005   25144   14580
     1160785     -30.571      29.421    1020.889     -30.571      29.421    1020.889       0.000       0.000       0.024       0.005   25131   14469
     1160788     -29.713      30.871    4078.861     -29.713      30.871    4078.861       0.000       0.000       0.056       0.011   25305   14366
     1160790     -29.163      30.629     317.233     -29.163      30.629     317.233      -0.000      -0.000       0.058       0.012   25276   14300
     1160793     -29.004      30.788      49.463     -29.004      30.788      49.463      -0.000      -0.000       0.052       0.015   25295   14281
     1160795     -29.529      31.088     241.893     -29.529      31.088     241.893      -0.000      -0.000       0.051       0.010   25331   14344
     1160798     -29.604      31.013     356.616     -29.604      31.013     356.616       0.000       0.000       0.051       0.010   25322   14353
     1160800     -27.438      29.979     673.815     -27.438      29.979     673.815      -0.000      -0.000       0.057       0.011   25198   14093
     1160810     -28.313      30.146     308.395     -28.313      30.146     308.395       0.000       0.000       0.057       0.011   25218   14198
     1160815     -28.404      30.013     659.934     -28.404      30.013     659.934       0.000       0.000       0.052       0.010   25202   14209
     1160820     -27.854      29.838     128.356     -27.854      29.838     128.356       0.000       0.000       0.052       0.010   25181   14143
     1160825     -27.896      29.954     151.396     -27.896      29.954     151.396      -0.000      -0.000       0.025       0.005   25195   14148
     1160830     -27.929      29.954     842.685     -27.929      29.954     842.685       0.000       0.000       0.026       0.005   25195   14152
     1160840     -29.071      29.746     117.474     -29.071      29.746     117.474      -0.000      -0.000       0.023       0.005   25170   14289
     1160850     -28.054      30.371    5914.757     -28.054      30.371    5914.757       0.000       0.000       0.024       0.005   25245   14167
     1160851     -27.604      29.946    1523.509     -27.604      29.946    1523.509      -0.000      -0.000       0.024       0.005   25194   14113
     1160880     -29.138      31.388   28879.877     -29.138      31.388   28879.877       0.000       0.000       0.073       0.015   25367   14297
     1160881     -28.738      29.821    4197.631     -28.738      29.821    4197.631       0.000       0.000       0.057       0.011   25179   14249
