          ID   lat_alloc   lon_alloc  area_alloc     lat_ori     lon_ori loc_km_diff      ix      ix
        5654      35.401     132.856       1.897      35.400     132.857       0.103    9257   10512
        5655      35.422     132.944      16.667      35.422     132.946       0.210    9320   10497
        5656      35.456     132.870       7.535      35.458     132.872       0.258    9267   10472
        5657      35.449     132.951    1157.798      35.450     132.949       0.172    9325   10477
        5658      35.466     133.052    1307.908      35.466     133.053       0.083    9398   10465
        5659      35.359     133.174     181.818      35.360     133.174       0.111    9486   10542
        5660      35.451     133.124    1367.220      35.451     133.124       0.044    9450   10476
        5661      35.512     133.203    1977.016      35.511     133.201       0.242    9507   10432
        5662      35.466     133.192    1499.938      35.466     133.191       0.124    9499   10465
        5663      35.434     133.301      40.287      35.432     133.300       0.233    9577   10488
        5664      35.465     133.097      37.736      35.465     133.096       0.067    9430   10466
        5665      35.465     133.097      37.736      35.465     133.096       0.067    9430   10466
        5666      35.447     132.853       7.970      35.446     132.854       0.077    9255   10479
        5667      35.478     133.044       2.000      35.478     133.044       0.057    9392   10456
        5668      35.478     133.044       2.000      35.478     133.044       0.057    9392   10456
        5669      35.434     132.810      18.642      35.434     132.811       0.052    9224   10488
        5670      35.448     132.855      44.482      35.448     132.855       0.016    9256   10478
        5671      35.476     133.070      33.950      35.475     133.070       0.078    9411   10458
        5672      35.476     133.070      33.950      35.475     133.070       0.078    9411   10458
        5673      35.440     132.856       3.088      35.440     132.857       0.083    9257   10484
        5674      35.349     132.773       1.414      35.350     132.773       0.078    9197   10549
        5675      35.345     132.766       2.534      35.346     132.766       0.096    9192   10552
        5676      35.338     132.765     437.176      35.338     132.764       0.056    9191   10557
        5677      35.351     132.741       1.275      35.350     132.740       0.116    9174   10548
        5678      35.347     132.688     492.546      35.347     132.686       0.206    9136   10551
        5679      35.108     132.699     161.719      35.107     132.699       0.076    9144   10723
        5680      35.228     132.672     238.701      35.228     132.670       0.148    9124   10636
        5681      35.252     132.722     363.635      35.252     132.721       0.049    9160   10619
        5682      35.309     132.763     403.622      35.309     132.762       0.110    9190   10578
        5683      35.370     132.724       4.584      35.370     132.725       0.066    9162   10534
        5684      34.665     132.715     407.620      34.665     132.714       0.071    9155   11042
        5685      34.791     132.831     659.581      34.791     132.831       0.024    9239   10951
        5686      34.810     132.841    1989.007      34.811     132.842       0.114    9246   10937
        5687      34.888     132.680    2630.906      34.888     132.679       0.081    9130   10881
        5688      34.949     132.641    2886.737      34.949     132.642       0.100    9102   10837
        5689      35.070     132.601       3.407      35.069     132.601       0.129    9073   10750
        5690      34.997     132.503    3223.057      34.996     132.503       0.074    9003   10803
        5691      34.967     132.324    3781.357      34.968     132.324       0.076    8874   10824
        5692      34.981     132.301    3792.942      34.981     132.300       0.069    8857   10814
        5693      34.998     132.284    3808.396      34.998     132.284       0.010    8845   10802
        5694      35.016     132.228    3886.519      35.015     132.227       0.173    8805   10789
        5695      35.033     132.299      43.805      35.033     132.299       0.049    8856   10777
        5696      35.008     132.281      49.907      35.007     132.281       0.074    8843   10795
        5697      34.938     132.320     276.966      34.938     132.319       0.107    8871   10845
        5698      34.960     132.331     295.793      34.961     132.330       0.132    8879   10829
        5699      34.856     132.331     107.662      34.856     132.331       0.037    8879   10904
        5700      34.962     132.472      92.352      34.961     132.471       0.102    8980   10828
        5701      34.878     132.677      12.770      34.878     132.677       0.053    9128   10888
        5702      34.862     132.538      63.024      34.861     132.538       0.091    9028   10900
        5703      34.880     132.338      25.970      34.880     132.338       0.025    8884   10887
        5704      34.908     132.263      61.626      34.908     132.263       0.044    8830   10867
        5705      34.547     131.834     537.247      34.546     131.834       0.058    8521   11127
        5706      34.608     131.798     616.297      34.607     131.798       0.072    8495   11083
        5707      34.676     131.823    1083.702      34.677     131.822       0.167    8513   11034
        5708      34.676     131.823    1083.702      34.677     131.822       0.167    8513   11034
        5709      34.351     131.928      52.418      34.351     131.928       0.055    8589   11268
        5710      34.438     131.866     293.802      34.438     131.866       0.022    8544   11205
        5711      34.545     131.835     536.202      34.545     131.835       0.041    8522   11128
        5712      34.665     131.801      59.516      34.665     131.801       0.054    8497   11042
        5713      34.626     131.752      40.076      34.626     131.752       0.035    8462   11070
        5714      34.613     131.822     355.212      34.613     131.821       0.053    8512   11079
        5715      34.623     131.808     357.149      34.623     131.807       0.058    8502   11072
        5716      34.572     132.016     137.237      34.571     132.016       0.058    8652   11109
        5717      34.458     131.767      92.613      34.457     131.768       0.092    8473   11191
        5718      34.851     132.034     145.975      34.851     132.034       0.035    8665   10908
        5719      34.774     131.963     215.002      34.774     131.964       0.082    8614   10963
        5720      34.366     131.248      49.860      34.367     131.248       0.115    8099   11257
        5721      34.798     131.958       2.783      34.798     131.958       0.032    8610   10946
        5722      35.153     132.512      31.002      35.153     132.512       0.055    9009   10690
        5723      35.190     132.474     107.233      35.190     132.474       0.054    8982   10664
        5724      35.201     132.469     158.140      35.200     132.469       0.080    8978   10656
        5725      35.184     132.531      36.766      35.184     132.531       0.024    9023   10668
        5726      35.192     132.510      41.737      35.193     132.510       0.082    9008   10662
        5727      35.197     132.477      47.701      35.197     132.477       0.053    8984   10659
        5728      35.188     132.516      40.509      35.188     132.516       0.022    9012   10665
        5729      34.859     132.160       9.810      34.859     132.160       0.037    8756   10902
        5730      34.899     132.091      51.247      34.899     132.091       0.034    8706   10873
        5731      34.898     132.078      58.343      34.898     132.079       0.049    8697   10874
        5732      34.895     132.102      47.600      34.895     132.102       0.017    8714   10876
        5733      34.892     132.105      45.952      34.893     132.105       0.072    8716   10878
        5734      34.901     132.084       3.148      34.901     132.085       0.096    8701   10872
        5735      34.677     131.866     107.800      34.678     131.866       0.102    8544   11033
        5736      34.676     131.926       2.190      34.676     131.925       0.072    8587   11034
        5737      36.217     133.313      35.242      36.218     133.313       0.073    9586    9924
        5738      36.213     133.322      42.668      36.213     133.322       0.048    9592    9927
        5739      36.230     133.297      29.857      36.230     133.296       0.050    9574    9915
        5740      36.283     133.248       9.237      36.283     133.248       0.041    9539    9877
        5741      36.101     133.015       4.475      36.101     133.015       0.051    9371   10008
        5742      35.333     132.708       7.533      35.333     132.707       0.071    9150   10561
        5743      35.331     132.684      26.296      35.332     132.678       0.554    9133   10562
        5744      35.149     132.402       3.110      35.149     132.402       0.036    8930   10693
        5745      34.973     132.169      49.699      34.973     132.170       0.114    8762   10820
        5746      34.953     132.223      21.100      34.953     132.223       0.053    8801   10834
        5747      36.316     133.306      12.082      36.317     133.306       0.116    9581    9853
        5748      35.227     132.513      13.789      35.228     132.513       0.103    9010   10637
        5749      35.220     132.515       9.299      35.220     132.514       0.054    9011   10642
        5750      34.926     132.126      56.046      34.925     132.125       0.100    8731   10854
        5751      34.674     131.749       7.021      34.674     131.750       0.072    8460   11035
        5752      36.197     133.226      10.332      36.197     133.225       0.082    9523    9939
        5753      36.320     133.234       7.001      36.320     133.234       0.015    9529    9850
        5754      35.388     132.684      35.628      35.389     132.684       0.089    9133   10521
        5755      35.163     132.413       2.319      35.163     132.412       0.110    8938   10683
        5756      35.070     132.347      11.916      35.069     132.347       0.133    8890   10750
        5757    -999.000    -999.000    -999.000      35.561     133.311    -999.000    -999    -999
        5758      35.056     133.995     503.903      35.055     133.995       0.139   10077   10760
        5759      34.922     134.099    1605.766      34.921     134.098       0.132   10152   10857
        5760      34.876     134.105    1670.118      34.875     134.104       0.110   10156   10890
        5761      34.792     134.112    1922.794      34.793     134.110       0.180   10161   10950
        5762      34.712     134.088    1990.050      34.712     134.087       0.111   10144   11008
        5763      34.616     134.038    2096.812      34.616     134.035       0.293   10108   11077
        5764      34.845     134.099    1680.236      34.847     134.099       0.208   10152   10912
        5765      34.666     134.056    1993.259      34.667     134.056       0.117   10121   11041
        5766      35.224     133.922       7.732      35.225     133.921       0.091   10024   10639
        5767      35.056     134.001     508.784      35.057     134.000       0.105   10081   10760
        5768      35.045     134.024     833.219      35.044     134.024       0.129   10098   10768
        5769      34.998     134.041     945.595      34.998     134.039       0.180   10110   10802
        5770      35.173     133.903     194.049      35.176     133.901       0.409   10011   10676
        5771      35.090     133.910     253.208      35.089     133.910       0.075   10016   10736
        5772      34.697     134.124      15.148      34.696     134.125       0.086   10170   11019
        5773      34.672     134.078      47.683      34.671     134.078       0.073   10137   11037
        5774      34.805     134.158     161.968      34.805     134.158       0.037   10194   10941
        5775      34.812     134.187     115.071      34.811     134.187       0.091   10215   10936
        5776      34.809     134.213      37.887      34.810     134.213       0.109   10234   10938
        5777      34.797     134.274      16.649      34.796     134.275       0.085   10278   10947
        5778      34.990     134.134     489.197      34.989     134.134       0.065   10177   10808
        5779      35.109     134.326      98.575      35.109     134.326       0.028   10315   10722
        5780      35.002     134.153     248.472      35.002     134.153       0.043   10191   10799
        5781      35.010     134.210     224.530      35.011     134.210       0.075   10232   10793
        5782      34.931     134.113     598.237      34.931     134.113       0.032   10162   10850
        5783      35.074     134.067     231.102      35.074     134.067       0.048   10129   10747
        5784      35.173     134.056     173.264      35.173     134.056       0.024   10121   10676
        5785      35.109     134.084     227.814      35.109     134.085       0.088   10141   10722
        5786      35.059     134.038     256.661      35.059     134.038       0.019   10108   10758
        5787      35.092     133.999      40.924      35.092     134.000       0.076   10080   10734
        5788      35.051     133.974      86.456      35.051     133.974       0.044   10062   10764
        5789      35.237     133.983       5.099      35.236     133.983       0.095   10068   10630
        5790      35.140     133.951      51.856      35.140     133.950       0.079   10045   10700
        5791      35.095     133.934      60.652      35.095     133.934       0.015   10033   10732
        5792      35.212     133.897      50.690      35.212     133.898       0.135   10006   10648
        5793      34.847     134.240      44.357      34.846     134.239       0.078   10253   10911
        5794      35.110     134.241      53.788      35.111     134.241       0.065   10254   10721
        5795      35.033     134.174     143.763      35.034     134.174       0.154   10206   10777
        5796      35.030     134.122      55.900      35.030     134.121       0.050   10168   10779
        5797      35.248     134.051      34.859      35.248     134.051       0.030   10117   10622
        5798      34.660     134.124      10.653      34.661     134.125       0.091   10170   11045
        5799      34.742     133.962    1573.980      34.742     133.961       0.084   10053   10986
        5800      34.731     133.960    1576.221      34.732     133.960       0.091   10052   10994
        5801      34.690     133.938    1599.038      34.689     133.938       0.067   10036   11024
        5802      34.662     133.937    1600.674      34.662     133.937       0.028   10035   11044
        5803      34.867     133.902    1265.115      34.868     133.901       0.121   10010   10896
        5804      34.805     133.940    1321.871      34.803     133.941       0.244   10037   10941
        5805      35.288     133.703     104.320      35.288     133.704       0.052    9867   10593
        5806      35.081     133.706       2.046      35.081     133.707       0.074    9869   10742
        5807      35.022     133.765     944.783      35.021     133.765       0.070    9911   10785
        5808      35.083     133.690     394.710      35.083     133.690       0.056    9857   10741
        5809      35.020     133.752     776.833      35.019     133.752       0.126    9902   10786
        5810      34.602     133.970    1607.763      34.600     133.978       0.756   10059   11087
        5811      34.674     133.952       4.671      34.674     133.952       0.035   10046   11035
        5812      34.615     133.985       5.142      34.614     133.986       0.084   10070   11078
        5813      34.609     133.985       5.457      34.609     133.987       0.147   10070   11082
        5814      34.735     134.034      95.434      34.735     134.034       0.046   10105   10991
        5815      34.701     134.053     111.085      34.700     134.054       0.092   10119   11016
        5816      34.765     134.013      71.403      34.764     134.013       0.068   10090   10970
        5817      34.659     134.020     144.561      34.658     134.024       0.372   10095   11046
        5818      34.694     133.945       2.093      34.693     133.945       0.084   10041   11021
        5819      34.799     133.927     174.369      34.799     133.928       0.092   10028   10945
        5820      34.815     133.865     149.512      34.814     133.865       0.075    9983   10934
        5821      34.860     133.817     115.564      34.860     133.818       0.073    9949   10901
        5822      34.810     133.884     160.908      34.811     133.884       0.065    9997   10937
        5823      34.859     133.733      30.051      34.859     133.733       0.033    9888   10902
        5824      34.888     133.915      76.483      34.888     133.915       0.043   10019   10881
        5825      34.919     133.952      47.370      34.919     133.952       0.029   10046   10859
        5826      35.005     133.735     124.611      35.005     133.735       0.042    9890   10797
        5827      34.962     133.642      45.395      34.961     133.642       0.096    9823   10828
        5828      35.074     133.778     119.330      35.075     133.779       0.091    9921   10747
        5829      35.076     133.688     193.144      35.076     133.688       0.038    9856   10746
        5830      35.191     133.567      40.868      35.191     133.568       0.057    9769   10663
        5831      34.866     133.822       7.784      34.866     133.821       0.049    9952   10897
        5832      35.048     133.669      58.709      35.048     133.668       0.069    9842   10766
        5833      34.805     133.616     964.005      34.805     133.616       0.015    9804   10941
        5834      34.715     133.681    1980.953      34.715     133.681       0.052    9851   11006
        5835      34.609     133.745    2633.530      34.608     133.745       0.115    9897   11082
        5836      34.877     133.553     804.237      34.878     133.554       0.113    9759   10889
        5837      34.790     133.610     972.684      34.791     133.610       0.162    9800   10952
        5838      34.759     133.605    1915.131      34.759     133.606       0.105    9796   10974
        5839      35.083     133.442      65.028      35.083     133.442       0.052    9679   10741
        5840      35.010     133.435     107.628      35.011     133.435       0.075    9674   10793
        5841      34.988     133.456     127.026      34.989     133.456       0.092    9689   10809
        5842      34.967     133.465     199.830      34.968     133.465       0.081    9695   10824
        5843      34.947     133.497     681.537      34.946     133.497       0.072    9718   10839
        5844      34.955     133.481     526.119      34.955     133.482       0.070    9707   10833
        5845      34.588     133.712       1.001      34.587     133.712       0.134    9873   11097
        5846      34.508     133.705       1.224      34.507     133.684       1.917    9868   11155
        5847      34.597     133.477     217.782      34.597     133.477       0.053    9704   11091
        5848      34.623     133.592     407.392      34.623     133.592       0.034    9787   11072
        5849      34.615     133.627     430.399      34.615     133.627       0.047    9812   11078
        5850      34.630     133.715     491.144      34.630     133.714       0.055    9875   11067
        5851      34.634     133.433     182.744      34.634     133.432       0.057    9672   11064
        5852      34.602     133.469     216.726      34.603     133.470       0.153    9698   11087
        5853      34.623     133.585     406.480      34.623     133.586       0.053    9782   11072
        5854      34.609     133.560     311.177      34.609     133.561       0.053    9764   11082
        5855      34.783     133.535     820.792      34.782     133.536       0.089    9746   10957
        5856      34.774     133.591     924.214      34.775     133.591       0.077    9786   10963
        5857      34.885     133.277     211.286      34.886     133.277       0.066    9560   10883
        5858      35.085     133.569      74.279      35.085     133.568       0.083    9770   10739
        5859      35.051     133.391       8.614      35.053     133.391       0.256    9642   10764
        5860      34.959     133.458      95.445      34.959     133.458       0.031    9690   10830
        5861      34.826     133.622     106.499      34.827     133.621       0.152    9808   10926
        5862      34.891     133.403      40.730      34.891     133.403       0.043    9651   10879
        5863      34.967     133.353      50.265      34.967     133.354       0.063    9615   10824
        5864      35.081     133.338      14.731      35.081     133.338       0.033    9604   10742
        5865      34.574     133.417      32.106      34.574     133.418       0.068    9661   11107
        5866      34.595     133.428      16.449      34.595     133.429       0.051    9669   11092
        5867      34.748     133.888       6.330      34.748     133.888       0.021   10000   10982
        5868      34.655     133.877     105.448      34.655     133.877       0.018    9992   11049
        5869      34.622     133.892     292.888      34.621     133.893       0.083   10003   11073
        5870      34.684     133.899      40.288      34.684     133.899       0.028   10008   11028
        5871      34.676     133.819     129.999      34.676     133.819       0.040    9950   11034
        5872      34.642     133.842     133.356      34.643     133.842       0.079    9967   11058
        5873      34.633     133.867     175.319      34.632     133.868       0.092    9985   11065
        5874      34.731     133.803      62.384      34.731     133.803       0.051    9939   10994
        5875      34.676     133.869      13.979      34.676     133.869       0.042    9986   11034
        5876      34.677     133.872      10.828      34.677     133.872       0.045    9988   11033
        5877      34.555     133.834      77.902      34.554     133.834       0.096    9961   11121
        5878      34.562     133.806      24.868      34.562     133.806       0.031    9941   11116
        5879      34.570     133.819      26.089      34.570     133.819       0.026    9950   11110
        5880      34.758     134.224      17.498      34.757     134.224       0.077   10242   10975
        5881      34.541     133.624       1.575      34.541     133.622       0.212    9810   11131
        5882      34.545     133.667      28.489      34.542     133.667       0.350    9841   11128
        5883      34.526     133.899      24.202      34.526     133.899       0.043   10008   11142
        5884      34.501     133.530       8.838      34.499     133.532       0.272    9742   11160
        5885      34.545     133.673       1.101      34.542     133.671       0.390    9845   11128
        5886      34.677     132.570     261.951      34.678     132.570       0.102    9051   11033
        5887      34.641     132.622     304.284      34.641     132.621       0.048    9088   11059
        5888      34.665     132.715     407.620      34.665     132.714       0.071    9155   11042
        5889      34.728     132.783     550.180      34.728     132.783       0.062    9204   10996
        5890      34.791     132.831     659.581      34.791     132.831       0.024    9239   10951
        5891      34.810     132.841    1989.007      34.811     132.842       0.114    9246   10937
        5892      34.888     132.680    2630.906      34.888     132.679       0.081    9130   10881
        5893      34.949     132.641    2886.737      34.949     132.642       0.100    9102   10837
        5894      34.997     132.503    3223.057      34.996     132.503       0.074    9003   10803
        5895      34.967     132.324    3781.357      34.968     132.324       0.076    8874   10824
        5896      34.998     132.284    3808.396      34.998     132.284       0.010    8845   10802
        5897      34.772     132.465      21.212      34.772     132.464       0.075    8975   10965
        5898      34.824     132.683      68.347      34.824     132.682       0.066    9132   10927
        5899      34.767     132.724      94.392      34.767     132.724       0.049    9162   10968
        5900      34.830     132.805     320.639      34.830     132.805       0.020    9220   10923
        5901      34.859     132.847     236.218      34.859     132.846       0.049    9250   10902
        5902      34.803     132.883     671.784      34.803     132.883       0.061    9276   10942
        5903      34.770     132.933     445.370      34.770     132.932       0.058    9312   10966
        5904      34.734     132.988     119.007      34.734     132.988       0.018    9352   10992
        5905      34.728     132.822      45.699      34.729     132.821       0.077    9232   10996
        5906      34.681     132.674      25.769      34.682     132.674       0.088    9126   11030
        5907      34.684     132.526      72.791      34.684     132.526       0.028    9019   11028
        5908      34.865     132.794      59.351      34.865     132.793       0.083    9212   10898
        5909      34.863     133.012     256.388      34.863     133.012       0.027    9369   10899
        5910      34.817     132.847     634.540      34.818     132.846       0.086    9250   10932
        5911      34.834     132.855     623.755      34.834     132.854       0.078    9256   10920
        5912      34.942     133.122     146.027      34.943     133.122       0.083    9448   10842
        5913      34.901     133.083     215.515      34.900     133.082       0.097    9420   10872
        5914      34.865     133.033     252.480      34.864     133.032       0.088    9384   10898
        5915      34.858     132.887     531.534      34.857     132.887       0.073    9279   10903
        5916      34.983     132.985      53.929      34.983     132.986       0.065    9350   10813
        5917      34.849     133.015      10.049      34.850     133.014       0.094    9371   10909
        5918      34.809     132.931      35.293      34.809     132.932       0.070    9311   10938
        5919      34.762     132.903     144.387      34.761     132.904       0.102    9291   10972
        5920      34.651     132.862      83.025      34.651     132.862       0.038    9261   11052
        5921      34.742     133.035      94.734      34.743     133.036       0.088    9386   10986
        5922      34.791     132.985     215.412      34.790     132.986       0.119    9350   10951
        5923      34.785     132.981     276.656      34.786     132.981       0.068    9347   10955
        5924      34.703     133.137      16.338      34.703     133.137       0.055    9459   11014
        5925      34.708     132.740      64.187      34.708     132.740       0.056    9173   11011
        5926      34.784     133.047      85.405      34.784     133.047       0.043    9394   10956
        5927      34.803     132.863       1.862      34.801     132.862       0.295    9262   10942
        5928      34.660     132.534      26.746      34.661     132.534       0.064    9025   11045
        5929      34.653     133.391     116.837      34.654     133.391       0.058    9642   11050
        5930      34.885     133.277     211.286      34.886     133.277       0.066    9560   10883
        5931      34.628     133.109     195.123      34.629     133.110       0.108    9439   11068
        5932      34.591     133.152     238.675      34.591     133.152       0.009    9470   11095
        5933      34.599     133.187     293.286      34.599     133.186       0.081    9495   11089
        5934      34.565     133.235     479.723      34.565     133.236       0.070    9530   11114
        5935      34.545     133.287       1.240      34.544     133.286       0.147    9567   11128
        5936      34.531     133.333     646.472      34.530     133.332       0.151    9600   11138
        5937      34.523     133.353     648.562      34.522     133.353       0.111    9615   11144
        5938      34.497     133.341     790.429      34.496     133.340       0.108    9606   11163
        5939      34.584     133.059      82.911      34.584     133.059       0.003    9403   11100
        5940      34.630     133.109     195.085      34.630     133.109       0.016    9439   11067
        5941      34.484     133.341      57.250      34.484     133.341       0.004    9606   11172
        5942      35.690     139.756       2.221      35.687     139.753       0.411   14225   10304
        5943      34.472     133.310       9.787      34.472     133.311       0.074    9584   11181
        5944      34.481     133.319       2.802      34.481     133.319       0.036    9590   11174
        5945      34.503     133.097      12.347      34.504     133.096       0.077    9430   11158
        5946      34.574     133.417      32.106      34.574     133.418       0.068    9661   11107
        5947      34.544     133.381      68.934      34.544     133.381       0.036    9635   11129
        5948      34.520     133.358     139.829      34.520     133.358       0.036    9618   11146
        5949      34.548     133.388      68.263      34.547     133.388       0.103    9640   11126
        5950      35.690     139.756       2.221      35.687     139.753       0.411   14225   10304
        5951      34.524     133.355     648.525      34.524     133.355       0.037    9616   11143
        5952      34.609     133.327       4.521      34.609     133.327       0.008    9596   11082
        5953      34.605     133.328       4.712      34.604     133.329       0.107    9597   11085
        5954      34.590     133.356      10.989      34.590     133.356       0.051    9617   11096
        5955      34.583     133.312      13.994      34.583     133.312       0.044    9585   11101
        5956      34.551     133.322      23.455      34.550     133.322       0.089    9592   11124
        5957      34.534     133.287      22.193      34.534     133.287       0.019    9567   11136
        5958      34.612     133.337       2.737      34.612     133.337       0.028    9603   11080
        5959      34.555     133.277      72.478      34.555     133.277       0.018    9560   11121
        5960      34.588     133.269      61.279      34.588     133.269       0.031    9554   11097
        5961      34.566     133.277       2.106      34.566     133.277       0.010    9560   11113
        5962      34.577     133.240       2.432      34.577     133.240       0.039    9533   11105
        5963      34.513     133.144      93.341      34.513     133.144       0.030    9464   11151
        5964      34.497     133.110      72.461      34.497     133.110       0.064    9440   11163
        5965      34.569     133.128      19.359      34.568     133.128       0.094    9453   11111
        5966      34.635     133.110      59.401      34.635     133.110       0.060    9440   11063
        5967      34.567     133.344      28.930      34.568     133.344       0.075    9608   11112
        5968      34.545     133.349      31.213      34.546     133.349       0.100    9612   11128
        5969      34.590     133.356      10.989      34.589     133.356       0.069    9617   11096
        5970      34.547     133.337       3.147      34.547     133.336       0.091    9603   11127
        5971      34.537     133.316     616.648      34.536     133.315       0.126    9588   11134
        5972      34.577     133.227      11.348      34.577     133.227       0.012    9524   11105
        5973      34.484     133.341      57.250      34.484     133.341       0.004    9606   11172
        5974      34.563     133.370       7.137      34.564     133.371       0.120    9627   11115
        5975      34.628     133.101      21.202      34.629     133.100       0.086    9433   11068
        5976      34.637     133.083      13.847      34.637     133.083       0.039    9420   11062
        5977      34.573     132.231     285.646      34.573     132.232       0.070    8807   11108
        5978      34.609     132.319     627.688      34.609     132.320       0.114    8870   11082
        5979      34.535     132.434    1085.815      34.536     132.434       0.065    8953   11135
        5980      34.512     132.506    1135.768      34.512     132.506       0.032    9005   11152
        5981      34.485     132.510    1505.991      34.484     132.510       0.162    9008   11171
        5982      34.472     132.495    1515.955      34.471     132.497       0.180    8997   11181
        5983      34.460     132.494       5.040      34.461     132.494       0.069    8996   11189
        5984      34.426     132.462    1598.131      34.426     132.462       0.038    8973   11214
        5985      34.426     132.459    1598.208      34.424     132.459       0.188    8971   11214
        5986      34.362     132.406    1636.442      34.363     132.404       0.245    8933   11260
        5987      34.397     132.481       1.137      34.391     132.478       0.681    8987   11235
        5988      34.451     132.473      59.065      34.451     132.473       0.035    8981   11196
        5989      34.397     132.502      11.110      34.397     132.502       0.053    9002   11235
        5990      34.415     132.510       9.768      34.414     132.511       0.083    9008   11222
        5991      34.469     132.460      51.204      34.469     132.460       0.047    8972   11183
        5992      34.552     132.660     113.375      34.552     132.661       0.055    9116   11123
        5993      34.484     132.534     268.403      34.484     132.534       0.005    9025   11172
        5994      34.487     132.530     275.360      34.487     132.530       0.025    9022   11170
        5995      34.523     132.497      11.575      34.523     132.497       0.045    8998   11144
        5996      34.562     132.449      26.460      34.562     132.449       0.035    8964   11116
        5997      34.519     132.405      37.305      34.519     132.405       0.031    8932   11147
        5998      34.524     132.316     127.979      34.524     132.316       0.035    8868   11143
        5999      34.481     132.259      67.297      34.481     132.259       0.028    8827   11174
        6000      34.666     132.302     229.469      34.668     132.299       0.362    8858   11041
        6001      34.626     132.301     245.144      34.625     132.301       0.082    8857   11070
        6002      34.616     132.317     249.605      34.616     132.318       0.056    8869   11077
        6003      34.512     132.513      84.509      34.512     132.514       0.079    9010   11152
        6004      34.508     132.516      85.137      34.507     132.516       0.071    9012   11155
        6005      34.538     132.526      48.870      34.538     132.525       0.067    9019   11133
        6006      34.541     132.515      14.556      34.541     132.515       0.038    9011   11131
        6007      34.408     132.453       1.587      34.407     132.457       0.332    8967   11227
        6008      34.408     132.453       1.587      34.407     132.457       0.332    8967   11227
        6009      34.408     132.453       1.587      34.407     132.457       0.332    8967   11227
        6010      34.362     132.438       6.223      34.362     132.432       0.570    8956   11260
        6011      34.362     132.438       6.223      34.362     132.432       0.570    8956   11260
        6012      34.362     132.438       6.223      34.362     132.432       0.570    8956   11260
        6013      34.608     132.703      68.944      34.607     132.703       0.084    9147   11083
        6014      34.228     132.177     322.547      34.228     132.177       0.053    8768   11356
        6015      34.212     132.197     329.962      34.211     132.196       0.102    8782   11368
        6016      34.285     132.140     143.882      34.286     132.139       0.084    8741   11315
        6017      34.374     132.153      81.705      34.374     132.154       0.060    8751   11251
        6018      34.335     132.140     122.451      34.336     132.140       0.075    8741   11279
        6019      34.274     132.134     257.881      34.275     132.134       0.078    8737   11323
        6020      34.228     132.198     327.041      34.229     132.198       0.059    8783   11356
        6021      34.474     132.880     192.891      34.474     132.880       0.036    9274   11179
        6022      34.395     133.031     499.123      34.395     133.031       0.027    9383   11236
        6023      34.427     132.972     388.448      34.427     132.971       0.050    9340   11213
        6024      34.498     132.824     104.384      34.498     132.824       0.029    9234   11162
        6025      34.384     133.017      18.755      34.382     133.017       0.227    9373   11244
        6026      34.408     132.998       1.141      34.408     132.997       0.094    9359   11227
        6027      34.515     132.919     104.148      34.515     132.918       0.083    9302   11150
        6028      34.481     132.899     164.949      34.481     132.899       0.040    9288   11174
        6029      34.534     132.878      56.320      34.534     132.879       0.047    9273   11136
        6030      34.445     132.792      18.747      34.445     132.792       0.036    9211   11200
        6031      34.453     132.853      58.793      34.453     132.853       0.068    9255   11194
        6032      34.433     132.978      20.970      34.433     132.977       0.140    9345   11209
        6033      34.406     132.969      29.652      34.406     132.969       0.037    9338   11228
        6034      34.247     132.627     236.019      34.247     132.628       0.099    9092   11343
        6035      34.323     132.673     173.815      34.323     132.673       0.013    9125   11288
        6036      34.356     132.722     137.363      34.356     132.721       0.056    9160   11264
        6037      34.398     132.740      50.895      34.398     132.739       0.053    9173   11234
        6038      34.420     132.731      31.038      34.419     132.731       0.128    9167   11218
        6039      34.303     132.631       8.692      34.303     132.631       0.057    9095   11302
        6040      34.390     132.712      33.143      34.389     132.712       0.067    9153   11240
        6041      34.509     133.413       5.744      34.509     133.413       0.019    9658   11154
        6042      34.513     133.417       4.625      34.513     133.418       0.063    9661   11151
        6043      34.355     132.328      14.313      34.355     132.329       0.052    8877   11265
        6044      34.353     132.905       3.233      34.354     132.904       0.099    9292   11266
        6045      34.367     132.349       9.137      34.367     132.350       0.077    8892   11256
        6046      34.374     132.352       4.016      34.374     132.352       0.034    8894   11251
        6047      34.294     132.274      15.501      34.294     132.275       0.070    8838   11309
        6048      34.376     132.547     111.444      34.375     132.546       0.090    9034   11250
        6049      34.422     132.605      71.340      34.422     132.605       0.054    9076   11217
        6050      34.383     132.362      23.903      34.382     132.362       0.073    8901   11245
        6051      34.403     132.355      51.352      34.404     132.355       0.060    8896   11230
        6052      34.428     132.308      11.282      34.429     132.308       0.067    8862   11212
        6053      34.412     132.377      14.109      34.412     132.377       0.024    8912   11224
        6054      34.392     132.365      22.545      34.393     132.365       0.081    8903   11238
        6055      34.415     132.383      13.423      34.415     132.383       0.057    8916   11222
        6056      34.256     132.560      46.759      34.256     132.561       0.060    9044   11336
        6057      34.326     132.585      10.613      34.325     132.585       0.085    9062   11286
        6058      34.341     132.295      11.225      34.341     132.295       0.013    8853   11275
        6059      34.283     132.734      18.265      34.283     132.734       0.040    9169   11317
        6060      34.294     132.701      10.085      34.294     132.700       0.070    9145   11309
        6061      34.384     132.891      63.319      34.384     132.891       0.004    9282   11244
