        ID       lat       lon   area_CaMa  area_GRanD       error        diff      ix      iy     cap_mcm  year  damname                         rivname
       313    47.837  -117.837     16447.6     15949.4         0.0       498.1     250     169       129.6  1915  LongLake                        SpokaneRiver                  
       315    47.704  -116.954      9970.4      9872.7         0.0        97.7     253     170       277.5  1906  PostFallsMiddleChannel          SpokaneRiver                  
       316    47.679  -114.229     18613.4     18358.0         0.0       255.4     264     170      2209.2  1939  Kerr                            FlatheadRiver                 
       319    47.604  -112.762      1510.3      1429.7         0.1        80.6     269     170       122.2  1928  Gibson                          SunRiver                      
       327    47.087  -119.329      5905.1      6092.8        -0.0      -187.7     243     171        61.7  1961  MosesLakeSouth                  CrabCreek                     
       328    46.987  -112.004     43910.6     43901.0         0.0         9.6     273     173       377.4  1918  HolterDam                       Missouri                      
       329    46.979  -119.262     10602.9     10552.1         0.0        50.8     244     173       409.9  1948  O'Sullivan                      CrabCreek                     
       330    46.937  -108.237       975.8      1596.3        -0.4      -620.5     287     173        17.5  1951  Petrolia                        SouthForkofFlatwillowCreek    
       331    46.804  -112.812       455.5       381.1         0.2        74.3     270     173        21.3  1938  NevadaCreekDam                  NevadaCreek                   
       332    46.762  -111.887     43910.6     43240.3         0.0       670.3     273     173       172.6  1911  HauserDam                       Missouri                      
       334    46.704  -111.904       742.3      1606.0        -0.5      -863.7     272     174        60.5  1972  LakeHelena                      PricklyPearCreek              
       335    46.671  -119.029       643.8       326.2         1.0       317.7     244     174        18.8  1952  ScooteneyReservoirOutletDam     OffstreamColumbiaRiver        
       338    46.512  -116.296      6317.4      6314.1         0.0         3.3     255     174      4391.2  1973  DworshakDam                     NorthForkofClearwaterRiver    
       343    46.137  -112.787       952.2      1051.7        -0.1       -99.5     270     176        11.4  1962  OpportunityTailingsPonds        OffstreamSilverBowCreek       
       346    45.862  -119.171       544.9       496.3         0.1        48.6     245     177        55.0  1907  ColdSprings                     OffstreamColdSpringsWash      
       347    45.721  -114.279       893.0       819.6         0.1        73.5     263     178        55.6  1940  WestForkBitterroot              WestForkofBitterrootRiver     
       350    45.604  -118.796       514.0       499.0         0.0        15.0     246     179        83.6  1926  McKay                           McKayCreek                    
       352    45.446  -111.662      5716.2      5683.2         0.0        33.0     274     179        51.9  1907  MadisonDam                      MadisonRiver                  
       353    45.346  -119.546       380.4       251.5         0.5       129.0     243     179        16.3  1983  WillowCreekReservoir            WillowCreek                   
       355    45.304  -107.954     51444.5     50726.2         0.0       718.3     289     179      1760.6  1965  Yellowtail                      BighornRiver                  
       356    45.237  -112.112      1538.2      1532.2         0.0         6.0     272     180        72.0  1938  RubyDam                         RubyRiver                     
       359    45.129  -106.771      4622.9      4607.1         0.0        15.8     293     180       185.0  1939  TongueRiverDam                  TongueRiver                   
       361    45.012  -117.779      2372.8      2364.0         0.0         8.8     249     180        21.5  1931  ThiefValley                     PowderRiver                   
       362    44.996  -112.862      5993.3      5982.5         0.0        10.8     269     181       217.8  1963  ClarkCanyon                     BeaverheadRiver               
       363    44.971  -116.837    170408.3    169505.5         0.0       902.8     253     181        72.0  1961  Oxbow                           SnakeRiver                    
       364    44.862  -111.337      2817.4      2400.4         0.2       417.1     275     181       648.3  1915  HebgenDam                       MadisonRiver                  
       365    44.837  -116.904    170408.3    168957.6         0.0      1450.7     253     181      1751.6  1958  Brownlee                        SnakeRiver                    
       366    44.829  -111.421      2817.4      2634.7         0.1       182.7     275     181        73.4  1959  EarthquakeLake                  MadisonRiver                  
       367    44.671  -117.996       529.8       427.1         0.2       102.7     248     181        90.7  1967  Mason                           PowderRiver                   
       368    44.654  -112.362      1371.1      1461.9        -0.1       -90.8     272     182       164.1  1934  Lima                            RedRockRiver                  
       370    44.521  -116.054      1717.0      1596.4         0.1       120.6     256     182       805.5  1947  Cascade                         NorthForkofPayetteRiver       
       372    44.504  -118.179       811.5       807.9         0.0         3.6     248     182        31.1  1937  Unity                           BurntRiver                    
       373    44.496  -109.188      3977.8      3868.9         0.0       108.9     283     183       746.0  1909  BuffaloBill                     ShoshoneRiver                 
       374    44.421  -111.396      1827.3      1320.6         0.4       506.7     275     183       157.0  1937  IslandPark                      HenrysFork                    
       375    44.396  -116.896       187.1       147.5         0.3        39.6     253     182        13.7  1966  MannCreek                       MannCreek                     
       376    44.354  -117.671      1202.2       695.3         0.7       506.9     250     183        60.4  1944  WillowCreekReservoir3           WillowCreek                   
       377    44.296  -115.646       497.8       284.2         0.8       213.6     258     183       199.8  1930  Deadwood                        DeadwoodRiver                 
       380    44.079  -111.496      2864.4      2862.0         0.0         2.3     275     184        12.1  1913  Ashton                          HenrysFork                    
       382    44.012  -117.396      1233.9      1424.5        -0.1      -190.7     250     184        37.0  1962  BullyCreek                      BullyCreek                    
       383    43.912  -118.154      1177.3      1156.1         0.0        21.2     247     184        73.9  1934  AgencyValley                    NorthForkofMalheurRiver       
       384    43.854  -110.587      1963.3      2094.9        -0.1      -131.6     278     184      1076.8  1911  JacksonLake                     SnakeRiver                    
       385    43.662  -108.829       323.8       335.9        -0.0       -12.0     284     186        21.2  1959  Anchor                          SouthForkofOwlCreek           
       386    43.637  -117.237     27569.5     27152.2         0.0       417.3     251     186       881.9  1931  Owyhee                          OwyheeRiver                   
       387    43.596  -115.921      5727.8      5728.2        -0.0        -0.4     258     186       353.4  1914  Arrowrock                       BoiseRiver                    
       388    43.587  -118.212      2503.9      2777.4        -0.1      -273.6     247     185       235.6  1918  WarmSprings                     MalheurRiver                  
       390    43.579  -111.737      1475.9      1654.8        -0.1      -178.9     273     187        99.3  1976  Ririe                           WillowCreek                   
       391    43.529  -116.054      7227.5      6904.1         0.0       323.4     256     186       378.7  1955  LuckyPeak                       BoiseRiver                    
       392    43.429  -114.029       845.4       707.6         0.2       137.7     264     187        37.0  1961  LittleWoodRiver                 LittleWoodRiver               
       393    43.412  -108.179     20384.0     19923.9         0.0       460.1     288     187       678.3  1951  Boysen                          Wind                          
       394    43.362  -115.446      2637.5      2520.8         0.0       116.7     259     187       521.8  1946  AndersonRanch                   SouthForkofBoiseRiver         
       396    43.329  -111.204     13685.7     13377.1         0.0       308.6     276     187      1480.2  1956  Palisades                       SnakeRiver                    
       397    43.254  -114.362      4037.0      4039.7        -0.0        -2.7     263     187       240.5  1910  MagicDam                        BigWoodRiver                  
       398    43.212  -109.046       533.7       540.0        -0.0        -6.2     283     188       187.2  1937  BullLake                        BullLakeCreek                 
       401    43.029  -106.696       538.4       556.4        -0.0       -18.0     293     189        15.2  1914  Johnson1                        OffstreamMiddleCasperCreek    
       402    43.004  -111.712      1478.2      1469.5         0.0         8.7     274     189       505.7  1911  Blackfoot                       BlackfootRiver                
       405    42.946  -115.971     90820.9     90255.7         0.0       565.2     256     189       304.7  1952  C.J.Strike                      SnakeRiver                    
       408    42.837  -114.904     74816.4     62954.5         0.2     11861.9     261     189        13.4  1949  LowerSalmon                     SnakeRiver                    
       411    42.779  -112.879     39835.1     39802.8         0.0        32.4     269     189      2061.5  1977  AmericanFalls                   SnakeRiver                    
       412    42.721  -105.612       494.4       426.5         0.2        67.9     298     190        33.1  1909  Laprele                         LaPreleCreek                  
       413    42.671  -113.487     46110.5     46108.1         0.0         2.5     267     190       117.4  1905  Minidoka                        SnakeRiver                    
       414    42.646  -111.696     10742.4     10568.1         0.0       174.3     274     190        19.4  1925  Soda                            BearRiver                     
       415    42.546  -106.721     29718.0     27954.7         0.1      1763.3     294     190        37.7  1937  Alcova                          NorthPlatteRiver              
