ID,lat_alloc,lon_alloc,area_alloc,lat_ori,lon_ori,area_ori,area_diff,area_error,loc_km_diff,alloc_score,ix,ix,lat_mod,lon_mod,area_mod,Modify,Station Name,River Name,Country,File Date,Last Update,Downstream GRDC Station,Altitude
6342830,48.687,13.454,770.656,48.689,13.452,762,8.738,0.011,0.553,0.122,11608,2479,48.689,13.452,762,,Kalteneck,ILZ,DE,2020/1/31,2018/5/24,6342900,327.9700012
6342840,48.937,13.413,19.628,48.938,13.412,19.1,1.572,0.082,0.533,0.326,11605,2464,48.938,13.412,19.1,,Taferlruck,GROSSE OHE,DE,2020/1/31,2018/5/24,6342900,-999
6342900,48.579,13.504,76483.844,48.582,13.504,76653,-138.781,-0.002,1.15,0.231,11611,2485,48.582,13.504,76653,,Achleiten,DANUBE RIVER,DE,2020/1/31,2018/5/24,6242100,287.7000122
6342910,48.946,12.013,26424.529,48.947,12.015,26448,-22.984,-0.001,0.756,0.152,11521,2464,48.947,12.015,26448,,Oberndorf,DANUBE RIVER,DE,2020/1/31,2018/5/24,6342600,331.1499939
6342920,48.879,12.746,37677.082,48.88,12.747,37687,-9.613,0,0.666,0.133,11565,2468,48.88,12.747,37687,,Pfelling,DANUBE RIVER,DE,2020/1/31,2018/5/24,6342800,308.1600037
6342925,48.679,12.696,8603.926,48.674,12.694,8467,137.761,0.016,0.184,0.053,11562,2480,48.674,12.694,8467,,Landau,ISAR,DE,2020/1/31,2018/5/24,6342800,333.6499939
6342926,0,0,0,47.682,11.576,-999,-999,-999,-999,-999,-999,-999,47.682,11.576,-999,,Lenggries,ISAR,DE,2020/1/31,2018/5/24,6342925,-999
6342927,47.779,11.538,1542.626,47.779,11.54,1558.8,-9.504,-0.006,0.469,0.098,11493,2534,47.779,11.54,1558.8,,Bad Toelz Kraftwerk,ISAR,DE,2020/1/31,2018/5/24,6342925,631
6342928,47.446,11.271,392.22,47.443,11.271,401.7,-9.073,-0.023,0.322,0.082,11477,2554,47.443,11.271,401.7,,Mittenwald,ISAR,DE,2020/1/31,2018/5/24,6342926,902.9199829
6342930,47.662,11.363,679.813,47.666,11.363,684.9,-4.994,-0.007,0.965,0.199,11482,2541,47.666,11.363,684.9,,Kochel,LOISACH,DE,2020/1/31,2018/5/24,6342925,596
6342931,47.504,11.088,395.481,47.502,11.065,393.5,5.022,0.013,2.141,0.441,11466,2550,47.502,11.065,393.5,,Garmisch Udp,LOISACH,DE,2020/1/31,2018/5/24,6342930,686
6342935,47.479,11.113,96.006,47.48,11.12,95.4,-0.609,-0.006,0.672,0.142,11468,2552,47.48,11.12,95.4,,Partenkirchen,PARTNACH,DE,2020/1/31,2018/5/24,6342930,730
6342940,47.771,11.579,21.251,47.77,11.57,19.5,4.182,0.214,1.386,0.842,11495,2535,47.77,11.57,19.5,,Bad Toelz,ELLBACH,DE,2020/1/31,2018/5/24,6342927,678
6342945,47.737,11.579,36.762,47.74,11.58,36.8,1.125,0.031,0.436,0.174,11495,2536,47.74,11.58,36.8,,Gaissach,GAISSACH,DE,2020/1/31,2018/5/24,6342927,660
6342950,47.429,11.254,109.674,47.43,11.26,111.6,-2.378,-0.021,1.468,0.31,11475,2555,47.43,11.26,111.6,,Mittenwald,LEUTASCHER ACHE,DE,2020/1/31,2018/5/24,6342928,936.7000122
6342951,47.429,11.254,109.674,47.43,11.26,111.1,-1.878,-0.017,1.468,0.306,11475,2555,47.43,11.26,111.1,,Mittenwald Neu,LEUTASCHER ACHE,DE,2020/1/31,2018/5/24,6342928,936.7000122
6342960,48.821,13.354,113.351,48.816,13.359,113,-8.436,-0.075,1.543,0.369,11603,2471,48.816,13.359,113,,Eberhardsreuth,MITTERNACHER OHE,DE,2020/1/31,2018/5/24,6342900,434
6342970,48.071,9.396,2613.512,48.072,9.396,2647.01,-33.453,-0.013,0.447,0.099,11364,2516,48.072,9.396,2647.01,,Hundersingen,DANUBE RIVER,DE,2020/1/31,2018/5/24,6342502,542.5300293
6342980,47.929,8.679,762.681,47.93,8.68,759.88,2.627,0.003,0.67,0.137,11321,2525,47.93,8.68,759.88,,Kirchen-Hausen,DANUBE RIVER,DE,2020/1/31,2018/5/24,6342970,657.3400269
6343100,48.062,12.238,11959.356,48.059,12.234,11983,-23.64,-0.002,0.607,0.123,11535,2517,48.059,12.234,11983,,Wasserburg,INN,DE,2020/1/31,2018/5/24,6243850,420.4500122
6343110,47.887,11.829,214.512,47.888,11.831,211.6,-1.073,-0.005,1.663,0.337,11511,2528,47.888,11.831,211.6,,Erb,LEITZACH,DE,2020/1/31,2018/5/24,6343100,540
6343111,47.712,11.938,113.253,47.71,11.935,111.7,1.548,0.014,0.57,0.128,11517,2538,47.71,11.935,111.7,,Stauden,LEITZACH,DE,2020/1/31,2018/5/24,6343110,748
6343120,47.687,11.779,31.596,47.69,11.78,30.7,5.145,0.168,0.436,0.325,11507,2539,47.69,11.78,30.7,,Rottach,ROTTACH,DE,2020/1/31,2018/5/24,6343110,727
6343500,48.162,12.838,6652.174,48.159,12.834,6649,3.354,0.001,0.606,0.122,11571,2511,48.159,12.834,6649,,Burghausen,SALZACH,DE,2020/1/31,2018/5/24,6243850,352
6343520,47.746,12.179,33.311,47.75,12.18,28,6.392,0.228,0.965,0.593,11531,2536,47.75,12.18,28,,Nussdorf,STEIN BACH,DE,2020/1/31,2018/5/24,6343100,535
6343530,47.987,12.546,341.303,47.991,12.542,367.4,-22.762,-0.062,0.111,0.072,11553,2521,47.991,12.542,367.4,,Stein,TRAUN,DE,2020/1/31,2018/5/24,6243850,493
6343531,47.837,12.646,249.441,47.834,12.648,282.4,-28.606,-0.101,0.996,0.284,11559,2530,47.834,12.648,282.4,,Hochberg,TRAUN,DE,2020/1/31,2018/5/24,6343530,595
6343535,47.821,12.646,156.069,47.82,12.65,182,-26.738,-0.147,1.463,0.422,11560,2532,47.82,12.65,182,,Siegsdorf,WEISSE TRAUN,DE,2020/1/31,2018/5/24,6343530,598
6343537,47.829,12.654,91.169,47.83,12.65,91.2,0.058,0.001,0.818,0.172,11560,2531,47.83,12.65,91.2,,Wernleiten,ROTE TRAUN,DE,2020/1/31,2018/5/24,6343530,598
6343550,47.637,13.013,354.917,47.64,13.01,368.4,-2.076,-0.006,0.268,0.058,11581,2542,47.64,13.01,368.4,,Berchtesgaden Klaeranlage,BERCHTESGADENER ACHE,DE,2020/1/31,2018/5/24,6243240,515
6343555,47.612,12.946,120.554,47.62,12.95,122.5,-1.93,-0.016,1.463,0.305,11577,2544,47.62,12.95,122.5,,Ilsank,RAMSAUER ACHE,DE,2020/1/31,2018/5/24,6343550,576
6343560,47.679,12.821,941.945,47.681,12.823,927.3,50.4,0.054,0.684,0.191,11570,2540,47.681,12.823,927.3,,Unterjettenberg,SAALACH,DE,2020/1/31,2018/5/24,6343500,494
6343570,47.779,12.479,965.417,47.78,12.48,951.9,13.466,0.014,0.67,0.148,11549,2534,47.78,12.48,951.9,,Staudach,TIROLER ACHEN,DE,2020/1/31,2018/5/24,6343530,532
6343900,48.562,13.446,25998.256,48.562,13.444,26084,-85.281,-0.003,0.469,0.096,11607,2487,48.562,13.444,26084,,Passau-Ingling,INN,DE,2020/1/31,2018/5/24,6342900,289
6348200,44.946,8.688,8013.067,44.949,8.686,7885,199.997,0.025,0.911,0.208,11322,2704,44.949,8.686,7885,,Montecastello,"TANARO, FIUME",IT,2020/1/31,2018/5/24,6348400,79
6348201,44.512,7.896,1495.072,44.51,7.9,1522,-25.987,-0.017,0.674,0.148,11274,2730,44.51,7.9,1522,,Farigliano,"TANARO, FIUME",IT,2020/1/31,2018/5/24,6348200,235
6348202,44.121,7.871,147.095,44.12,7.87,148,0.498,0.003,0.684,0.14,11273,2753,44.12,7.87,148,,Ponte Di Nava,"TANARO, FIUME",FR,2020/1/31,2018/5/24,6348201,803
6348300,45.546,7.829,3308.037,45.55,7.828,3313,-5.026,-0.002,0.92,0.185,11270,2668,45.55,7.828,3313,,Tavagnasco,"DORA BALTEA, FIUME",IT,2020/1/31,2018/5/24,6348400,263
6348310,45.829,8.254,146.765,45.83,8.26,149,-0.079,-0.001,0.577,0.116,11296,2651,45.83,8.26,149,,Ponte Folle,"MASTALLONE, TORRENTE",IT,2020/1/31,2018/5/24,6348400,440
6348350,0,0,0,45.701,8.651,-999,-999,-999,-999,-999,-999,-999,45.701,8.651,-999,,Miorina,"TICINO, FIUME",IT,2020/1/31,2018/5/24,6348400,-999
6348400,45.054,9.713,41674.68,45.017,9.667,42030,-360.754,-0.009,4.964,0.999,11382,2697,45.017,9.667,42030,,Piacenza,"PO, FIUME",IT,2020/1/31,2018/5/24,6348500,42
6348500,44.904,10.563,55359.137,44.9,10.55,55183,171.418,0.003,1.091,0.221,11433,2706,44.9,10.55,55183,,Boretto,"PO, FIUME",IT,2020/1/31,2018/5/24,6348800,20
6348600,0,0,0,45.783,9.436,-999,-999,-999,-999,-999,-999,-999,45.783,9.436,-999,,Lavello,"ADDA, FIUME",IT,2020/1/31,2018/5/24,6348500,-999
6348800,44.887,11.596,72754.695,44.883,11.6,70091,2663.18,0.038,1.183,0.275,11496,2707,44.883,11.6,70091,,Pontelagoscuro,"PO, FIUME",IT,2020/1/31,2018/5/24,-999,8
6349200,46.404,11.313,7010.136,46.4,11.317,6926,74.785,0.011,1.081,0.227,11480,2616,46.4,11.317,6926,,Bronzolo (Branzoll),"ADIGE, FIUME",IT,2020/1/31,2018/5/24,6349300,227
6349210,46.887,11.421,206.273,46.88,11.41,207,1.65,0.008,1.756,0.359,11486,2587,46.88,11.41,207,,Vipiteno,RIDANNA,IT,2020/1/31,2018/5/24,6349200,939.5900269
6349300,46.071,11.113,9740.084,46.067,11.133,9763,-22.882,-0.002,2.129,0.427,11467,2636,46.067,11.133,9763,,Trento,"ADIGE, FIUME",IT,2020/1/31,2018/5/24,6349500,186.1000061
6349350,45.854,11.363,134.245,45.844,11.368,138,-3.754,-0.027,1.739,0.369,11482,2649,45.844,11.368,138,,Pedescala,"ASTICO, TORRENTE",IT,2020/1/31,2018/5/24,-999,315
6349400,46.537,12.521,356.367,46.537,12.521,357,-0.648,-0.002,0.634,0.128,11552,2608,46.537,12.521,357,,Ponte Della Iasta,"PIAVE, FIUME",IT,2020/1/31,2018/5/24,-999,848
6349410,46.429,12.221,312.344,46.431,12.223,313,7.12,0.023,0.685,0.16,11534,2615,46.431,12.223,313,,Cancia,"BOITE, TORRENTE",IT,2020/1/31,2018/5/24,-999,818
6349411,46.596,12.104,81.351,46.595,12.111,82,-0.793,-0.01,1.463,0.331,11527,2604,46.595,12.111,82,,Podestagno,"BOITE, TORRENTE",IT,2020/1/31,2018/5/24,6349410,1330
6349500,45.121,11.821,11993.025,45.1,11.82,11954,37.837,0.003,2.376,0.478,11508,2694,45.1,11.82,11954,,Boara Pisani,"ADIGE, FIUME",IT,2020/1/31,2018/5/24,-999,9
6349600,0,0,0,46.335,13.134,-999,-999,-999,-999,-999,-999,-999,46.335,13.134,-999,,Pioverno,"TAGLIAMENTO, FIUME",IT,2020/1/31,2018/5/24,-999,-999
6351100,43.521,12.054,82.672,43.525,11.993,110,-40.342,-0.367,3.961,1.227,11523,2789,43.525,11.993,110,,Savinier,"CORDEVOLE, TORRENTE",IT,2020/1/31,2018/5/24,-999,1150
6352500,42.171,13.829,1966.874,42.17,13.83,1961,5.992,0.003,0.692,0.141,11630,2870,42.17,13.83,1961,,Alloggiamento Idraulico,"ATERNO, FIUME",IT,2020/1/31,2018/5/24,-999,248
6352600,41.296,16.138,2736.632,41.3,16.14,2716,25.308,0.009,0.904,0.19,11769,2922,41.3,16.14,2716,,S.Samuele Di Cafiero,"OFANTO, FIUME",IT,2020/1/31,2018/5/24,-999,32
6353300,37.471,13.663,1226.245,37.47,13.67,1237,59.457,0.048,1.198,0.288,11620,3152,37.47,13.67,1237,,Passofonduto,"PLATANI, FIUME",IT,2020/1/31,2018/5/24,-999,136
6353400,37.171,13.938,1966.727,37.17,13.94,1782,184.721,0.104,0.583,0.22,11637,3170,37.17,13.94,1782,,Drasi,"SALSO, FIUME",IT,2020/1/31,2018/5/24,-999,56
6353500,37.654,14.796,684.387,37.65,14.79,648,39.226,0.061,0.905,0.242,11688,3141,37.65,14.79,648,,Ponte Maccarrone,"SIMETO, FIUME",IT,2020/1/31,2018/5/24,-999,648
6357010,52.871,14.154,112225.234,52.873,14.142,109564,2661.828,0.024,1.1,0.244,11650,2228,52.873,14.142,109564,,Hohensaaten-Finow Ap,ODER RIVER,DE,2020/1/31,2018/5/24,-999,0.159999996
6357020,52.696,14.171,706.334,52.693,14.159,737,-33.123,-0.045,0.13,0.061,11650,2239,52.693,14.159,737,,Bliesdorf,FRIEDLANDER STROM,DE,2020/1/31,2018/5/24,6357010,1.879999995
6357500,52.154,14.688,52006.434,52.153,14.688,52033,-25.371,0,0.621,0.124,11682,2271,52.153,14.688,52033,,Eisenhuettenstadt,ODER RIVER,DE,2020/1/31,2018/5/24,6457100,25.14999962
6357501,51.971,14.704,4061.886,51.969,14.707,4125,-61.663,-0.015,0.671,0.146,11683,2282,51.969,14.707,4125,,Guben 2,NEISSE RIVER,DE,2020/1/31,2018/5/24,6357500,-999
6357502,51.162,14.996,1627.373,51.161,14.993,1621,5.932,0.004,0.34,0.072,11700,2331,51.161,14.993,1621,,Goerlitz,NEISSE RIVER,DE,2020/1/31,2018/5/24,6357501,175.6300049
6357503,50.871,14.821,376.921,50.872,14.821,376,8.393,0.022,0.436,0.11,11690,2348,50.872,14.821,376,,Hartau,NEISSE RIVER,DE,2020/1/31,2018/5/24,6357502,233.1399994
6357510,51.062,14.946,164.737,51.064,14.944,162,2.734,0.017,0.682,0.153,11697,2337,51.064,14.944,162,,Tauchritz,PLIESSNITZ,DE,2020/1/31,2018/5/24,6357502,197.1999969
6357520,0,0,0,50.892,14.803,-999,-999,-999,-999,-999,-999,-999,50.892,14.803,-999,,Zittau 5,MANDAU,DE,2020/1/31,2018/5/24,6357502,-999
6357521,0,0,0,50.892,14.803,-999,-999,-999,-999,-999,-999,-999,50.892,14.803,-999,,Zittau 6,MANDAU,DE,2020/1/31,2018/5/24,6357502,-999
6372310,57.529,22.038,527.172,57.53,22.03,297,229.979,0.774,0.632,0.901,12122,1949,57.53,22.03,297,,Pasiene,ZILUPE,LV,2020/1/31,2019/5/15,6373440,112
6372364,56.504,24.396,568.418,56.5,24.4,619,-49.235,-0.08,1.018,0.268,12264,2010,56.5,24.4,619,,Felicianova,LZHA,LV,2020/1/31,2019/5/15,6972320,112
6373010,56.987,21.963,8368.305,56.986,21.961,8320,68.894,0.008,0.692,0.147,12118,1981,56.986,21.961,8320,,Kuldiga,VENTA,LV,2020/1/31,2019/10/31,-999,5
6373020,56.571,25.229,192.184,56.58,25.24,352,-157.373,-0.447,1.077,0.822,12314,2006,56.58,25.24,352,,Pakulu Hes,CIECERE,LV,2020/1/31,2019/5/15,6373010,55
6373040,56.746,24.688,44.036,56.74,24.71,207,-162.771,-0.786,1.124,2.985,12282,1996,56.74,24.71,207,,Pilskalni,IMULA,LV,2020/1/31,2019/5/15,6373050,72
6373050,57.196,27.054,989.743,57.2,27.05,1830,-836.897,-0.457,1.014,0.835,12423,1969,57.2,27.05,1830,,Renda,ABAVA,LV,2020/1/31,2019/5/15,-999,19
6373100,57.537,25.421,6724.019,57.536,25.423,6280,444.08,0.071,0.679,0.206,12326,1948,57.536,25.423,6280,,Valmiera,GAUJA,LV,2020/1/31,2019/10/31,6373104,-999
6373101,56.912,26.729,341.474,56.9,26.71,294,-19.62,-0.067,2.992,0.652,12402,1985,56.9,26.71,294,,Vilkzemnieki,PALSA,LV,2020/1/31,2019/5/15,6373103,61
6373102,56.854,24.213,175.987,56.84,24.26,697,-540.322,-0.775,1.121,2.811,12255,1990,56.84,24.26,697,,Velena,GAUJA,LV,2020/1/31,2019/5/15,6373103,107
6373103,57.171,25.929,482.627,57.15,25.91,2230,-1747.268,-0.784,2.928,3.3,12356,1970,57.15,25.91,2230,,Tilderi,GAUJA,LV,2020/1/31,2019/5/15,6373100,62
6373104,57.587,26.646,591.959,57.54,26.7,8510,-8074.318,-0.949,0.528,14.005,12402,1948,57.54,26.7,8510,,Sigulda,GAUJA,LV,2020/1/31,2019/5/15,-999,11
6373111,57.129,25.904,30.811,57.13,25.91,40,-9.187,-0.23,0.57,0.404,12355,1973,57.13,25.91,40,,Oli,TULIJA,LV,2020/1/31,2019/5/15,6373103,170
6373112,56.854,24.696,455.318,56.8,24.71,298,126.937,0.426,6.46,1.718,12283,1989,56.8,24.71,298,,Melturi,AMATA,LV,2020/1/31,2019/5/15,6373100,94
6373113,56.862,24.604,478.311,56.86,24.61,607,-122.567,-0.202,1.12,0.414,12276,1989,56.86,24.61,607,,Lejasciems,TIRZA,LV,2020/1/31,2019/5/15,6373102,84
6373114,56.996,24.913,26.574,57,24.96,33.4,-6.75,-0.202,3.283,1.326,12295,1980,57,24.96,33.4,,Bubs,TULIJA,LV,2020/1/31,2019/5/15,6373111,-999
6373115,56.921,22.579,210.733,56.92,22.57,398,-186.205,-0.468,0.635,0.786,12155,1985,56.92,22.57,398,,Ape,VAIDAVA,LV,2020/1/31,2019/5/15,6373102,74
6373151,56.321,28.188,284.864,56.29,28.17,1700,-1459.941,-0.859,0.381,4.637,12491,2023,56.29,28.17,1700,,Dukupji,BARTA,LV,2020/1/31,2019/5/15,-999,2
6373152,56.371,21.429,460.585,56.38,21.41,450,10.591,0.024,1.081,0.24,12086,2018,56.38,21.41,450,,Darznieki,VARTAJA,LV,2020/1/31,2019/5/15,6373151,10
6373200,56.679,23.496,1170.078,56.68,23.5,492,678.059,1.378,0.741,1.526,12210,2000,56.68,23.5,492,,Starini,MAZA JUGLA,LV,2020/1/31,2019/5/15,-999,23
6373201,56.737,26.721,525.288,56.75,26.7,663,-137.47,-0.207,1.77,0.55,12404,1996,56.75,26.7,663,,Zaki,LIELA JUGLA,LV,2020/1/31,2019/5/15,-999,2
6373202,57.904,25.271,615.368,57.9,25.29,632,-16.629,-0.026,1.259,0.272,12317,1926,57.9,25.29,632,,Kalnagals,MEIRANU KANALS,LV,2020/1/31,2019/5/15,6373219,89
6373210,56.346,27.179,341.165,56.35,27.18,299,42.159,0.141,1.159,0.373,12432,2020,56.35,27.18,299,,Malta,VECMALTA,LV,2020/1/31,2019/5/15,6373211,-999
6373211,56.537,27.879,649.867,56.53,27.88,782,-131.782,-0.169,1.371,0.426,12473,2008,56.53,27.88,782,,Vilani,MALTA,LV,2020/1/31,2019/5/15,6373219,105
6373212,56.429,25.046,287.422,56.43,25.05,545,-257.331,-0.472,0.744,0.82,12303,2015,56.43,25.05,545,,Griskani,REZEKNE,LV,2020/1/31,2019/5/15,6373219,138
6373213,56.771,24.046,658.981,56.77,24.05,978,-311.971,-0.319,0.741,0.5,12243,1994,56.77,24.05,978,,Litene,PEDEDZE,LV,2020/1/31,2019/5/15,6373219,101
6373214,56.938,26.396,271.198,56.93,26.4,239,32.725,0.137,1.422,0.421,12384,1984,56.93,26.4,239,,Malpils,MERGUPE,LV,2020/1/31,2019/5/15,6373219,82
6373215,56.546,26.921,755.592,56.53,26.86,268,487.977,1.821,4.217,2.664,12416,2008,56.53,26.86,268,,Aizkuja,KUJA,LV,2020/1/31,2019/5/15,6373219,91
6373216,56.704,23.779,880.001,56.703,23.782,600,280.473,0.467,0.702,0.608,12227,1998,56.703,23.782,600,,Apsites,MISA,LV,2020/1/31,2019/5/15,6373201,0
6373217,56.229,27.271,94.188,56.23,27.26,93,1.186,0.013,1.084,0.238,12437,2027,56.23,27.26,93,,Dorotpolje,BALDA,LV,2020/1/31,2019/5/15,6373218,155.7799988
6373218,56.696,22.163,540.755,56.69,22.26,6510,-6050.135,-0.929,0.946,10.056,12137,1999,56.69,22.26,6510,,Lubana,AIVIEKSTE,LV,2020/1/31,2019/5/15,6373219,88
6373219,56.637,25.938,8671.894,56.49,25.89,8660,11.75,0.001,17.225,3.446,12357,2002,56.64,25.94,8660,LatLon,Aiviekstes Hes,AIVIEKSTE,LV,2020/1/31,2019/5/15,6373307,77
6373220,56.221,25.571,557.116,56.21,25.57,2060,-1508.388,-0.732,1.383,2.328,12336,2028,56.21,25.57,2060,,Sili,DUBNA,LV,2020/1/31,2019/5/15,6373305,90
6373222,56.512,27.438,508.247,56.51,27.43,922,-413.749,-0.449,0.771,0.765,12447,2010,56.51,27.43,922,,Viski,DUBNA,LV,2020/1/31,2019/5/15,6373220,99
6373224,56.304,26.438,239.861,56.26,26.41,370,-124.163,-0.336,5.347,1.448,12385,2022,56.26,26.41,370,,Sulti,FEIMANKA,LV,2020/1/31,2019/5/15,6373220,-999
6373226,56.354,26.338,615.779,56.34,26.34,455,160.788,0.353,2.008,0.755,12381,2019,56.34,26.34,455,,Kulenieki,USA,LV,2020/1/31,2019/5/15,6273771,92
6373300,55.862,26.513,64565.102,55.864,26.514,64500,64.574,0.001,0.959,0.193,12392,2049,55.864,26.514,64500,,Daugavpils,DAUGAVA,LV,2020/1/31,2019/10/31,6373304,86
6373304,56.404,24.179,5359.527,56.4,24.18,70500,-65140.41,-0.924,1.158,9.347,12252,2016,56.4,24.18,7050,Area,Jekabpils,DAUGAVA,LV,2020/1/31,2019/5/15,6373305,75
6373305,57.179,21.671,10991.89,57.09,21.58,81300,-70307.859,-0.865,11.077,7.013,12101,1970,57.09,21.58,8130,Area,Plavinu Hes,DAUGAVA,LV,2020/1/31,2019/5/15,6373306,-999
6373306,56.737,24.713,82024.852,57.85,25.05,82100,-73.922,-0.001,125.102,25.021,12283,1996,56.74,24.71,82100,LatLon,Keguma Hes,DAUGAVA,LV,2020/1/31,2019/5/15,6373307,-999
6373307,56.912,24.163,84292.82,56.916,24.157,84000,292.977,0.003,0.893,0.182,12250,1986,56.916,24.157,84000,,Rigas Hes,DAUGAVA,LV,2020/1/31,2019/5/15,-999,-999
6373400,56.438,24.054,9406.67,56.437,24.052,9390,18.713,0.002,0.831,0.168,12243,2014,56.437,24.052,9390,,Mezotne,LIELUPE,LV,2020/1/31,2019/10/31,-999,-999
6373430,56.362,21.213,1645.172,56.36,21.21,5320,-3670.588,-0.69,0.255,1.72,12073,2019,56.36,21.21,5320,,Bauska,MUSA,LV,2020/1/31,2019/5/15,6373400,11
6373440,57.546,21.863,1915.207,57.54,21.86,2690,-773.596,-0.288,0.925,0.488,12113,1948,57.54,21.86,2690,,Tabokine,MEMELE,LV,2020/1/31,2019/5/15,6373400,-999
6373442,57.071,22.296,1719.692,57.06,22.29,517,1276.784,2.47,1.675,2.805,12138,1976,57.06,22.29,517,,Elksi,DIENVIDSUSEJA,LV,2020/1/31,2019/5/15,6373440,82
6373444,56.379,24.088,349.413,56.38,24.08,313,37.266,0.119,0.927,0.304,12246,2018,56.38,24.08,313,,Sudrabkalni,VIESITE,LV,2020/1/31,2019/5/15,6373440,55
6373450,56.404,26.429,436.698,56.4,26.43,632,-192.638,-0.305,0.943,0.517,12386,2017,56.4,26.43,632,,Uzini,SVETE,LV,2020/1/31,2019/5/15,-999,9
6373452,57.762,24.479,158.038,57.84,24.49,291,-162.094,-0.557,7.318,2.407,12271,1934,57.84,24.49,291,,Brakski,AUCE,LV,2020/1/31,2019/5/15,-999,-999
6373454,56.571,23.629,681.134,56.58,23.56,904,-222.566,-0.246,4.033,1.052,12218,2006,56.58,23.56,904,,Balozi,BERZE,LV,2020/1/31,2019/5/15,-999,-0.319999993
6373456,56.479,23.563,654.142,56.48,23.56,330,-45.568,-0.138,4.75,1.07,12212,2014,56.48,23.56,330,,Bramberge,TERVETE,LV,2020/1/31,2019/5/15,-999,6
6373460,56.446,24.496,496.225,56.41,24.51,519,-11.672,-0.022,3.732,0.764,12270,2014,56.41,24.51,519,,Dupsi,IECAVA,LV,2020/1/31,2019/5/15,-999,20
6373462,56.646,23.621,402.164,56.66,23.55,618,557.131,0.902,2.267,1.355,12215,2000,56.66,23.55,618,,Lielveisi,MISA,LV,2020/1/31,2019/5/15,-999,4
6373470,57.804,25.421,142.905,57.78,25.42,330,-187.261,-0.567,3.133,1.61,12326,1932,57.78,25.42,330,,Tiltsargi,ISLICE,LV,2020/1/31,2019/5/15,-999,19
6373750,56.079,26.729,965.36,56.08,26.72,1660,-692.481,-0.417,1.371,0.811,12404,2035,56.08,26.72,1660,,Lielpeci,OGRE,LV,2020/1/31,2019/5/15,6373307,30
6373910,56.646,25.929,299.632,56.63,25.93,329,-23.74,-0.072,1.899,0.438,12355,2002,56.63,25.93,329,,Cirava,DURBE,LV,2020/1/31,2019/5/15,-999,13
6373911,57.462,26.354,294.138,57.45,26.35,513,-218.868,-0.427,1.012,0.76,12382,1953,57.45,26.35,513,,Ance,STENDE,LV,2020/1/31,2019/5/15,6373912,7
6373912,56.971,24.488,632.824,56.97,24.48,1920,-1268.736,-0.661,0.634,1.588,12269,1982,56.97,24.48,1920,,Vicaki,IRBE,LV,2020/1/31,2019/5/15,-999,4
6373921,56.729,21.371,333.235,56.73,21.38,196,137.09,0.699,0.636,0.827,12083,1997,56.73,21.38,196,,Pieviki,RIVA,LV,2020/1/31,2019/5/15,-999,15
6373922,56.837,21.396,519.692,56.9,21.4,398,121.887,0.306,6.477,1.602,12084,1990,56.9,21.4,398,,Rojupe,ROJA,LV,2020/1/31,2019/5/15,-999,8
6373931,57.454,26.346,2310.976,57.46,26.32,2260,52.468,0.023,1.339,0.291,12381,1953,57.46,26.32,2260,,Mazsalaca,SALACA,LV,2020/1/31,2019/5/15,6373932,38
6373932,57.287,26.571,1394.943,57.27,26.58,3220,-1824.066,-0.566,2.468,1.474,12395,1963,57.27,26.58,3220,,Lagaste,SALACA,LV,2020/1/31,2019/5/15,-999,17
6373933,57.487,22.721,430.604,57.49,22.72,636,-204.31,-0.321,0.374,0.43,12164,1951,57.49,22.72,636,,Vilnisi,RUJA,LV,2020/1/31,2019/5/15,6373931,42
6373934,57.221,25.229,299.024,57.22,25.23,431,-129.017,-0.299,0.633,0.447,12314,1967,57.22,25.23,431,,Oleri,SEDA,LV,2020/1/31,2019/5/15,6373931,40
6373941,57.237,26.363,722.475,57.24,26.36,440,282.905,0.643,0.253,0.694,12382,1966,57.24,26.36,440,,Teranda,UZAVA,LV,2020/1/31,2019/5/15,-999,6
6390050,40.871,43.738,929.989,40.867,43.717,839,93.171,0.111,2.288,0.569,13425,2948,40.867,43.717,839,,Kaps,AKHURYAN,AM,2020/1/31,2018/5/25,6590700,1665
6390300,40.812,44.538,1081.925,40.807,44.538,1070,12.09,0.011,0.355,0.082,13473,2952,40.807,44.538,1070,,Gugark (Megrut),DEBEDA,AM,2020/1/31,2018/5/25,6590700,1260
6401070,64.713,-21.596,492.209,64.711,-21.603,507,-5.974,-0.012,0.411,0.091,9504,1518,64.711,-21.603,507,,Stekkur,NORDHURA,IS,2020/1/31,2019/12/16,6401080,18
6401080,64.696,-21.412,1714.171,64.692,-21.41,1574,140.159,0.089,0.095,0.108,9516,1519,64.692,-21.41,1574,,Kljafoss,HVITA,IS,2020/1/31,2019/12/16,-999,18
6401090,63.938,-21.004,5738.658,63.938,-21.007,5662,77.574,0.014,0.449,0.103,9540,1564,63.938,-21.007,5662,,Selfoss,OLFUSA,IS,2020/1/31,2019/12/16,-999,12
6401110,64.262,-20.512,246.386,64.264,-20.52,219,27.696,0.126,0.886,0.304,9570,1545,64.264,-20.52,219,,Efstadalsbru,BRUARA,IS,2020/1/31,2018/6/6,6401111,150
6401111,64.162,-20.562,703.057,64.16,-20.559,640,65.96,0.103,0.228,0.149,9567,1551,64.16,-20.559,640,,Dynjandi,BRUARA,IS,2020/1/31,2019/12/16,6401120,57
