        ID       lat       lon        area    Type     ix1   iy1     ix2   iy2  elv_outlet   elv_gauge    elv_upst  dst_outlet    dst_upst
       289    43.553   144.976       409.8       1    1319   147    1318   147       19.70       22.30       23.87        1.25        0.67
       290    43.585   145.022       421.0       1    1321   146    1320   146       13.96       13.96       16.30        0.00        6.64
       291    43.638   145.081       677.6       1    1325   142    1325   143        4.05        4.05        4.07        0.00        0.93
       292    43.673   145.122         1.4       3    1328   140    -999  -999        0.00        1.43     -999.00        0.67     -999.00
       293    42.955   144.033         1.6       3    1262   183    -999  -999        4.58        9.74     -999.00        1.02     -999.00
       294    43.013   144.308        13.9       1    1279   180    1279   179        0.00        1.86        3.16        1.04        0.46
       295    44.549   142.935        93.2       1    1197    88    1196    88        8.90        9.88       14.87        0.66        0.66
       296    44.005   144.103        16.5       1    1267   120    1266   121        1.64        4.18       12.13        1.24        2.31
       297    43.923   144.297       162.9       1    1278   125    1278   126        5.47        5.47        5.47        0.46        1.14
       298    44.022   145.188        30.5       1    1332   119    1331   119        0.00       10.62       22.43        0.90        0.57
       299    42.581   143.476        61.3       1    1229   206    1228   205        2.46        5.41        6.80        1.83        1.15
       300    42.506   143.417       130.5       1    1225   210    1224   209        5.55        5.55       19.25        0.00        8.86
       301    42.448   143.294        50.4       1    1218   214    1217   213       50.25       52.81       60.49        0.81        1.51
       302    42.313   143.320       118.0       1    1219   221    1218   221        5.15        5.15       24.24        0.00        5.98
       303    42.285   143.299        30.5       1    1218   223    1217   223       22.46       22.46       49.89        0.00        2.41
       304    44.010   144.265         3.1       3    1276   120    -999  -999        5.25        5.25     -999.00        0.46     -999.00
       305    43.142   141.644         5.3       2    1118   172    1120   172        2.69        2.76        4.67        1.59        3.63
       306    43.485   141.897        43.5       1    1134   152    1135   151       14.31       14.31       14.38        0.91        0.93
       307    43.495   141.894      8742.5       1    1134   151    1134   150       11.70       11.99       11.99        0.91        0.57
       308    43.483   141.890        58.5       1    1134   152    1135   151       14.31       14.31       14.38        0.00        2.84
       309    43.488   141.883        58.9       2    1133   151    1134   152       11.62       13.43       14.31        1.95        0.57
       310    43.890   142.655      1069.9       1    1180   127    1181   128      238.63      242.18      248.40        0.91        1.14
       311    43.778   142.358      1892.1       1    1162   134    1164   133       97.85      101.51      104.95        1.58        1.96
       312    43.765   142.277      3317.5       1    1157   134    1158   134       86.88       87.07       89.22        0.46        1.85
       313    43.717   142.133      3534.2       1    1149   137    1150   137       53.18       53.73       55.98        0.91        2.16
       314    43.715   142.047      3604.6       1    1144   138    1145   138       43.61       43.61       45.35        0.34        1.96
       315    43.678   141.981      3661.9       1    1139   140    1141   140       30.24       31.42       33.28        1.39        2.35
       316    43.635   141.913      5427.7       1    1135   142    1136   141       24.15       25.52       26.04        0.34        3.24
       317    43.559   141.885      5688.9       1    1134   147    1133   146       18.22       20.03       20.16        1.37        0.57
       318    43.501   141.903         2.1       2    1134   151    1132   150       11.70       19.61       20.80        2.41        2.29
       319    43.431   141.845      8941.9       1    1131   155    1132   154        7.70        7.90        7.90        2.07        0.82
       320    43.330   141.694      9286.7       1    1122   161    1123   160        5.33        5.54        5.54        2.52        2.13
       321    43.222   141.667       320.7       1    1121   167    1124   168        2.88        2.88        6.09        0.46       20.52
       322    43.124   141.542     12651.9       1    1113   173    1115   173        1.10        1.10        1.10        1.93        0.57
       323    43.167   141.419         3.6       1    1106   171    1106   172        2.64        2.64        3.59        0.00        4.26
