        ID       lat       lon        area    Type     ix1   iy1     ix2   iy2  elv_outlet   elv_gauge    elv_upst  dst_outlet    dst_upst
      4286    35.213   136.863         7.9       1     832   647     832   646        0.95        1.86        2.01        0.92        3.96
      4287    35.112   136.835       308.3       1     830   653     830   652        0.00        0.00        0.00        0.00        1.20
      4288    35.176   136.837       298.2       1     830   650     831   649        0.00        0.00        0.10        1.57        0.92
      4289    35.267   137.019        16.6       1     842   644     842   643       35.22       35.22       52.66        0.00        1.92
      4290    35.272   137.020        16.5       1     842   644     842   643       35.22       42.48       52.66        0.46        0.92
      4291    35.235   136.944        17.6       2     835   647     838   645        0.86       12.66       14.98        5.04        0.60
      4292    35.306   136.881        64.5       1     833   642     834   641        8.56       12.11       14.82        2.39        2.19
      4293    35.266   136.880        91.8       1     833   644     833   642        3.76        3.76        8.56        0.00        7.79
      4294    35.240   136.840       149.6       1     831   647     831   645        0.80        1.66        1.73        3.51        1.85
      4295    35.223   136.845       151.5       1     831   647     831   645        0.80        1.05        1.73        1.52       10.59
      4296    35.223   136.952        14.1       1     838   647     839   646        9.13        9.86       11.01        0.76        0.89
      4297    35.249   136.909        40.5       2     834   646     836   645        0.86        5.06        6.59        1.66        0.76
      4298    35.288   136.944        18.0       1     837   643     838   642       19.55       23.03       24.99        1.52        0.60
      4299    35.301   136.927         4.2       1     837   642     837   641       23.00       24.53       29.68        0.60        2.31
      4300    35.180   137.047         9.8       1     844   649     845   650       54.68       56.14       74.63        0.38        3.93
      4301    35.190   136.991        24.6       2     839   649     841   649       14.55       27.80       30.18        2.28        0.38
      4302    35.203   137.017        57.1       1     842   648     843   648       33.19       38.80       44.74        1.14        1.52
      4303    35.209   136.928       114.4       1     836   648     838   649        4.09        8.05       11.14        1.36        7.40
      4304    35.191   136.966        97.5       1     839   649     840   649       14.55       14.55       16.58        0.00        0.38
      4305    35.217   137.066        13.4       1     845   647     846   647       69.11       72.41       81.82        0.60        0.76
      4306    35.267   136.828        42.1       1     830   644     831   643        3.03        3.03        5.46        0.00        3.44
      4307    35.213   136.863         7.9       1     832   647     832   646        0.95        1.86        2.01        0.92        3.96
      4308    35.267   137.019        16.6       1     842   644     842   643       35.22       35.22       52.66        0.00        1.92
      4309    35.437   137.034      4643.7       1     843   634     844   634       54.63       54.63       66.63        0.00        1.98
      4310    35.401   136.962      4830.9       1     838   636     838   635       35.36       35.70       37.48        0.60        1.00
      4311    35.362   136.762      4891.7       1     827   638     829   638        4.79        4.79        4.79        0.00       14.04
      4312    35.312   136.735      4896.8       1     824   642     825   641        3.82        3.82        3.82        1.66        0.46
      4313    35.237   136.673      2041.1       1     821   646     821   644        1.05        1.05        1.15        0.46        5.63
      4314    35.227   136.680      4905.9       1     821   647     822   645        0.20        0.88        0.88        2.31        3.58
      4315    35.185   136.680      4909.4       1     821   650     821   647        0.10        0.20        0.20        2.58        5.08
      4316    35.108   136.712      4940.5       1     823   654     822   653        0.10        0.10        0.10        0.60        2.39
      4317    35.356   136.828         4.6       1     830   639     833   639        7.78       11.30       22.88        2.11       12.68
      4318    35.851   137.698       306.6       1     883   609     884   609      748.51      752.08      772.08        0.60        4.17
      4319    35.419   137.031       117.4       1     842   636     843   636       60.23       69.67       73.41        1.35        2.08
      4320    35.356   136.966         2.3       3     839   639    -999  -999       52.74       52.74     -999.00        0.46     -999.00
      4321    35.252   136.622      1591.3       1     818   645     817   644        0.10        0.10        0.10        0.38        0.60
      4322    35.383   136.949        12.7       1     838   638     839   637       49.86       49.86       60.23        0.00        1.52
      4323    35.091   136.741         1.0       3     825   655    -999  -999        0.25        0.25     -999.00        3.05     -999.00
      4324    34.667   137.272        30.7       1     857   680     857   681        0.42        0.59        0.59        0.98        0.46
      4325    34.715   137.405        43.5       1     865   678     865   677        1.98        2.13        3.48        0.60        0.38
      4326    34.755   137.390        17.9       1     864   675     865   675        0.78        1.32        1.60        0.60        0.60
      4327    34.828   137.326        33.5       1     860   671     860   670        3.83       10.16       14.87        1.31        0.60
      4328    34.831   137.087         9.7       1     846   671     847   671        1.50        1.78        4.82        0.92        1.52
      4329    34.913   136.994        70.8       1     839   666     841   666        0.00        0.38        0.38        1.14        0.76
      4330    34.913   136.994        70.8       1     839   666     841   666        0.00        0.38        0.38        1.14        0.76
      4331    34.915   136.987        71.2       1     839   666     841   666        0.00        0.35        0.38        0.76        1.65
      4332    34.905   137.008        52.0       1     842   666     842   667        0.38        0.38        0.38        0.00        3.78
      4333    35.084   137.053        31.4       1     844   655     845   655       20.36       20.36       28.04        0.00        3.25
      4334    35.024   136.999         9.3       2     840   659     842   658        1.00        1.13        2.47        1.60        3.77
      4335    35.033   137.005        61.0       1     840   659     842   657        1.00        2.04        5.38        3.26        1.20
      4336    35.055   137.035        50.6       1     843   657     843   656        8.95        9.62       13.00        0.98        1.92
      4337    35.017   137.042        68.2       1     843   659     844   659        1.61        1.68        3.58        0.98        0.76
      4338    35.022   137.022        72.8       1     842   659     843   660        0.69        1.02        1.61        1.36        1.52
      4339    34.980   136.981       208.8       1     840   662     839   661        0.25        0.25        0.46        1.39        0.92
      4340    35.020   137.091        12.4       1     846   659     847   658       10.61       12.87       17.34        0.60        2.09
      4341    35.022   137.022        72.8       1     842   659     843   660        0.69        1.02        1.61        1.36        1.52
      4342    35.022   137.022        72.8       1     842   659     843   660        0.69        1.02        1.61        1.36        1.52
      4343    35.022   137.022        72.8       1     842   659     843   660        0.69        1.02        1.61        1.36        1.52
      4344    35.003   136.960        10.3       1     837   660     837   661        2.15        2.15        9.61        0.00        4.82
      4345    35.078   137.110        17.1       1     847   656     847   655       22.29       27.25       29.66        1.66        0.46
      4346    35.023   136.995         9.5       2     840   659     842   658        1.00        1.13        2.47        1.60        3.77
      4347    35.023   136.995         9.5       2     840   659     842   658        1.00        1.13        2.47        1.60        3.77
      4348    35.031   137.006         8.9       2     840   659     842   658        1.00        1.46        2.47        2.80        0.76
      4349    35.265   136.751        61.7       1     825   645     825   644        0.15        0.31        0.31        2.96        0.60
      4350    35.188   136.751       146.7       1     825   649     825   648        0.00        0.00        0.00        0.00        1.20
      4351    35.298   136.762        53.3       1     826   642     826   641        1.78        1.78        2.43        0.00        3.24
      4352    35.080   136.822       314.5       1     830   656     829   655        0.00        0.00        0.00        1.82        0.76
      4353    35.080   136.822       314.5       1     830   656     829   655        0.00        0.00        0.00        1.82        0.76
      4354    35.194   136.791         7.7       1     828   650     828   647        0.25        0.25        0.78        4.21        1.92
      4355    35.149   136.787        39.0       1     828   651     829   650        0.15        0.15        0.25        0.00        8.60
      4356    35.112   136.792        42.1       1     828   653     828   652        0.00        0.00        0.00        0.00        5.14
      4357    35.113   136.778         1.0       3     827   654    -999  -999        0.10        0.10     -999.00        1.36     -999.00
      4358    35.228   136.763         8.4       1     826   646     827   646        0.80        0.80        1.36        0.46        4.23
      4359    35.235   136.722        19.1       1     824   646     824   645        0.81        0.81        1.29        0.00        3.24
      4360    35.195   136.737        41.2       1     824   649     824   648        0.00        0.00        0.33        0.46        2.75
      4361    35.194   136.813        22.6       1     830   649     830   648        0.35        0.35        0.35        0.38        0.76
      4362    35.115   136.799         9.4       2     828   654     829   652        0.00        0.00        0.00        1.39        0.92
      4363    35.192   136.760        10.0       1     826   649     826   648        0.25        0.25        0.25        1.22        0.46
      4364    35.122   136.970        65.6       1     839   653     840   653        4.44        8.09        8.89        1.96        0.38
      4365    35.109   136.949        65.8       1     837   655     839   653        0.00        3.28        4.44        3.91        0.76
      4366    35.080   136.951        20.3       1     838   656     838   655        0.00        0.85        1.32        0.38        0.76
      4367    34.835   137.388        21.7       1     864   670     864   669       16.51       17.40       20.59        0.38        0.46
      4368    34.994   137.052        21.3       1     844   661     845   661        1.86        2.73        6.23        1.14        1.52
      4369    34.981   137.010        39.8       1     841   662     842   661        0.44        0.44        0.80        0.98        1.20
      4370    34.926   136.924        22.5       1     836   665     836   664        1.57        2.12        5.13        1.46        0.92
      4371    34.910   136.933        38.5       1     836   666     836   665        1.11        1.11        1.57        0.00        0.60
      4372    34.910   136.933        38.5       1     836   666     836   665        1.11        1.11        1.57        0.00        0.60
      4373    34.934   136.827        17.9       1     830   664     831   664        0.00        0.93        1.04        0.38        0.60
      4374    35.122   136.941        16.4       1     837   653     837   652        0.49        1.57        3.93        1.58        0.46
      4375    35.062   136.803         8.3       1     829   657     827   656        0.00        0.00        0.00        1.31        3.77
      4384    35.327   137.947       264.0       1     898   641     898   640      413.11      423.34      461.08        0.76        1.85
      4385    35.437   137.034      4643.7       1     843   634     844   634       54.63       54.63       66.63        0.00        1.98
      4386    35.401   136.962      4830.9       1     838   636     838   635       35.36       35.70       37.48        0.60        1.00
      4387    35.362   136.762      4891.7       1     827   638     829   638        4.79        4.79        4.79        0.00       14.04
      4388    35.312   136.735      4896.8       1     824   642     825   641        3.82        3.82        3.82        1.66        0.46
      4389    35.237   136.673      2041.1       1     821   646     821   644        1.05        1.05        1.15        0.46        5.63
      4390    35.185   136.680      4909.4       1     821   650     821   647        0.10        0.20        0.20        2.58        5.08
      4391    35.108   136.712      4940.5       1     823   654     822   653        0.10        0.10        0.10        0.60        2.39
      4392    35.053   136.733      4968.7       1     824   657     824   656        0.10        0.10        0.10        0.46        2.36
      4393    35.851   137.698       306.6       1     883   609     884   609      748.51      752.08      772.08        0.60        4.17
      4394    35.481   136.569       609.0       1     815   632     814   631       29.48       35.23       38.02        1.57        0.60
      4395    35.360   136.658      1188.5       1     819   640     820   638        1.87        2.31        3.77        2.96        0.93
      4396    35.252   136.622      1591.3       1     818   645     817   644        0.10        0.10        0.10        0.38        0.60
      4397    35.213   136.622      1622.8       1     817   647     818   645        0.10        0.10        0.10        1.46       13.48
      4398    35.135   136.670      1769.7       2     821   653     820   651        0.10        0.10        0.10        2.50        2.39
      4399    35.048   136.712      3896.9       1     823   657     823   656        0.00        0.00        0.10        0.00        3.36
      4400    35.027   136.710         5.5       2     824   659     822   658        0.00        0.00        0.00        0.76        3.78
      4401    35.738   136.948       514.7       1     837   616     837   615      194.79      197.30      206.80        0.60        1.85
      4402    35.551   136.909      1081.8       1     835   627     836   626       56.76       57.02       65.50        0.38        3.77
      4403    35.460   136.837      1582.8       1     831   633     831   632       23.89       23.89       23.89        0.46        0.46
      4404    35.430   136.751      1607.0       1     826   635     828   634        5.73        9.15       12.43        2.79        2.73
      4405    35.362   136.688      1812.1       1     822   640     822   638        2.27        2.27        2.27        3.24        0.93
      4406    35.237   136.673      2041.1       1     821   646     821   644        1.05        1.05        1.15        0.46        5.63
      4407    35.135   136.670      1769.7       2     821   653     820   651        0.10        0.10        0.10        2.50        2.39
      4408    35.077   136.674         5.6       1     821   656     820   656        0.10       10.52       14.46        1.74        0.38
      4409    35.128   136.653         2.4       3     820   653    -999  -999        0.10        0.95     -999.00        1.74     -999.00
      4410    35.138   136.649        11.7       1     820   653     818   653        0.10        1.84       13.40        2.34        1.52
      4411    35.090   136.673         1.3       3     821   655    -999  -999        0.10        0.25     -999.00        1.44     -999.00
      4412    35.090   136.673         1.3       3     821   655    -999  -999        0.10        0.25     -999.00        1.44     -999.00
      4413    35.090   136.673         1.3       3     821   655    -999  -999        0.10        0.25     -999.00        1.44     -999.00
      4414    35.099   136.716      4951.7       1     824   655     823   654        0.10        0.10        0.10        1.99        0.46
      4415    35.091   136.741         1.0       3     825   655    -999  -999        0.25        0.25     -999.00        3.05     -999.00
      4416    35.059   136.752         0.5       3     826   656    -999  -999        0.25        0.25     -999.00        1.00     -999.00
      4417    35.059   136.752         0.5       3     826   656    -999  -999        0.25        0.25     -999.00        1.00     -999.00
      4418    34.849   136.442        86.3       1     807   669     806   669       48.80       48.80       51.85        0.00        1.53
      4419    34.874   136.515       212.8       1     811   668     810   669       22.51       22.51       25.88        0.00        0.89
      4420    34.903   136.597       263.5       1     816   666     815   667        1.87        4.30        5.92        2.42        2.41
      4421    34.849   136.387        66.1       1     803   669     802   670       81.38       81.38       97.85        0.00        1.53
      4422    34.912   136.610       263.9       1     816   666     815   667        1.87        2.10        5.92        0.46       10.21
      4423    34.883   136.485         1.1       3     810   667    -999  -999       29.22       29.22     -999.00        0.00     -999.00
      4424    34.892   136.452        39.9       1     807   667     807   666       43.46       43.68       49.93        0.46        1.20
      4425    34.865   136.478        15.0       1     808   668     808   669       31.38       31.38       34.40        0.00        1.31
      4426    34.920   136.597        54.3       1     816   665     815   665        4.43        4.43        7.20        0.00        0.76
      4427    34.945   136.513        23.4       1     811   664     810   663       72.01       72.01       93.41        0.00        2.88
      4428    34.565   136.274        80.6       1     797   687     796   687      130.45      150.02      156.89        1.46        0.60
      4429    34.597   136.306       186.2       1     799   685     798   685       76.53       80.25       91.85        0.60        1.53
      4430    34.645   136.408       305.0       1     805   682     804   682       13.92       19.03       19.53        2.26        0.76
      4431    34.658   136.465       428.5       1     808   681     807   680        3.28        3.33        3.60        1.83        0.60
      4432    34.649   136.495       523.7       1     811   681     809   682        1.05        1.08        2.29        1.75        1.53
      4433    34.648   136.513       527.4       1     812   682     811   681        0.00        1.05        1.05        4.09        0.46
      4434    34.648   136.513       527.4       1     812   682     811   681        0.00        1.05        1.05        4.09        0.46
      4435    34.585   136.409        39.1       1     804   685     804   686       59.75       59.75       89.06        0.00        4.34
      4436    34.620   136.453        72.4       1     808   683     807   683        8.29       13.61       14.08        1.87        0.38
      4437    34.652   136.426        25.8       1     806   681     806   682        9.90       16.92       19.48        1.75        0.38
      4438    34.694   136.413        38.1       1     805   679     805   678       21.90       31.15       36.16        1.44        0.92
      4439    34.673   136.417        76.1       2     806   680     805   680       10.01       13.42       14.09        1.53        0.38
      4440    34.702   136.378        24.8       1     803   678     802   678       46.87       51.70       65.57        0.38        3.11
      4441    34.566   136.348        60.9       1     801   687     800   688      194.49      194.49      205.18        0.00        1.76
      4442    34.401   136.216       162.1       1     793   696     794   697      201.20      203.55      205.80        0.98        0.60
      4443    34.420   136.284       206.6       1     797   695     797   696      160.47      160.47      163.85        0.00        1.53
      4444    34.427   136.333       231.2       1     800   695     799   695      123.47      123.47      140.46        0.00        3.76
      4445    34.449   136.409         1.8       3     805   694    -999  -999       95.47      107.98     -999.00        1.20     -999.00
      4446    34.476   136.480       344.4       1     809   692     809   693       36.08       37.55       39.47        0.85        0.60
      4447    34.506   136.540       377.3       1     813   690     812   690       13.89       14.47       14.47        0.98        0.38
      4448    34.523   136.572       407.4       1     815   688     814   689        6.22       13.41       13.41        3.71        0.38
      4449    34.545   136.585       408.3       1     815   688     814   689        6.22        6.22       13.41        0.60        8.71
      4450    34.494   136.492       352.6       1     810   691     809   692       29.57       31.77       36.08        1.15        3.00
      4451    34.567   136.619        14.2       1     818   687     817   687        1.01        2.06        2.32        1.58        0.76
      4452    34.490   136.555        12.8       1     814   691     813   692       19.15       25.46       28.65        1.99        0.46
      4453    34.351   136.162        32.6       1     790   699     789   699      325.78      333.93      354.90        0.38        0.60
      4454    34.381   136.222        81.6       1     793   698     792   698      232.58      232.58      300.05        0.00        4.69
      4455    35.690   139.756         2.2       3    1006   620    -999  -999        1.05        1.61     -999.00        2.58     -999.00
      4456    34.385   136.159        22.1       1     790   697     789   698      329.34      341.74      396.75        0.38        2.09
      4457    34.228   136.174         1.4       3     791   707    -999  -999      284.71      338.24     -999.00        0.77     -999.00
      4458    34.465   136.655       779.2       1     820   692     819   694        1.15        2.04        2.14        2.18        2.20
      4459    34.494   136.684       790.4       1     822   691     821   692        1.05        1.05        1.05        1.39        2.20
      4460    34.513   136.694       803.8       1     822   690     822   691        1.05        1.05        1.05        0.00        2.09
      4461    34.420   136.480       500.2       1     809   695     809   696       27.25       29.69       31.63        1.58        0.93
      4462    34.362   136.306       235.2       1     799   699     798   699       91.67       95.02       96.83        1.28        0.60
      4463    34.299   136.223       157.9       1     794   703     794   704      166.80      171.43      176.13        0.98        1.20
      4464    34.427   136.583       630.2       1     815   695     814   694       11.42       11.42       12.38        0.00        0.77
      4465    34.467   136.731        51.8       1     824   692     824   693        1.72        4.03        4.05        1.31        0.38
      4466    34.449   136.656        35.0       1     820   694     820   695        2.90        6.06       17.79        0.38        2.85
      4467    34.422   136.623        75.6       2     818   695     817   696        4.19       11.27       12.79        2.43        1.20
      4468    34.483   136.710         5.9       1     823   692     822   692        1.40        1.40        2.01        0.00        0.38
      4469    34.499   136.731        14.9       1     824   691     823   692        0.00        0.00        1.40        0.46        8.42
      4470    34.509   136.737        19.0       2     825   690     824   691        0.00        0.00        0.00        0.98        1.66
      4471    34.509   136.737        19.0       2     825   690     824   691        0.00        0.00        0.00        0.98        1.66
      4472    34.280   136.360        57.5       1     803   704     802   704      152.68      160.96      162.15        1.45        0.60
      4473    34.297   136.149        19.0       1     789   703     789   702      348.43      348.43      477.43        0.00        1.53
      4474    34.498   136.794         1.0       3     828   691    -999  -999        0.00        1.21     -999.00        0.60     -999.00
      4475    34.502   136.720         4.4       3     824   690    -999  -999        0.67        1.20     -999.00        0.38     -999.00
      4476    35.144   136.517       114.7       1     811   652     811   651       70.69       75.27       84.42        0.76        3.31
      4477    35.063   136.628        11.3       2     818   657     815   657        9.26       16.85       22.84        2.63        6.07
      4478    35.047   136.676       263.9       1     821   658     821   657        0.00        0.00        0.00        1.80        0.46
      4479    35.091   136.562       189.3       1     814   655     813   654       34.85       36.64       42.97        1.00        2.52
      4480    35.063   136.598       212.8       1     816   657     815   656       15.56       20.05       20.62        1.36        0.38
      4481    34.955   136.601         9.9       1     817   664     815   663        1.08        3.13       10.61        2.80        2.75
      4482    34.717   136.472        15.0       1     809   678     808   677        0.82        1.97        2.28        2.25        0.38
      4483    34.958   136.608         9.8       1     817   663     813   662        1.27        2.39       19.88        0.98       24.61
      4484    33.830   136.037        22.5       1     783   731     782   731        1.44        4.10        4.43        1.45        0.60
      4485    34.994   136.647         4.8       3     818   660    -999  -999        0.00        1.15     -999.00        0.38     -999.00
      4486    35.051   136.567        55.2       1     814   657     813   657       29.89       33.29       35.07        0.98        0.38
      4487    35.026   136.653        82.7       1     821   660     819   659        0.00        4.85        4.88        4.22        0.38
      4488    35.017   136.676        83.0       1     821   660     819   659        0.00        1.36        4.88        1.44        6.23
      4489    35.010   136.584        21.2       1     816   660     815   660       14.61       19.58       20.21        1.30        0.38
      4490    34.981   136.617        31.9       1     818   662     817   661        0.33        1.66        2.90        1.90        0.92
      4491    34.981   136.623         3.1       3     818   661    -999  -999        4.38        4.38     -999.00        0.00     -999.00
      4492    34.980   136.566        53.6       1     814   662     814   661       15.76       17.71       23.93        0.98        2.42
      4493    34.977   136.610        58.5       1     816   662     815   662        4.01        4.01       13.93        0.00        8.49
      4494    34.974   136.620        61.3       1     819   663     817   662        0.00        1.61        2.41        3.34        0.76
      4495    34.820   136.498        31.3       1     810   671     809   671        7.50       10.46       12.89        0.38        2.89
      4496    34.824   136.519        37.1       1     811   671     810   671        4.74        4.74        7.50        0.00        1.52
      4497    34.822   136.551        44.2       1     813   671     812   671        1.23        1.27        1.45        1.44        5.43
      4498    34.820   136.572         9.8       2     816   671     814   671        0.00        0.75        0.82        1.99        0.76
      4499    34.810   136.360        20.4       1     802   672     801   673      168.43      168.43      177.96        0.00        0.38
      4500    34.727   136.472        92.4       1     809   677     808   675        1.47        4.74        8.29        3.05        2.85
      4501    34.723   136.499        96.1       1     810   677     809   677        1.47        1.47        1.47        0.00        0.92
      4502    34.724   136.474        92.5       1     809   677     808   675        1.47        4.74        8.29        2.59        4.29
      4503    34.747   136.431        16.5       1     806   676     805   676       22.76       24.39       51.05        0.60        1.66
      4504    34.738   136.485         9.7       1     810   676     809   676        2.77        5.78        6.33        1.80        0.38
      4505    34.610   136.492         7.6       1     810   684     809   684        0.73        1.80        2.85        1.15        0.76
      4506    34.603   136.526         7.1       1     812   685     810   687        0.00        1.05        9.60        0.46        8.93
      4507    34.583   136.508         6.9       1     811   685     808   687        1.04        8.63       45.10        2.91       12.11
      4508    34.531   136.477        20.1       1     808   690     807   690       58.15       58.15       93.74        0.00        5.12
      4509    34.576   136.520        42.3       1     812   686     811   687        0.00        5.26       12.03        4.55        2.09
      4510    34.562   136.552        12.7       1     814   687     813   687        0.73        1.97        2.69        2.13        0.38
      4511    34.585   136.565         8.9       2     814   685     815   685        0.45        0.68        0.68        1.77        0.38
      4512    34.577   136.547         3.7       3     813   686    -999  -999        0.91        1.08     -999.00        0.38     -999.00
      4513    34.572   136.547         4.3       2     814   686     812   687        0.54        1.86        6.01        2.18        0.60
      4514    34.347   136.642        21.3       1     819   699     820   699        1.47        1.47        5.33        0.00        1.66
      4515    34.333   136.630         8.4       1     818   701     817   701        3.96        3.96       13.04        0.00        1.53
      4516    34.444   136.845        20.7       1     831   694     831   695        0.49        1.67        3.68        0.46        0.46
      4517    34.442   136.828        13.9       1     830   694     829   694        8.42        9.21       18.65        0.38        1.66
      4518    34.378   136.810        19.9       1     829   697     830   697        0.33        0.33        3.58        0.00        1.52
      4519    34.330   136.831         3.8       1     830   701     831   701        0.28        2.04        2.42        1.37        0.38
      4520    34.219   136.322        71.5       1     799   707     799   708        1.49        1.49        7.82        0.00        4.72
      4521    34.117   136.226        66.9       1     794   713     794   712        0.86        0.86        1.06        0.60        3.29
      4522    34.138   136.224        42.1       1     794   712     795   712        1.06        1.50        3.65        0.38        0.77
      4523    34.106   136.208        95.9       1     793   714     792   714        0.05        2.95        5.75        1.15        0.92
      4524    34.106   136.226        98.1       1     794   714     793   714        0.00        0.00        0.05        0.60        0.77
      4525    34.067   136.197        12.0       1     792   717     791   716        0.00        3.29       14.10        1.37        1.20
      4526    33.999   136.206         2.2       3     793   721    -999  -999        0.00        7.52     -999.00        0.85     -999.00
      4527    33.974   136.176        18.1       1     791   722     790   722        2.26        6.16       19.61        0.38        1.54
      4528    33.887   136.099        19.9       3     787   727    -999  -999        0.00        0.00     -999.00        0.00     -999.00
      4529    33.844   136.065        23.5       3     784   730    -999  -999        0.00        0.00     -999.00        0.00     -999.00
      4530    33.851   136.053         8.9       1     784   729     783   729        1.41        2.03        3.41        0.77        0.60
      4531    33.856   136.072        11.1       1     785   729     785   728        1.05        1.76        1.76        0.60        1.20
      4532    33.873   136.078         5.9       1     785   727     784   727        2.27        3.57      116.48        0.39        4.31
      4533    33.795   136.035        39.6       1     783   733     782   733        0.00        1.36        1.76        1.59        0.39
      4534    33.735   136.013         7.5       3     781   736    -999  -999        0.00        0.00     -999.00        0.00     -999.00
      4535    34.767   136.505        25.2       1     812   675     810   674        0.00        0.96        1.40        2.66        0.76
      4536    34.759   136.516        26.3       1     812   675     810   674        0.00        0.68        1.40        1.46        2.76
      4537    34.763   136.520        10.4       1     812   674     811   674        0.71        0.85        1.38        0.92        1.22
      4538    34.799   136.531         5.3       1     812   672     811   672        2.40        3.65        9.16        0.38        2.67
      4539    34.683   136.508         8.8       1     810   679     809   679        1.20        1.95       13.39        0.38        6.60
      4540    34.673   136.515         3.6       2     811   680     810   680        0.63        1.07        1.92        1.20        0.38
      4541    34.565   136.641        13.2       1     819   687     818   688        0.67        0.76        1.16        0.38        0.60
      4542    34.535   136.630         7.0       1     818   688     818   689        1.16        5.43        7.45        3.19        0.38
      4543    34.551   136.656        11.1       1     820   688     819   688        0.54        0.54        0.93        0.00        0.60
      4544    34.516   136.688        48.4       1     822   689     821   690        0.37        1.80        2.34        3.49        0.38
      4545    34.077   136.197         4.0       3     792   716    -999  -999        1.66        1.66     -999.00        0.00     -999.00
      4546    34.630   136.523         5.1       1     811   682     810   682        0.00        0.55        1.56        1.58        1.66
      4547    34.778   136.101       502.6       1     787   674     788   673      125.03      125.03      127.09        0.00        0.38
      4548    34.676   136.156       116.7       1     790   680     790   681      158.32      162.60      164.05        1.06        0.46
      4549    34.767   136.058       524.4       1     784   674     785   674       98.36       98.36      103.69        0.60        1.53
      4550    34.710   136.153       149.4       1     790   678     790   679      144.30      146.43      152.45        0.46        1.93
      4551    34.745   136.120       172.1       1     788   676     789   677      131.38      133.21      135.96        0.92        1.52
      4552    34.759   136.115         1.5       3     787   675    -999  -999      128.08      133.16     -999.00        1.52     -999.00
      4553    34.669   136.177        51.2       1     791   680     792   680      173.92      182.97      190.95        1.58        0.77
      4554    34.715   136.152       149.6       1     790   678     790   679      144.30      144.30      152.45        0.00        3.36
      4555    34.666   136.169        52.4       1     791   680     792   680      173.92      181.73      190.95        1.20        1.66
      4556    34.553   136.192        55.3       1     792   687     792   688      356.52      378.79      380.29        1.91        0.46
      4557    34.591   136.172        69.8       1     791   685     791   686      299.58      311.70      316.58        1.06        0.46
      4558    34.616   136.144        76.4       1     789   684     790   684      221.53      226.55      232.99        0.60        1.20
      4559    34.619   136.102       193.3       1     787   683     788   684      188.08      192.19      194.26        1.15        0.38
      4560    34.617   136.092         1.1       3     785   683    -999  -999      182.13      195.84     -999.00        2.20     -999.00
      4561    34.620   136.081       436.7       1     785   683     785   684      182.13      185.56      187.61        0.92        1.20
      4562    34.652   136.073       477.3       1     785   681     786   681      159.87      161.70      164.65        0.76        1.53
      4563    34.701   136.059       584.8       1     784   678     784   679      124.94      124.94      124.94        1.82        0.60
      4564    34.527   135.952        80.8       1     777   689     778   690      301.40      302.90      307.67        0.76        0.77
      4565    34.562   136.015       176.7       1     781   687     781   688      233.39      235.51      239.58        0.46        0.60
      4566    34.483   135.931         9.5       1     776   692     776   693      339.06      343.15      357.50        0.46        1.20
      4567    34.584   136.049       192.2       1     783   686     782   686      208.35      208.35      215.46        0.00        2.09
      4568    34.598   136.063       209.2       1     784   685     784   686      194.00      194.00      201.88        0.00        0.92
      4569    34.527   135.956        81.9       1     777   689     778   690      301.40      302.46      307.67        0.38        1.23
      4570    34.553   136.137        72.0       1     789   687     789   688      332.97      340.78      344.06        0.76        0.46
      4571    34.801   136.163         2.6       3     791   673    -999  -999      140.80      140.80     -999.00        0.00     -999.00
      4572    34.801   136.160       155.5       1     791   672     791   671      141.19      141.19      146.18        0.00        0.76
      4573    34.819   136.215        29.6       1     793   672     794   671      158.63      168.60      173.17        2.34        0.60
      4574    34.774   136.160        94.5       1     790   674     791   674      137.10      149.24      152.41        2.56        0.76
      4575    34.785   136.123         2.4       3     789   673    -999  -999      132.90      133.33     -999.00        0.38     -999.00
      4576    34.774   136.160        94.5       1     790   674     791   674      137.10      149.24      152.41        2.56        0.76
      4577    34.751   136.242        67.1       1     795   675     795   676      211.19      213.95      215.25        0.38        0.38
      4578    34.773   136.140         5.1       2     789   674     790   675      131.58      139.24      148.64        2.04        2.67
      4579    34.703   136.165         9.3       1     791   678     793   678      157.77      157.77      186.42        0.00        6.46
      4580    33.749   135.938      2248.9       1     777   736     777   735        1.05        3.11        3.26        1.53        0.46
      4581    33.735   135.987      2354.5       1     779   736     779   737        0.00        0.00        0.00        0.00        0.77
      4582    33.724   136.009         5.8       2     781   737     780   738        0.00        0.12        2.12        0.90        4.32
      4583    33.765   135.919      2235.4       1     776   734     775   734        6.64        6.69        6.76        1.39        0.60
      4584    33.717   135.995         4.0       2     781   737     780   738        0.00        1.89        2.12        2.81        0.60
      4585    33.760   135.976        39.2       1     779   735     780   734        0.55        0.76        1.38        1.06        0.60
      4586    33.863   135.855       769.7       1     772   728     773   729       28.10       28.10       31.01        0.00        2.19
      4587    33.877   135.913        21.9       1     775   728     776   728       41.67       51.20       53.15        1.15        0.39
      4588    33.880   135.902        23.4       1     775   728     776   728       41.67       44.33       53.15        0.00        2.70
      4589    33.942   136.095        35.6       1     787   724     787   723      285.05      285.05      300.50        0.00        4.67
      4590    33.769   135.978         3.9       3     778   734    -999  -999        5.93        5.93     -999.00        0.00     -999.00
      4591    34.813   135.655        57.8       1     760   672     760   673        5.43        8.34       10.65        1.82        1.85
      4592    34.973   135.906      3715.5       1     775   662     774   662       81.79       81.79       81.79        0.92        0.46
