        ID       lat       lon   area_CaMa  area_GRanD       error        diff      ix      iy     cap_mcm  year  damname                         rivname
      6021    34.575   126.842      -999.0        16.5      -999.0      -999.0    -999    -999         0.9  1985                         Samjung                    Trib.Samjung
      6027    34.508   126.642      -999.0        18.1      -999.0      -999.0    -999    -999         2.8  1961                        Yangchon                     Trib.Samsan
      7016    36.242   126.642      -999.0       166.5      -999.0      -999.0    -999    -999       108.7  2000                        Boryeong                         Seongju
      7017    38.058   127.142      -999.0      1272.6      -999.0      -999.0    -999    -999       270.0  2016                      Hantangang                          Hantan
      7018    34.758   126.892      -999.0       195.6      -999.0      -999.0    -999    -999       171.0  2007                       Jangheung                          Tamjin
      7019    38.208   127.842      -999.0      3217.3      -999.0      -999.0    -999    -999      2630.0  2005                           Peace                          Bukhan
      7020    35.942   127.525      -999.0       930.7      -999.0      -999.0    -999    -999       672.0  2006                         Yongdam                            Geum
      7023    38.392   127.192      -999.0        86.1      -999.0      -999.0    -999    -999       360.0  2007                       Hwanggang                          Rimjin
      7024    38.425   127.792      -999.0      2385.1      -999.0      -999.0    -999    -999      2620.0  2003                           Imnam                          Bukhan
      7298    42.342   127.375      -999.0      1660.1      -999.0      -999.0    -999    -999       388.0  2006                       Shuanggou                       Songjiang
      7299    40.958   125.492      -999.0     14725.9      -999.0      -999.0    -999    -999       133.0  2004                      Shuangling                             Hun
