ID,lat_alloc,lon_alloc,area_alloc,lat_ori,lon_ori,loc_km_diff,ix,iy,Station Name,River Name,Memo
6261,33.958,133.672,270.161,33.958,133.671,0.063,9844,11551,吉ノ瀬,銅山川,
6262,34.031,134.031,60.08,34.031,134.031,0.036,10103,11498,半田,半田川,
6263,34.098,134.572,1.186,34.099,134.571,0.129,10492,11450,沖ノ島,榎瀬江湖川,
6264,34.169,134.601,7.485,34.169,134.6,0.069,10513,11399,吉永,新池川,
6265,34.122,134.499,4.619,34.121,134.5,0.087,10440,11433,正法寺,正法寺川,
6266,34.072,134.549,15.097,34.071,134.549,0.064,10476,11469,新町,新町川,
6267,34.055,134.303,1.626,34.055,134.303,0.047,10299,11481,桑村,桑村川,
6268,34.059,134.283,4.729,34.059,134.283,0.034,10284,11478,学島,学島川,
6269,34.062,134.253,6.319,34.062,134.254,0.054,10263,11476,ほたる,ほたる川,
6270,34.142,134.462,9.494,34.142,134.462,0.044,10413,11418,大坂谷,大坂谷川,
6271,34.165,134.57,2.746,34.165,134.57,0.048,10491,11402,大代,大代谷川,
6272,34.135,134.46,13.874,34.136,134.46,0.075,10412,11423,黒谷,黒谷川,
6273,33.999,134.487,17.5,34,134.487,0.079,10431,11521,寺谷,嵯峨川,
6274,33.853,134.481,701.5,33.853,134.481,0.057,10427,11626,和食,那賀川,
6275,33.92,134.549,766.317,33.92,134.55,0.066,10476,11578,加茂谷,那賀川,
6276,33.941,134.622,783.308,33.941,134.622,0.043,10528,11563,古庄,那賀川,
6277,33.941,134.622,783.308,33.941,134.622,0.043,10528,11563,古庄（上流）,那賀川,
6278,33.941,134.622,783.308,33.941,134.622,0.043,10528,11563,古庄（下流）,那賀川,
6279,33.86,134.501,706.598,33.86,134.501,0.054,10441,11621,和食（県）,那賀川,
6280,33.912,134.541,750.589,33.912,134.541,0.022,10470,11584,十八女大橋(簡),那賀川,
6281,33.897,134.616,62.29,33.896,134.616,0.059,10524,11595,明谷,桑野川,
6282,33.906,134.619,64.74,33.906,134.619,0.038,10526,11588,大原,桑野川,
6283,33.906,134.619,64.74,33.906,134.619,0.038,10526,11588,大原（有堤）,桑野川,
6284,33.906,134.619,64.74,33.906,134.619,0.038,10526,11588,大原（無堤）,桑野川,
6285,33.852,134.585,24.038,33.852,134.586,0.054,10502,11627,新野,桑野川,
6286,33.869,134.599,45.077,33.869,134.598,0.125,10512,11615,内田橋,桑野川,
6287,33.853,134.285,126.445,33.853,134.286,0.075,10286,11626,名古ノ瀬,坂州木頭川,
6288,33.928,134.702,98.99,33.927,134.702,0.164,10586,11572,豊益,派川那賀川,
6289,33.994,134.605,2.055,33.993,134.605,0.085,10516,11525,芝生(内),芝生川,
6290,33.994,134.605,2.055,33.993,134.605,0.085,10516,11525,芝生(外),芝生川,
6291,33.985,134.603,11.741,33.986,134.604,0.082,10515,11531,田野(内),田野川,
6292,33.985,134.603,11.741,33.986,134.604,0.082,10515,11531,田野(外),田野川,
6293,33.722,134.523,4.629,33.722,134.523,0.053,10457,11721,千羽口橋,奥潟川,
6294,33.57,134.292,35.983,33.57,134.292,0.036,10291,11830,日比原,宍喰川,
6295,33.934,134.503,156.146,33.934,134.504,0.049,10443,11568,横瀬,勝浦川,
6296,34.019,134.562,210.364,34.019,134.562,0.032,10485,11507,江田,勝浦川,
6297,33.89,134.405,67.683,33.89,134.405,0.048,10372,11600,落合,勝浦川,
6298,33.658,134.308,119.232,33.658,134.307,0.071,10302,11767,神野,海部川,
6299,33.605,134.341,3.663,33.604,134.342,0.135,10326,11805,多良,海部川,
6300,33.887,134.658,13.866,33.887,134.658,0.041,10554,11602,打樋(内),打樋川,
6301,33.887,134.658,13.866,33.887,134.658,0.041,10554,11602,打樋(外),打樋川,
6302,33.967,134.603,8.668,33.967,134.604,0.064,10515,11544,立江,立江川,
6303,33.842,134.626,29.101,33.842,134.626,0.049,10531,11634,大西,福井川,
6304,33.738,134.526,43.195,33.738,134.526,0.035,10459,11709,月輪,日和佐川,
6305,33.67,134.422,36.18,33.67,134.421,0.051,10384,11758,牟岐(内),牟岐川,
6306,33.67,134.422,36.18,33.67,134.421,0.051,10384,11758,牟岐(外),牟岐川,
6307,33.566,134.299,37.085,33.565,134.299,0.112,10296,11833,宍喰(内),宍喰川,
6308,33.566,134.299,37.085,33.565,134.299,0.112,10296,11833,宍喰(外),宍喰川,
6309,33.724,134.534,6.277,33.724,134.534,0.034,10465,11719,奥潟(内),奥潟川,
6310,33.724,134.534,6.277,33.724,134.534,0.034,10465,11719,奥潟(外),奥潟川,
6311,34.01,134.577,2.921,34.011,134.578,0.107,10496,11513,神田瀬,神田瀬川,
6312,34.117,133.972,37.193,34.117,133.972,0.06,10060,11436,明神,土器川,
6313,34.151,133.948,61.543,34.151,133.948,0.034,10043,11412,天川,土器川,
6314,34.174,133.888,90.214,34.174,133.889,0.082,10000,11395,常包橋,土器川,
6315,34.198,133.842,101.738,34.198,133.842,0.036,9967,11378,祓川橋,土器川,
6316,34.198,133.842,101.738,34.198,133.842,0.036,9967,11378,祓川橋（丸亀区域）,土器川,
6317,34.198,133.842,101.738,34.198,133.842,0.036,9967,11378,祓川橋（まんのう区域）,土器川,
6318,34.287,133.813,125.259,34.287,133.813,0.027,9946,11314,丸亀橋,土器川,
6319,34.144,133.96,56.43,34.145,133.963,0.276,10052,11417,中通,土器川,
6320,34.294,133.805,128.645,34.294,133.804,0.084,9940,11309,蓬莱橋（簡）,土器川,
6321,34.185,133.877,96.815,34.185,133.878,0.096,9992,11387,大川(簡),土器川,
6322,34.345,134.019,110.868,34.346,134.018,0.118,10094,11272,郷東橋,香東川,
6323,34.24,134.023,97.253,34.239,134.022,0.106,10097,11348,城渡橋,香東川,
6324,34.299,134.012,100.804,34.3,134.012,0.079,10089,11305,成合,香東川,
6325,34.174,134.083,68.937,34.174,134.083,0.047,10140,11395,北井,香東川,
6326,34.197,134.042,89.931,34.196,134.043,0.083,10111,11379,中徳,香東川,
6327,34.17,134.083,33.785,34.171,134.082,0.113,10140,11398,塩江橋,香東川,
6328,34.227,134.034,96.25,34.227,134.035,0.09,10105,11357,岩崎,香東川,
6329,34.149,134.078,24.487,34.149,134.078,0.056,10137,11413,桧,内場川,
6330,34.137,133.667,150.623,34.136,133.667,0.095,9841,11422,稲積橋,財田川,
6331,34.122,133.742,85.903,34.122,133.743,0.079,9895,11433,長瀬橋,財田川,
6332,34.128,133.713,115.032,34.129,133.713,0.061,9874,11428,江藤橋,財田川,
6333,34.12,133.774,64.09,34.121,133.774,0.1,9918,11434,我久橋,財田川,
6334,34.335,134.097,69.25,34.336,134.097,0.078,10150,11279,新川橋,新川,
6335,34.274,134.135,26.667,34.274,134.135,0.052,10178,11323,平木橋,新川,
6336,34.276,134.109,12.582,34.276,134.109,0.034,10159,11322,吉田川橋,吉田川,
6337,34.334,134.085,57.246,34.334,134.086,0.054,10142,11280,春日川橋,春日川,
6338,34.247,134.085,33.976,34.246,134.085,0.07,10142,11343,川北橋,春日川,
6339,34.305,134.088,56.933,34.305,134.088,0.025,10144,11301,元山,春日川,
6340,34.342,133.898,2.051,34.343,133.898,0.072,10007,11274,沖,明神川,
6341,34.205,134.402,20.227,34.204,134.403,0.127,10370,11373,万代橋,馬宿川,
6342,34.224,134.394,11.886,34.224,134.394,0.04,10364,11359,塩屋橋,小海川,
6343,34.206,134.322,27.186,34.206,134.322,0.052,10312,11372,与田山,湊川,
6344,34.208,134.259,6.287,34.207,134.259,0.071,10267,11371,日下,湊川,
6345,34.244,134.349,49.373,34.244,134.349,0.039,10332,11345,湊川橋,湊川,
6346,34.233,134.312,13.329,34.233,134.312,0.044,10305,11353,風呂橋,与田川,
6347,34.245,134.327,16.917,34.245,134.327,0.018,10316,11344,中筋,与田川,
6348,34.255,134.319,5.183,34.255,134.319,0.028,10310,11337,一本松橋,番屋川,
6349,34.298,134.247,43.606,34.298,134.247,0.045,10258,11306,津田川橋,津田川,
6350,34.259,134.249,10.169,34.259,134.249,0.028,10260,11334,弁天橋,津田川,
6351,34.23,134.251,2.408,34.23,134.251,0.033,10261,11355,八幡,津田川,
6352,34.267,134.22,1.855,34.269,134.221,0.198,10239,11328,落合橋,津田川,
6353,34.278,134.213,37.723,34.278,134.213,0.055,10234,11320,大井川橋,津田川,
6354,34.262,134.163,15.423,34.262,134.164,0.077,10198,11332,井戸川橋,鴨部川,
6355,34.292,134.212,48.281,34.292,134.212,0.044,10233,11310,脇橋,鴨部川,
6356,34.222,134.185,8.105,34.222,134.185,0.065,10214,11361,来栖,鴨部川,
6357,34.308,134.215,50.48,34.308,134.214,0.066,10235,11299,鴨部,鴨部川,
6358,34.331,134.059,18.576,34.331,134.059,0.028,10123,11282,楠上橋,御坊川,
6359,34.213,133.973,55.5,34.213,133.972,0.087,10061,11367,萓原堰,綾川,
6360,34.177,133.981,21.555,34.177,133.981,0.024,10067,11393,新名,綾川,
6361,34.309,133.828,61.451,34.309,133.828,0.043,9957,11298,新町橋上,大束川,
6362,34.309,133.828,61.451,34.309,133.828,0.043,9957,11298,新町橋下,大束川,
6363,34.262,133.858,39.347,34.261,133.858,0.095,9978,11332,上車橋,大束川,
6364,34.294,133.841,54.205,34.294,133.841,0.028,9966,11309,津之郷橋,大束川,
6365,34.283,133.773,56.764,34.282,133.773,0.071,9917,11317,幸橋,金倉川,
6366,34.244,133.79,54.202,34.244,133.789,0.061,9929,11345,五条,金倉川,
6367,34.228,133.797,48.917,34.229,133.796,0.076,9934,11356,与北,金倉川,
6368,34.192,133.817,40.886,34.192,133.817,0.051,9949,11382,高藪橋,金倉川,
6369,34.249,133.745,18.261,34.249,133.745,0.036,9897,11341,山階,弘田川,
6370,34.234,133.766,9.65,34.233,133.766,0.114,9912,11352,甲山,弘田川,
6371,34.202,133.708,43.637,34.202,133.708,0.034,9870,11375,三野橋,高瀬川,
6372,34.169,133.744,23.177,34.168,133.743,0.108,9896,11399,佐股橋,高瀬川,
6373,34.185,133.719,29.923,34.185,133.718,0.083,9878,11387,高瀬橋,高瀬川,
6374,34.555,134.34,5.754,34.555,134.34,0.041,10325,11121,荒魂,吉田川,
6375,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,分水堰,吉田川,
6376,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,分水出口,吉田川,
6377,34.503,134.219,14.079,34.504,134.219,0.063,10238,11158,蓬莱橋,伝法川,
6378,34.491,134.197,17.527,34.491,134.196,0.049,10222,11167,西條橋,伝法川,
6379,34.256,134.216,4.267,34.256,134.216,0.027,10236,11336,栴檀川,栴檀川,
6380,34.269,134.209,6.719,34.269,134.208,0.098,10231,11327,栴檀川下流,栴檀川,
6381,34.292,134.241,42.15,34.292,134.241,0.04,10254,11310,城北橋,津田川,
6382,34.267,134.199,5.812,34.267,134.2,0.076,10224,11328,地蔵川橋,地蔵川,
6383,34.222,133.952,59.011,34.221,133.952,0.059,10046,11361,長田橋,綾川,
6384,34.244,133.915,86.538,34.243,133.914,0.099,10019,11345,滝宮,綾川,
6385,34.303,133.912,131.991,34.304,133.911,0.095,10017,11302,鴨川新橋,綾川,
6386,34.116,133.653,55.559,34.117,133.654,0.124,9831,11437,黒渕橋,柞田川,
6387,34.053,133.691,23.555,34.053,133.691,0.052,9858,11482,落合,柞田川,
6388,34.102,133.68,49.142,34.102,133.68,0.016,9850,11447,木之郷橋,柞田川,
6389,34.066,133.687,30.006,34.065,133.685,0.199,9855,11473,井関,柞田川,
6390,34.034,133.698,4.305,34.034,133.698,0.008,9863,11496,有木,前田川,
6391,34.097,133.69,10.619,34.096,133.69,0.071,9857,11451,丸井橋,粟井川,
6392,34.273,133.753,1.205,34.273,133.753,0.044,9903,11324,豊津橋,桜川,
6393,34.237,134.34,47.019,34.237,134.339,0.057,10325,11350,樋端,湊川,
6394,34.497,134.323,1.418,34.497,134.324,0.112,10313,11163,三五郎池,安田大川,
6395,34.48,134.32,2.966,34.479,134.32,0.096,10311,11175,馬木,安田大川,
6396,34.317,134.072,5.133,34.318,134.072,0.083,10132,11292,宮川橋,宮川,
6397,34.126,133.658,18.784,34.126,133.657,0.068,9834,11430,豊橋,一の谷川,
6398,34.134,133.683,10.129,34.134,133.684,0.127,9852,11424,流岡橋,一の谷川,
6399,34.327,133.999,56.815,34.327,134,0.066,10080,11285,本津川橋,本津川,
6400,34.298,133.963,20.463,34.298,133.963,0.02,10054,11306,国分寺,本津川,
6401,34.281,133.966,13.287,34.281,133.966,0.028,10056,11318,福家,本津川,
6402,34.501,134.267,2.848,34.5,134.268,0.097,10273,11160,新中山池,殿川,
6403,34.503,134.253,4.312,34.503,134.254,0.071,10263,11158,昌永橋,殿川,
6404,34.188,134.401,8.754,34.188,134.4,0.068,10369,11385,釿磨橋,千足川,
6405,34.197,133.999,6.058,34.196,133.999,0.065,10080,11379,諏訪成,田万川,
6406,34.485,134.302,1.29,34.486,134.303,0.106,10298,11171,寒霞渓橋,別当川,
6407,34.031,133.691,2.232,34.032,133.692,0.126,9858,11498,海老済,海老済川,
6408,34.484,134.237,4.553,34.484,134.237,0.019,10251,11172,迎地橋,池田大川,
6409,34.34,134.103,4.719,34.34,134.103,0.063,10155,11276,相引,相引川,
6410,34.341,134.094,69.375,34.342,134.094,0.116,10148,11275,相引Ｐ場,相引川,
6411,34.342,134.091,69.468,34.342,134.092,0.102,10146,11274,相引外水,相引川,
6412,34.341,134.109,9.509,34.341,134.109,0.004,10159,11275,赤牛橋,相引川,
6413,34.544,134.281,4.68,34.544,134.282,0.074,10283,11129,田中橋,桂川,
6414,34.265,134.231,8.132,34.264,134.232,0.095,10247,11330,爛川橋,爛川,
6415,34.341,134.13,2.325,34.341,134.13,0.013,10174,11275,牟礼,牟礼川,
6416,33.91,133.505,138.469,33.911,133.505,0.066,9724,11585,豊坂,銅山川,
6417,33.958,133.672,270.161,33.958,133.671,0.063,9844,11551,吉ノ瀬,銅山川,
6418,33.863,133.438,65.032,33.863,133.439,0.075,9676,11619,成,銅山川,
6419,33.894,133.483,101.141,33.894,133.483,0.044,9708,11597,藤原,銅山川,
6420,33.934,133.594,25.58,33.934,133.594,0.023,9788,11568,甲斐野,中の川,
6421,33.826,132.902,55.29,33.826,132.902,0.035,9290,11646,山之内,重信川,
6422,33.806,132.724,445.814,33.806,132.725,0.071,9162,11660,出合,重信川,
6423,33.808,132.74,4.446,33.808,132.739,0.066,9173,11659,市坪霞（簡）,重信川,
6424,33.784,132.816,171.222,33.784,132.816,0.003,9228,11676,中野霞（簡）,重信川,
6425,33.806,132.731,445.621,33.806,132.73,0.118,9167,11660,重信川3.6（簡）,重信川,
6426,33.806,132.747,301.252,33.806,132.747,0.053,9178,11660,重信川5.0（簡）,重信川,
6427,33.815,132.751,138.814,33.814,132.751,0.071,9181,11654,石手川1.8(簡),重信川,
6428,33.897,132.847,57.478,33.896,132.846,0.077,9250,11595,玉谷橋,石手川,
6429,33.86,132.815,91.949,33.861,132.815,0.074,9227,11621,食場,石手川,
6430,33.842,132.791,104.106,33.842,132.791,0.04,9210,11634,湯渡,石手川,
6431,33.798,132.79,23.319,33.798,132.79,0.039,9209,11666,土居,内川,
6432,33.778,132.79,52.583,33.778,132.79,0.065,9209,11680,砥部川,砥部川,
6433,33.794,132.908,65.898,33.794,132.907,0.066,9294,11669,表川,表川,
6434,33.819,132.765,33.622,33.819,132.765,0.047,9191,11651,精農橋,小野川,
6435,33.899,132.833,1.423,33.899,132.832,0.068,9240,11593,五明川,五明川,
6436,33.342,132.578,105.342,33.343,132.578,0.083,9057,11994,明間,肱川,
6437,33.369,132.647,179.878,33.369,132.646,0.057,9106,11975,荒瀬,肱川,
6438,33.39,132.656,218.73,33.39,132.656,0.052,9113,11960,畑ヶ谷,肱川,
6439,33.502,132.56,981.936,33.502,132.559,0.131,9044,11879,大洲,肱川,
6440,33.509,132.545,1008.139,33.508,132.545,0.115,9033,11874,大洲第二,肱川,
6441,33.547,132.566,1121.828,33.546,132.566,0.059,9048,11847,五郎,肱川,
6442,33.608,132.483,1211.177,33.609,132.484,0.197,8988,11803,長浜,肱川,
6443,33.367,132.506,54.154,33.367,132.506,0.047,9005,11976,神領,肱川,
6444,33.535,132.609,51.318,33.535,132.609,0.046,9079,11855,新谷（簡）,肱川,
6445,33.553,132.545,1126.181,33.553,132.546,0.097,9033,11842,多田（簡）,肱川,
6446,33.506,132.551,1007.643,33.506,132.552,0.125,9037,11876,如法寺（簡）,肱川,
6447,33.483,132.647,919.621,33.482,132.646,0.086,9106,11893,大川,肱川,
6448,33.512,132.538,31.835,33.512,132.538,0.029,9028,11872,阿蔵（越流堤）,肱川,
6449,33.558,132.545,1126.33,33.558,132.546,0.091,9033,11839,春賀,肱川,
6450,33.577,132.523,1173.164,33.578,132.524,0.143,9017,11825,白滝（越流堤）,肱川,
6451,33.574,132.526,4.336,33.574,132.526,0.044,9019,11827,豊中（越流堤）,肱川,
6452,33.572,132.533,1164.268,33.571,132.533,0.067,9024,11829,八多喜（越流堤）,肱川,
6453,33.563,132.528,1.472,33.563,132.529,0.054,9021,11835,伊州子（越流堤）,肱川,
6454,33.535,132.599,56.715,33.536,132.599,0.071,9072,11855,新谷,矢落川,
6455,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,徳森１,矢落川,
6456,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,徳森２,矢落川,
6457,33.54,132.57,70.865,33.539,132.571,0.103,9051,11852,東大洲,矢落川,
6458,33.499,132.52,24.924,33.5,132.52,0.078,9015,11881,平野,久米川,
6459,33.574,132.715,166.677,33.575,132.715,0.086,9155,11827,大瀬,小田川,
6460,33.488,132.666,379.052,33.488,132.666,0.022,9120,11889,坊屋敷,小田川,
6461,33.551,132.656,322.626,33.551,132.655,0.122,9113,11844,内子,小田川,
6462,33.644,132.71,26.887,33.644,132.71,0.048,9152,11777,中山,中山川,
6463,33.431,132.723,58.968,33.431,132.723,0.029,9161,11930,舟戸川,船戸川,
6464,33.402,132.737,99.913,33.402,132.736,0.076,9171,11951,辰ノ口,黒瀬川,
6465,33.376,132.609,37.887,33.376,132.609,0.034,9079,11970,四郎谷,稲生川,
6466,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,仁久（内水）,その他,
6467,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,白滝（内水）,その他,
6468,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,豊中（内水）,その他,
6469,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,八多喜（内水）,その他,
6470,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,伊州子（内水）,その他,
6471,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,春賀（内水）,その他,
6472,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,大久保川（内水）,その他,
6473,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,野田川（内水）,その他,
6474,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,都谷川（内水）,その他,
6475,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,阿蔵（内水）,その他,
6476,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,清水川（内水）,その他,
6477,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,東大洲二線堤内（内水）,その他,
6478,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,東大洲国道（内水）,その他,
6479,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,都谷川上流（内水）,その他,
6480,33.623,132.98,238.833,33.623,132.979,0.081,9346,11792,仕出,面河川,
6481,33.66,132.902,31.339,33.661,132.902,0.065,9290,11765,久万,久万川,
6482,33.278,132.722,139.123,33.279,132.721,0.077,9160,12040,小倉,広見川,
6483,33.284,132.603,15.624,33.284,132.603,0.044,9075,12036,月見橋,三間川,
6484,33.291,132.541,13.054,33.291,132.541,0.004,9030,12031,立間,立間川,
6485,33.88,133.176,173.136,33.88,133.176,0.032,9487,11607,長瀬,加茂川,
6486,33.845,133.149,82.651,33.845,133.149,0.032,9468,11632,大保木,加茂川,
6487,33.991,133.595,41.253,33.991,133.595,0.013,9789,11527,上金沢橋,金生川,
6488,33.966,133.422,56.156,33.966,133.421,0.049,9664,11545,天王橋,関川,
6489,33.883,133.301,20,33.883,133.301,0.049,9577,11605,大永山,国領川,
6490,33.922,133.309,34.02,33.922,133.308,0.108,9583,11577,山根,国領川,
6491,33.956,133.301,74.077,33.956,133.302,0.124,9577,11552,城下,国領川,
6492,33.926,133.209,22.455,33.926,133.209,0.034,9511,11574,飯積橋,渦井川,
6493,33.926,133.209,22.455,33.926,133.209,0.034,9511,11574,飯積橋新居浜,渦井川,
6494,33.887,133.07,135.164,33.887,133.071,0.081,9411,11602,田野上方,中山川,
6495,33.93,133.023,14.656,33.93,133.022,0.086,9377,11571,河之内,大明神川,
6496,33.841,133.009,40.518,33.841,133.009,0.004,9367,11635,鞍瀬,鞍瀬川,
6497,34.028,133.016,35.425,34.029,133.016,0.058,9372,11500,国分橋,頓田川,
6498,34.009,132.94,77.751,34.009,132.94,0.038,9317,11514,高野,蒼社川,
6499,33.985,132.909,26.295,33.985,132.909,0.046,9295,11531,中通,蒼社川,
6500,34.049,132.988,104.181,34.049,132.988,0.038,9352,11485,片山,蒼社川,
6501,33.97,132.806,38.305,33.969,132.806,0.128,9221,11542,立岩川,立岩川,
6502,34.238,133.002,7.079,34.237,133.002,0.133,9362,11349,山田,台本川,
6503,34.237,133.006,6.788,34.237,133.006,0.032,9365,11350,除川,台本川,
6504,33.77,132.713,12.133,33.771,132.713,0.097,9154,11686,下三谷,大谷川,
6505,33.874,132.749,4.4,33.874,132.75,0.073,9180,11611,鴨中橋,大川,
6506,33.237,132.583,15.221,33.237,132.582,0.063,9060,12070,柿原,須賀川,
6507,33.24,132.616,4.71,33.24,132.616,0.046,9084,12068,水分,須賀川,
6508,33.231,132.57,36.544,33.231,132.57,0.031,9051,12074,和霊,須賀川,
6509,33.201,132.545,30.574,33.2,132.546,0.112,9033,12096,寄松,来村川,
6510,33.122,132.565,57.599,33.122,132.564,0.076,9047,12153,颪部,岩松川,
6511,33.124,132.549,71.361,33.125,132.55,0.101,9036,12151,岩淵,岩松川,
6512,33.495,132.424,20.644,33.495,132.424,0.033,8946,11884,日土,喜木川,
6513,33.456,132.433,20.125,33.456,132.432,0.065,8952,11912,八幡浜,千丈川,
6514,33.137,132.598,15.841,33.137,132.598,0.024,9071,12142,御代の川,御代の川,
6515,32.962,132.563,70.862,32.962,132.563,0.029,9046,12268,御荘,僧都川,
6516,33.566,133.512,2.323,33.566,133.512,0.017,9729,11833,福井扇橋,その他,
6517,34.033,133.842,5.518,34.033,133.842,0.053,9967,11497,池田（無堤）,吉野川,
6518,34.065,134.194,2751.832,34.065,134.194,0.051,10220,11474,岩津,吉野川,
6519,34.088,134.347,3001.74,34.088,134.346,0.053,10330,11457,中央橋,吉野川,
6520,34.106,134.447,3028.439,34.108,134.446,0.2,10402,11444,第十,吉野川,
6521,33.788,133.398,249.447,33.787,133.4,0.233,9647,11673,高藪,吉野川,
6522,33.76,133.588,582.159,33.761,133.588,0.068,9784,11693,本山橋,吉野川,
6523,33.79,133.737,929.846,33.789,133.737,0.067,9891,11672,豊永,吉野川,
6524,33.749,133.553,90.965,33.749,133.554,0.06,9759,11701,田井橋,吉野川,
6525,33.794,133.758,80.608,33.794,133.757,0.065,9906,11669,南小川,南小川,
6526,33.783,133.698,149.398,33.783,133.698,0.041,9863,11677,穴内川,穴内川,
6527,33.78,133.663,72.07,33.78,133.663,0.024,9838,11679,立川川,立川川,
6528,33.863,133.438,65.032,33.863,133.439,0.075,9676,11619,成,銅山川,
6529,33.894,133.483,101.141,33.894,133.483,0.044,9708,11597,藤原,銅山川,
6530,33.591,133.694,459.009,33.591,133.693,0.07,9860,11815,戸板島,物部川,
6531,33.569,133.683,460.076,33.569,133.682,0.065,9852,11831,深渕（無堤）,物部川,
6532,33.569,133.683,460.076,33.569,133.682,0.065,9852,11831,深渕（有堤）,物部川,
6533,33.705,133.905,113.87,33.704,133.905,0.097,10012,11733,楮ヶ谷,物部川,
6534,33.619,133.715,445.082,33.619,133.715,0.047,9875,11795,楠目,物部川,
6535,33.603,133.712,457.63,33.604,133.711,0.096,9873,11806,下ノ村（簡）,物部川,
6536,33.731,133.894,91.629,33.731,133.894,0.036,10004,11714,安丸,上韮生川,
6537,33.647,133.866,14.38,33.647,133.866,0.052,9984,11775,藤ヶ谷,舞川,
6538,33.574,133.173,943.723,33.574,133.173,0.035,9485,11827,川口,仁淀川,
6539,33.553,133.413,1448.229,33.553,133.414,0.091,9658,11842,伊野,仁淀川,
6540,33.494,133.449,1487.633,33.494,133.448,0.125,9684,11885,中島,仁淀川,
6541,33.467,133.48,1492.145,33.467,133.481,0.114,9706,11904,仁西,仁淀川,
6542,33.485,133.462,1488.437,33.485,133.465,0.299,9693,11891,田ノ裏（簡）,仁淀川,
6543,33.54,133.124,686.935,33.539,133.124,0.07,9450,11852,森,仁淀川,
6544,33.535,133.249,1037.846,33.534,133.25,0.17,9540,11855,越知,仁淀川,
6545,33.569,133.326,1332.779,33.57,133.326,0.142,9595,11831,不動,仁淀川,
6546,33.548,133.394,1407.595,33.548,133.394,0.025,9644,11846,加田,仁淀川,
6547,33.485,133.412,54.479,33.486,133.412,0.068,9657,11891,波介,波介川,
6548,33.483,133.381,40.596,33.483,133.381,0.047,9635,11893,一ツ木橋,波介川,
6549,33.553,133.453,3.724,33.554,133.454,0.075,9687,11842,枝川,宇治川,
6550,33.53,133.355,17.047,33.529,133.355,0.096,9616,11859,本郷,日下川,
6551,33.524,133.277,61.493,33.525,133.277,0.077,9560,11863,柳瀬,柳瀬川,
6552,33.526,133.226,52.909,33.526,133.226,0.044,9523,11862,遊行寺,坂折川,
6553,33.194,132.967,912.061,33.194,132.967,0.044,9337,12101,大正,四万十川,
6554,33.145,132.798,1609.24,33.146,132.798,0.096,9215,12136,津野川,四万十川,
6555,33.006,132.903,1797.503,33.006,132.904,0.057,9291,12236,具同第二,四万十川,
6556,32.99,132.926,1799.859,32.989,132.926,0.07,9307,12248,具同（無堤）,四万十川,
6557,32.99,132.926,1799.859,32.989,132.926,0.07,9307,12248,具同（有堤）,四万十川,
6558,32.953,132.972,155.631,32.954,132.971,0.077,9340,12274,実崎,四万十川,
6559,33.208,133.13,13.771,33.208,133.129,0.091,9454,12091,大井野,四万十川,
6560,33.048,132.834,1758.653,33.048,132.834,0.01,9241,12206,川登,四万十川,
6561,33.027,132.931,133.161,33.027,132.931,0.025,9311,12221,秋田,後川,
6562,32.919,132.805,11.335,32.919,132.805,0.031,9220,12299,久礼広橋,中筋川,
6563,32.933,132.809,22.476,32.933,132.809,0.039,9223,12289,黒川,中筋川,
6564,32.962,132.844,68.335,32.962,132.844,0.031,9248,12268,磯ノ川,中筋川,
6565,33.23,133.149,63.025,33.23,133.149,0.032,9468,12075,仁井田,仁井田川,
6566,33.242,133.163,23.907,33.242,133.163,0.045,9478,12066,仁井田橋,仁井田川,
6567,33.016,132.803,8.989,33.016,132.804,0.051,9219,12229,大物川橋,横瀬川,
6568,33.001,132.828,13.535,33.001,132.829,0.059,9237,12240,久才川橋,横瀬川,
6569,32.938,132.988,2173.294,32.938,132.99,0.171,9352,12285,下田（簡）,渡川,
6570,32.935,132.98,10.547,32.935,132.98,0.048,9346,12287,初崎（簡）,渡川,
6571,32.948,132.976,2161.921,32.948,132.973,0.252,9343,12278,実崎（簡）,渡川,
6572,32.965,132.967,144.005,32.964,132.968,0.087,9337,12266,山路（簡）,渡川,
6573,32.987,132.928,1800.046,32.988,132.93,0.195,9309,12250,百笑（簡）,渡川,
6574,33.006,132.897,1.496,33.007,132.896,0.097,9286,12236,佐田（簡）,渡川,
