GRDC Station Number,Latitude,Longitude,Catchment Area,Station Name,River Name,Country,File Date,Last Update,Downstream GRDC Station,Altitude
4146610,34.83969879,-120.1681976,727.7999878,"Near Sisquoc, Ca",SISQUOC RIVER,US,2020/1/31,2019/11/4,-999,190.2899933
4146630,34.59669876,-119.9087982,191.6999969,"Near Santa Ynez, Ca",SANTA CRUZ CREEK,US,2020/1/31,2019/11/4,-999,238.7700043
4146700,34.24219894,-119.1897964,4128.5,"Montalvo, Ca",SANTA CLARA RIVER,US,2020/1/31,2019/11/4,-999,-999
4146710,34.73249817,-119.0382004,152,"Gorge Near Stauffer, Ca",LOCKWOOD CREEK,US,2020/1/31,2019/11/4,4146700,1460
4146900,33.2181015,-117.3602982,1442.599976,"Oceanside, Ca",SAN LUIS REY RIVER,US,2020/1/31,2019/11/4,-999,6.099999905
4146910,33.29669952,-116.759697,66,"Near Warner Springs, Ca",WEST FORK SAN LUIS REY RIVER,US,2020/1/31,2019/11/4,4146900,853.4400024
4146920,33.23699951,-117.3880997,1872.599976,"Ysidora, Ca",SANTA MARGARITA RIVER,US,2020/1/31,2019/11/4,-999,-999
4146950,33.0522995,-116.9456024,149.1999969,"Near Ramona, Ca",SANTA MARIA CREEK,US,2020/1/31,2019/11/4,-999,394.5499878
4147010,45.23669815,-68.64859772,16633,"West Enfield, Me.",PENOBSCOT RIVER,US,2020/1/31,2019/11/4,4147011,38.38999939
4147011,44.8280983,-68.69609833,19463.90039,"Eddington, Me",PENOBSCOT RIVER,US,2020/1/31,2019/11/4,-999,2.190000057
4147030,47.25979996,-68.59480286,15317.2998,"Below Fish River, Fort Kent,Me",SAINT JOHN RIVER,US,2020/1/31,2019/11/4,-999,149.0200043
4147031,47.11230087,-69.08979797,6941.200195,"Dickey, Me",SAINT JOHN RIVER,US,2020/1/31,2019/11/4,4147030,179.9499969
4147050,45.05170059,-69.88619995,7031.899902,"Bingham, Me.",KENNEBEC RIVER,US,2020/1/31,2019/11/4,4147051,100.6500015
4147051,44.47259903,-69.68530273,13993.7998,"North Sidney, Me",KENNEBEC RIVER,US,2020/1/31,2019/11/4,-999,4.610000134
4147060,45.13669968,-67.31749725,3558.699951,"Baring, Me",SAINT CROIX RIVER,US,2020/1/31,2019/11/4,-999,20.19000053
4147061,45.56900024,-67.42919922,1069.699951,"Vanceboro, Me",SAINT CROIX RIVER,US,2020/1/31,2019/11/4,4147060,112.0999985
4147110,44.07229996,-70.20809937,8451.200195,"Near Auburn, Me.",ANDROSCOGGIN RIVER,US,2020/1/31,2019/11/4,-999,33.27999878
4147111,44.43619919,-71.19039917,3525,"Near Gorham, Nh",ANDROSCOGGIN RIVER,US,2020/1/31,2019/11/4,4147110,253.8600006
4147210,43.99089813,-71.09089661,997.2000122,"Near Conway, N.H.",SACO RIVER,US,2020/1/31,2019/11/4,-999,127.4599991
4147310,43.1026001,-70.95259857,474,"Near Newmarket, N.H.",LAMPREY RIVER,US,2020/1/31,2019/11/4,-999,11.67000008
4147380,42.64590073,-71.29840088,12004.7002,"Below Concord River At Lowell, Ma",MERRIMACK RIVER,US,2020/1/31,2019/11/4,-999,1.580000043
4147381,42.94810104,-71.46340179,8008.299805,"Near Goffs Falls Below Manchester, Nh",MERRIMACK RIVER,US,2020/1/31,2019/11/4,4147380,33.31000137
4147382,43.42290115,-71.6529007,3903.100098,"Franklin Junction, Nh",MERRIMACK RIVER,US,2020/1/31,2019/11/4,4147381,76.31999969
4147410,41.99649811,-71.56259918,236.1999969,"Forestdale, R.I.",BRANCH RIVER,US,2020/1/31,2019/11/4,-999,54.86000061
4147440,41.38370132,-71.83309937,764,"Westerly, R.I.",PAWCATUCK RIVER,US,2020/1/31,2019/11/4,-999,-999
4147450,41.70040131,-72.18199921,1046.400024,"Near Willimantic, Conn.",SHETUCKET RIVER,US,2020/1/31,2019/11/4,-999,40.04999924
4147460,41.98730087,-72.60540009,25019.40039,"Thompsonville, Ct",CONNECTICUT RIVER,US,2020/1/31,2019/11/4,-999,11.72999954
4147461,42.57870102,-72.57450104,20357.40039,"Montague City, Ma",CONNECTICUT RIVER,US,2020/1/31,2019/11/4,4147460,30.44000053
4147462,43.64619827,-72.31230164,10598.2998,"West Lebanon, Nh",CONNECTICUT RIVER,US,2020/1/31,2019/11/4,4147461,98
4147463,44.74980164,-71.6312027,2069.399902,"North Stratford, Nh",CONNECTICUT RIVER,US,2020/1/31,2019/11/4,4147462,268.2799988
4147465,44.36560059,-72.03929901,1129.199951,"Passumpsic, Vt",PASSUMPSIC RIVER,US,2020/1/31,2019/11/4,4147462,152.3999939
4147470,42.23730087,-72.89569855,243.5,"Huntington, Mass. (West Branch)",WESTFIELD RIVER,US,2020/1/31,2019/11/4,4147460,118.4499969
4147475,42.16059875,-72.51399994,1784.5,"Indian Orchard, Ma",CHICOPEE RIVER,US,2020/1/31,2019/11/4,4147460,38.09999847
4147480,41.91149902,-72.68730164,1528.099976,"Rainbow, Conn.",FARMINGTON RIVER,US,2020/1/31,2018/6/1,-999,10.77999973
4147490,41.38399887,-73.16760254,3999,"Stevenson, Conn.",HOUSATONIC RIVER,US,2020/1/31,2019/11/4,-999,7.610000134
4147491,41.65000153,-73.48999786,2580,"Gaylordsville, Ct",HOUSATONIC RIVER,US,2020/1/31,2019/11/4,4147490,72.16999817
4147500,42.75230026,-73.68900299,20953,"Green Island, N.Y.",HUDSON RIVER,US,2020/1/31,2019/11/4,-999,0.090000004
4147501,43.26950073,-73.59590149,7277.899902,"Fort Edward, Ny",HUDSON RIVER,US,2020/1/31,2019/11/4,4147500,30.47999954
4147502,43.70090103,-73.98349762,2051.300049,"North Creek, Ny",HUDSON RIVER,US,2020/1/31,2019/11/4,4147501,300.9899902
4147505,43.31150055,-73.86730194,2732.5,"Stewarts Bridge Near Hadley, Ny",SACANDAGA RIVER,US,2020/1/31,2019/11/4,4147501,177.3899994
4147510,41.68619919,-74.1651001,1800,"Gardiner, N.Y.",WALLKILL RIVER,US,2020/1/31,2019/11/4,-999,56.59999847
4147540,40.89030075,-74.08059692,141.3999939,"Lodi, N.J.",SADDLE RIVER,US,2020/1/31,2019/11/4,-999,7.619999886
4147600,40.22169876,-74.77809906,17560.19922,"Trenton, N.J.",DELAWARE RIVER,US,2020/1/31,2019/11/4,-999,0
4147601,41.30920029,-74.79530334,9013.200195,"Montague, Nj",DELAWARE RIVER,US,2020/1/31,2019/11/4,4147600,112.7600021
4147605,41.97309875,-75.17410278,2030.599976,"Fishs Eddy, Ny (East Branch)",DELAWARE RIVER,US,2020/1/31,2019/11/4,4147601,291.3800049
4147606,42.00310135,-75.38349915,1541.099976,"Hale Eddy, Ny (West Branch)",DELAWARE RIVER,US,2020/1/31,2019/11/4,4147601,288.480011
4147650,40.2417984,-75.6516037,2970.699951,"Pottstown, Pa.",SCHUYLKILL RIVER,US,2020/1/31,2019/11/4,4147651,35.91999817
4147651,39.96789932,-75.18849945,4902.899902,"Philadelphia, Pa",SCHUYLKILL RIVER,US,2020/1/31,2019/11/4,-999,1.75
4147700,40.25479889,-76.88610077,62419,"Harrisburg, Pa.",SUSQUEHANNA RIVER,US,2020/1/31,2019/11/4,4147703,88.40000153
4147701,42.03540039,-75.8030014,5780.899902,"Conklin, Ny",SUSQUEHANNA RIVER,US,2020/1/31,2019/11/4,4147704,256.3500061
4147702,42.32149887,-75.31659698,2543.399902,"Unadilla, Ny",SUSQUEHANNA RIVER,US,2020/1/31,2019/11/4,4147701,303.9599915
4147703,39.65729904,-76.17500305,70189,"Conowingo, Md",SUSQUEHANNA RIVER,US,2020/1/31,2019/11/4,-999,1.519999981
4147704,41.25090027,-75.88079834,25796.40039,"Wilkes-Barre, Pa",SUSQUEHANNA RIVER,US,2020/1/31,2019/11/4,4147700,155.7100067
4147710,42.2181015,-75.84819794,3841,"Near Chenango Forks, Ny",CHENANGO RIVER,US,2020/1/31,2019/11/4,4147700,265.6700134
4147715,42.00230026,-76.63469696,6490.5,"Chemung, Ny",CHEMUNG RIVER,US,2020/1/31,2019/11/4,4147704,237.3300018
4147720,40.47840118,-77.12909698,8686.900391,"Newport, Pa",JUNIATA RIVER,US,2020/1/31,2019/11/4,4147700,110.9300003
4147721,40.48479843,-78.01889801,2113.399902,"Huntingdon, Pa",JUNIATA RIVER,US,2020/1/31,2019/11/4,4147720,182.7899933
4147725,40.96760178,-76.87640381,17733.69922,"Lewisburg, Pa (West Branch)",SUSQUEHANNA RIVER,US,2020/1/31,2019/11/4,4147700,130.5200043
4147726,41.32450104,-77.75050354,7705.299805,"Renovo, Pa (West Branch)",SUSQUEHANNA RIVER,US,2020/1/31,2019/11/4,4147725,193.3000031
4147810,38.99720001,-75.78579712,292.7000122,"Near Greensboro, Md.",CHOPTANK RIVER,US,2020/1/31,2019/11/4,-999,1.070000052
4147900,38.94960022,-77.12750244,29940.40039,"Near Washington, D.C. (Adjusted)",POTOMAC RIVER,US,2020/1/31,2019/11/4,-999,11.56999969
4147901,39.69760132,-78.17790222,10593.09961,"Hancock, Md",POTOMAC RIVER,US,2020/1/31,2019/11/4,4147904,116.9499969
4147902,39.53889847,-78.45639801,8104.100098,"Paw Paw, Wv",POTOMAC RIVER,US,2020/1/31,2019/11/4,4147901,148.7100067
4147903,39.4469986,-78.65419769,3848.699951,"Near Springfield, Wv (South Branch)",POTOMAC RIVER,US,2020/1/31,2019/11/4,4147902,171.3000031
4147904,38.95000076,-77.12999725,29940,"Near Washington Dc, Little Falls Pump St",POTOMAC RIVER,US,2020/1/31,2019/11/4,4147900,11.56999969
4147905,39.40280151,-77.3660965,2116,"Jug Bridge Near Frederick, Md",MONOCACY RIVER,US,2020/1/31,2019/11/4,4147900,70.69000244
4147907,38.91400146,-78.21080017,4252.799805,"Front Royal, Va (South Fork)",SHENANDOAH RIVER,US,2020/1/31,2019/11/4,4147900,143.0700073
4147950,38.30849838,-77.52919769,4133.600098,"Near Fredericksburg, Va",RAPPAHANNOCK RIVER,US,2020/1/31,2019/11/4,-999,-999
4148050,37.5632019,-77.54689789,17503.19922,"Near Richmond, Va.",JAMES RIVER,US,2020/1/31,2019/11/4,-999,30.12000084
4148051,37.67100143,-78.08580017,16205.59961,"Cartersville, Va",JAMES RIVER,US,2020/1/31,2019/11/4,4148050,49.95999908
4148060,37.22520065,-77.47530365,3481,"Matoaca, Va",APPOMATTOX RIVER,US,2020/1/31,2019/11/4,-999,20.81999969
4148070,36.770401,-77.16609955,3680.399902,"Near Sebrell, Va",NOTTOWAY RIVER,US,2020/1/31,2019/11/4,-999,1.809999943
4148090,36.46049881,-77.6344986,21714.59961,"Roanoke Rapids, N.C.",ROANOKE RIVER,US,2020/1/31,2019/11/4,-999,13.35999966
4148091,36.9151001,-78.74079895,7710.399902,"Randolph, Va",ROANOKE RIVER,US,2020/1/31,2019/11/4,4148090,93.75
4148092,37.104599,-79.29530334,4633.5,"Altavista, Va",ROANOKE RIVER,US,2020/1/31,2019/11/4,4148091,153.3500061
4148110,35.89440155,-77.53309631,5654,"Tarboro, N.C.",TAR RIVER,US,2020/1/31,2019/11/4,4148111,2.839999914
4148120,35.31269836,-77.30519867,10101,"Near Fort Barnwell, Nc",NEUSE RIVER,US,2020/1/31,2019/11/4,-999,-999
4148121,35.2582016,-77.58550262,6972.299805,"Kinston, Nc",NEUSE RIVER,US,2020/1/31,2019/11/4,4148120,3.319999933
4148122,35.6473999,-78.40579987,2978.5,"Near Clayton, Nc",NEUSE RIVER,US,2020/1/31,2019/11/4,4148121,39.13999939
4148125,35.42910004,-77.58270264,1898.5,"Hookerton, Nc",CONTENTNEA CREEK,US,2020/1/31,2019/11/4,4148120,4.53000021
4148210,35.62739944,-79.11579895,3714,"Moncure, N.C.",DEEP RIVER,US,2020/1/31,2019/11/4,4148230,56.40999985
4148230,35.40629959,-78.81310272,8971.799805,"Lillington, N.C.",CAPE FEAR RIVER,US,2020/1/31,2019/11/4,4148231,31.88999939
4148231,34.8348999,-78.82389832,12566.7002,"Wilm Near Tarheel, Nc",CAPE FEAR RIVER,US,2020/1/31,2019/11/4,4148232,8.829999924
4148232,34.40430069,-78.29360199,13610.5,"Lock #1 Near Kelly, Nc",CAPE FEAR RIVER,US,2020/1/31,2019/11/4,-999,-0.879999995
4148300,34.20429993,-79.54840088,22869.69922,"Peedee, S.C.",PEE DEE RIVER,US,2020/1/31,2019/11/4,-999,7.539999962
4148310,34.05709839,-79.24700165,7226.100098,"Galivants Ferry, S.C.",LITTLE PEE DEE RIVER,US,2020/1/31,2019/11/4,-999,7.300000191
4148320,35.72790146,-80.55529785,8935.5,"Near Salisbury, Nc",YADKIN RIVER,US,2020/1/31,2019/11/4,4148300,185.9299927
4148321,35.8567009,-80.38690186,5905,"Yadkin College, Nc",YADKIN RIVER,US,2020/1/31,2019/11/4,4148320,194.6000061
4148325,35.14849854,-80.17559814,3553.5,"Near Norwood, Nc",ROCKY RIVER,US,2020/1/31,2019/11/4,4148300,64.88999939
4148410,34.59619904,-81.42199707,7226.100098,"Near Carlisle, S.C.",BROAD RIVER,US,2020/1/31,2019/11/4,4148530,88.62999725
4148530,33.99319839,-81.04979706,20331.5,"Columbia, Sc",CONGAREE RIVER,US,2020/1/31,2019/11/4,4148550,34.45000076
4148535,34.01399994,-81.08789825,6526.799805,"Near Columbia, Sc",SALUDA RIVER,US,2020/1/31,2019/11/4,4148530,45.56000137
4148540,33.82849884,-80.62039948,14478.09961,"Below Eastover, Sc",WATEREE RIVER,US,2020/1/31,2019/11/4,4148550,23.60000038
4148541,34.24459839,-80.65399933,13131.2998,"Near Camden, Sc",WATEREE RIVER,US,2020/1/31,2019/11/4,4148540,36.08000183
4148545,34.8362999,-80.87950134,9168.599609,"Below Catawba, Sc",CATAWBA RIVER,US,2020/1/31,2019/11/4,4148541,134.7200012
4148546,34.98490143,-80.97399902,7899.5,"Near Rockhill, Sc",CATAWBA RIVER,US,2020/1/31,2019/11/4,4148545,148.0800018
4148570,33.0279007,-80.39150238,7070.700195,"Near Givhans, Sc",EDISTO RIVER,US,2020/1/31,2019/11/4,-999,6.239999771
4148610,32.1916008,-81.41590118,6863.5,"Near Eden, Ga.",OGEECHEE RIVER,US,2020/1/31,2019/11/4,-999,5.989999771
4148650,32.52819824,-81.26869965,25511.5,"Near Clyo, Ga.",SAVANNAH RIVER,US,2020/1/31,2019/11/4,-999,4.079999924
4148655,33.9742012,-82.76999664,3703.699951,"Near Bell, Ga",BROAD RIVER,US,2020/1/31,2019/11/4,4148650,108.8700027
4148720,31.65469933,-81.82790375,35224,"Doctortown, Ga.",ALTAMAHA RIVER,US,2020/1/31,2019/11/4,-999,7.460000038
4148750,31.22130013,-81.86730194,7226.100098,"Atkinson, Ga.",SATILLA RIVER,US,2020/1/31,2019/11/4,-999,4.510000229
4148855,29.50860023,-81.80400085,7114.700195,"Rodman Dam Near Orange Springs, Fl",OCKLAWAHA RIVER,US,2020/1/31,2019/11/4,4148851,-999
4148950,26.93260002,-81.31479645,805.5,"Palmdale, Fla.",FISHEATING CREEK,US,2020/1/31,2019/11/4,-999,8.289999962
4148955,27.22590065,-80.96260071,7475,"S-65E Near Okeechobee, Fla",KISSIMMEE RIVER,US,2020/1/31,2019/11/4,-999,-999
4149110,30.62940025,-89.89730072,3141.699951,"Near Bush, La.",BOGUE CHITTO,US,2020/1/31,2019/11/4,-999,13.48999977
4149120,30.79319954,-89.82089996,17024.09961,"Near Bogalusa, La.",PEARL RIVER,US,2020/1/31,2019/11/4,-999,16.76000023
4149121,31.55360031,-90.08779907,12931.90039,"Near Monticello, Ms",PEARL RIVER,US,2020/1/31,2019/11/4,4149120,48.36000061
4149122,32.28139877,-90.17890167,8212.900391,"Jackson, Ms",PEARL RIVER,US,2020/1/31,2019/11/4,4149121,71.23000336
4149123,32.79940033,-89.33560181,2341.399902,"Edinburg, Ms",PEARL RIVER,US,2020/1/31,2019/11/4,4149122,104.1399994
4149300,30.97780037,-88.72440338,17068.09961,"Merrill, Miss.",PASCAGOULA RIVER,US,2020/1/31,2019/11/4,4149301,8
4149301,30.61059952,-88.64109802,21248.40039,"Graham Ferry, Ms",PASCAGOULA RIVER,US,2020/1/31,2019/11/4,-999,-999
4149310,30.8029995,-88.14330292,323.7999878,"Near Kushla, Al",CHICKASAW CREEK,US,2020/1/31,2019/11/4,-999,1.169999957
4149350,31.14830017,-88.56439972,6967.100098,"Leakesville, Ms",CHICKASAWHAY RIVER,US,2020/1/31,2019/11/4,4149300,15.57999992
4149355,32.3260994,-88.90920258,955.7000122,"Near Chunky, Ms",CHUNKY RIVER,US,2020/1/31,2019/11/4,4149350,81.98999786
4149360,31.10280037,-88.80580139,9052,"Near Mclain,Ms",LEAF RIVER,US,2020/1/31,2019/11/4,4149300,12.85000038
4149400,31.54680061,-87.51249695,56894.5,"Claiborne, Ala.",ALABAMA RIVER,US,2020/1/31,2019/11/4,-999,0.119999997
4149401,31.61149979,-87.5530014,55615.10156,Clairborne L+D Near Monroeville,ALABAMA RIVER,US,2020/1/31,2019/11/4,4149400,-999
4149405,33.1167984,-85.56079865,4338.299805,"Wadley, Al",TALLAPOOSA RIVER,US,2020/1/31,2019/11/4,4149401,182.8399963
4149410,32.51959991,-87.87830353,39847.19922,"Demopolis L+D Near Coatopa, Al.",TOMBIGBEE RIVER,US,2020/1/31,2019/11/4,4149413,17.06999969
4149411,33.49029922,-88.42420197,11559.2002,"Columbus, Ms",TOMBIGBEE RIVER,US,2020/1/31,2018/6/1,4149410,39.29000092
4149412,33.98529816,-88.55169678,4998.700195,"Near Amory, Ms",TOMBIGBEE RIVER,US,2020/1/31,2018/6/1,4149411,54.36000061
4149413,31.75849915,-88.1292038,47700,"Coffeeville L+D Near Coffeeville, Al",TOMBIGBEE RIVER,US,2020/1/31,2019/11/4,-999,-999
4149415,33.70980072,-86.98329926,2292.199951,"Sayre, Al",LOCUST FORK,US,2020/1/31,2019/11/4,4149410,78.83000183
4149420,30.96520042,-87.23410034,9886,"Near Century, Fla.",ESCAMBIA RIVER,US,2020/1/31,2019/11/4,4149421,8.640000343
4149421,30.66819954,-87.26660156,10740.7002,"Near Molino, Fla",ESCAMBIA RIVER,US,2020/1/31,2019/11/4,-999,-999
4149430,34.82780075,-84.85079956,652.6799927,"Near Eton,Ga",CONASAUGA RIVER,US,2020/1/31,2019/11/4,4149440,205.0200043
4149440,32.61399841,-86.25499725,26164.19922,"Jordan Dam Near Wetumpka, Al",COOSA RIVER,US,2020/1/31,2019/11/4,4149401,43.15999985
4149441,34.20040131,-85.25659943,10463.59961,"Near Rome, Ga",COOSA RIVER,US,2020/1/31,2019/11/4,4149440,168.5700073
4149510,30.75300026,-86.62909698,1616.199951,"Milligan, Fla.",YELLOW RIVER,US,2020/1/31,2019/11/4,-999,13.72000027
4149610,30.53409958,-85.16519928,2022.800049,"Near Altha, Fla.",CHIPOLA RIVER,US,2020/1/31,2019/11/4,4149632,6.079999924
4149630,30.70100021,-84.85910034,44548,"Chattahoochee, Fla.",APALACHICOLA RIVER,US,2020/1/31,2019/11/4,4149631,12
4149631,30.42519951,-85.03130341,45584,"Near Blountstown, Fla",APALACHICOLA RIVER,US,2020/1/31,2019/11/4,4149632,8.220000267
4149632,29.94939995,-85.01550293,49728,"Near Sumatra, Fla",APALACHICOLA RIVER,US,2020/1/31,2019/11/4,-999,-999
4149670,32.88619995,-85.18219757,9194.5,"West Point, Ga",CHATTAHOOCHEE RIVER,US,2020/1/31,2019/11/4,-999,168.1499939
4149680,30.91160011,-84.57990265,19606.30078,"Bainbridge, Ga",FLINT RIVER,US,2020/1/31,2019/11/4,4149630,17.70000076
4149681,32.2981987,-84.04380035,7511,"Montezuma, Ga",FLINT RIVER,US,2020/1/31,2019/11/4,4149680,77.98000336
4149682,32.72140121,-84.23249817,4791.5,"Near Culloden, Ga",FLINT RIVER,US,2020/1/31,2019/11/4,4149681,101.9700012
4149690,30.45100021,-85.89830017,11354.59961,"Near Bruce, Fla",CHOCTAWHATCHEE RIVER,US,2020/1/31,2019/11/4,-999,0
4149691,30.77569962,-85.82769775,9062.400391,"Caryville, Fla",CHOCTAWHATCHEE RIVER,US,2020/1/31,2019/11/4,4149690,11.89000034
4149710,30.55410004,-84.38410187,2952.600098,"Near Havana, Fla.",OCHLOCKONEE RIVER,US,2020/1/31,2019/11/4,4149711,18.09000015
4149711,30.1765995,-84.66799927,5387.200195,"Near Smith Creek, Fla",OCHLOCKONEE RIVER,US,2020/1/31,2019/11/4,-999,-999
4149780,29.9557991,-82.92759705,20409.19922,"Branford, Fla.",SUWANNEE RIVER,US,2020/1/31,2019/11/4,4149781,1.470000029
4149781,29.79129982,-82.92430115,24320.09961,"Near Bell, Fla",SUWANNEE RIVER,US,2020/1/31,2019/11/4,-999,1.090000033
4149810,29.84880066,-82.71510315,2634,"Near Fort White, Fla.",SANTA FE RIVER,US,2020/1/31,2019/11/4,4149781,6.360000134
4149850,28.98889923,-82.34950256,4713.799805,"Near Holder, Fla.",WITHLACOOCHEE RIVER,US,2020/1/31,2019/11/4,4149851,8.390000343
4149851,29.01000023,-82.6167984,5231.799805,"Inglis Dam Near Dunnellon, Fla",WITHLACOOCHEE RIVER,US,2020/1/31,2019/11/4,-999,-999
4149910,27.87220001,-82.2111969,867.7000122,"Lithia, Fla.",ALAFIA RIVER,US,2020/1/31,2019/11/4,-999,2.130000114
4149950,27.22229958,-81.87590027,3540.5,"Arcadia, Fla.",PEACE RIVER,US,2020/1/31,2019/11/4,-999,1.830000043
4150250,32.23149872,-97.77729797,1061.900024,"Glen Rose, Tex.",PALUXY RIVER,US,2020/1/31,2019/11/4,4150501,185.8200073
4150280,28.03829956,-97.86029816,43149.39844,"Near Mathis, Tex.",NUECES RIVER,US,2020/1/31,2019/11/4,4150283,8.090000153
4150281,28.42749977,-98.17810059,39956,"Near Three Rivers, Tx",NUECES RIVER,US,2020/1/31,2019/11/4,4150280,30.25
4150282,28.30890083,-98.55719757,20960.90039,"Near Tilden, Tx",NUECES RIVER,US,2020/1/31,2019/11/4,4150281,55.93000031
4150283,27.88310051,-97.62529755,43822.80078,"Calallen, Tx",NUECES RIVER,US,2020/1/31,2019/11/4,-999,0.25999999
4150300,28.92029953,-97.77220154,619,"Near Runge, Tex.",ECLETO CREEK,US,2020/1/31,2019/11/4,4150330,65.54000092
4150310,28.79299927,-97.01300049,13462.7998,"Victoria, Tx",GUADALUPE RIVER,US,2020/1/31,2019/11/4,-999,8.890000343
4150311,29.86050034,-98.38359833,3405.899902,"Near Spring Branch, Tx",GUADALUPE RIVER,US,2020/1/31,2019/11/4,4150310,288.980011
4150315,29.66629982,-97.65080261,2170.399902,"Luling, Tx",SAN MARCOS RIVER,US,2020/1/31,2019/11/4,4150310,98.16000366
4150320,29.21520042,-97.44940186,1421.900024,"Near Westhoff, Tex.",SANDIES CREEK,US,2020/1/31,2019/11/4,4150310,54.34000015
4150330,28.64970016,-97.38469696,10155.40039,"Goliard, Tx",SAN ANTONIO RIVER,US,2020/1/31,2019/11/4,-999,27.76000023
4150331,28.95159912,-98.06420135,5472.700195,"Near Falls City, Tx",SAN ANTONIO RIVER,US,2020/1/31,2019/11/4,4150330,87.01999664
4150400,29.8810997,-96.2052002,973.7999878,"Near Bellville, Tex.",MILL CREEK,US,2020/1/31,2019/11/4,4150500,37.43999863
4150410,28.95999908,-96.68640137,2116,"Near Edna, Tx",LAVACA RIVER,US,2020/1/31,2019/11/4,-999,4.300000191
4150450,29.3090992,-96.10379791,108788,"Wharton, Tex.",COLORADO RIVER,US,2020/1/31,2019/11/4,-999,15.97999954
4150451,30.24469948,-97.69439697,101033.2969,"Austin, Tx",COLORADO RIVER,US,2020/1/31,2019/11/4,4150450,122.6100006
4150452,31.73290062,-99.95400238,42509.69922,"Ballinger,Tx",COLORADO RIVER,US,2020/1/31,2019/11/4,4150451,485.769989
4150460,30.75130081,-98.6697998,10870.2002,"Llano, Tx",LLANO RIVER,US,2020/1/31,2019/11/4,4150451,295.6600037
4150461,30.66069984,-99.10919952,8409.700195,"Near Mason, Tx",LLANO RIVER,US,2020/1/31,2019/11/4,4150460,375.0100098
4150462,30.50440025,-99.73449707,4804.5,"Near Junction, Tx",LLANO RIVER,US,2020/1/31,2019/11/4,4150461,498.75
4150465,31.21319962,-98.71949768,7889.100098,"San Saba, Tx",SAN SABA RIVER,US,2020/1/31,2019/11/4,4150451,354.230011
4150470,31.37660027,-100.6143036,6871.299805,"Near Tankersley,Tx",MIDDLE CONCHO RIVER,US,2020/1/31,2019/11/4,4150475,585.0700073
4150471,31.42740059,-100.7111969,5397.600098,"Above Tankersley,Tx",MIDDLE CONCHO RIVER,US,2020/1/31,2019/11/4,4150470,605.4799805
4150475,31.51600075,-99.91950226,17026.69922,"Paint Rock, Tx",CONCHO RIVER,US,2020/1/31,2019/11/4,4150451,479.8699951
4150500,29.58250046,-95.75769806,116827.1016,"Richmond, Tex.",BRAZOS RIVER,US,2020/1/31,2019/11/4,-999,8.520000458
4150501,31.81240082,-97.29779816,70562,"Near Aquilla,Tx",BRAZOS RIVER,US,2020/1/31,2019/11/4,4150500,123.2300034
4150502,33.02429962,-98.64389801,58723,"Near South Bend,Tx",BRAZOS RIVER,US,2020/1/31,2019/11/4,4150501,305.7099915
4150503,33.58089828,-99.26760101,40243.39844,"Seymour,Tx",BRAZOS RIVER,US,2020/1/31,2019/11/4,4150502,377.6400146
4150505,32.93460083,-99.22450256,10328.90039,Fort Griffin,CLEAR FORK BRAZOS RIVER,US,2020/1/31,2019/11/4,4150502,357.8399963
4150507,33.33399963,-100.2381973,13286.7002,"Near Aspermont, Tx",SALT FORK BRAZOS RIVER,US,2020/1/31,2019/11/4,4150503,484.2399902
4150509,33.0082016,-100.180603,22781.59961,"Near Aspermont,Tx",DOUBLE MOUNTAIN FORK BRAZOS RIVER,US,2020/1/31,2019/11/4,4150503,495.2399902
4150510,31.7859993,-97.56809998,2507.100098,"Near Clifton,Tx",NORTH BOSQUE RIVER,US,2020/1/31,2019/11/4,4150500,184.5399933
4150515,31.08180046,-98.01670074,2118.600098,"Near Kempner,Tx",LAMPASAS RIVER,US,2020/1/31,2019/11/4,4150500,252.4900055
4150585,28.73660088,-99.14479828,8881,"Near Derby, Tx",FRIO RIVER,US,2020/1/31,2019/11/4,4150281,136.8899994
4150600,30.42519951,-94.85079956,44511.69922,"Romayor, Tex.",TRINITY RIVER,US,2020/1/31,2019/11/4,4150601,7.900000095
4150601,30.0576992,-94.81829834,45242.10156,"Liberty, Tx",TRINITY RIVER,US,2020/1/31,2019/11/4,-999,-0.680000007
4150605,32.9659996,-96.94439697,6368.799805,"Near Carrollton, Tx",ELM FORK TRINITY RIVER,US,2020/1/31,2019/11/4,4150600,131.4900055
4150670,29.87630081,-95.09380341,7456.600098,"Near Sheldon, Tx",SAN JACINTO RIVER,US,2020/1/31,2018/6/1,-999,-0.209999993
4150680,30.35580063,-94.09320068,20593,"Evadale, Tex.",NECHES RIVER,US,2020/1/31,2019/11/4,-999,2.519999981
4150681,31.02499962,-94.3993988,9417.200195,"Near Rockland, Tx",NECHES RIVER,US,2020/1/31,2019/11/4,4150680,26.95000076
4150682,31.89240074,-95.43080139,2965.600098,"Near Neches,Tx",NECHES RIVER,US,2020/1/31,2019/11/4,4150681,80.48999786
4150700,30.30380058,-93.7437973,24162.09961,"Near Ruliff, Tex.",SABINE RIVER,US,2020/1/31,2019/11/4,-999,-1.799999952
4150800,30.50259972,-92.91539764,4403,"Near Kinder, La",CALCASIEU RIVER,US,2020/1/31,2019/11/4,-999,3.640000105
4150850,30.48080063,-92.63179779,1364.900024,"Near Basile, La.",BAYOU NEZPIQUE,US,2020/1/31,2019/11/4,-999,0
