GRDC Station Number,Latitude,Longitude,Catchment Area,Station Name,River Name,Country,File Date,Last Update,Downstream GRDC Station,Altitude
1160705,-29.86222267,30.24416733,115,Beaulieu Estate (27661907),LOVU,ZA,2020/1/31,2019/2/12,1160701,869
1160708,-29.84722137,30.23527718,16,Highlands (27661901),ZWATENIRIVIER,ZA,2020/1/31,2019/2/12,1160705,912
1160709,-29.74888992,30.31694412,104,Nooitgedacht (27662002),MLAZI,ZA,2020/1/31,2019/2/12,1160701,851
1160710,-29.44249916,30.1483326,353,Weltevreden (27662407),IMPOFANA,ZA,2020/1/31,2019/2/12,1160721,1060
1160715,-29.38166618,30.27750015,341,Shafton (27662406),KARKLOOFRIVIER,ZA,2020/1/31,2019/2/12,-999,30
1160717,-29.42305565,30.48805618,435,Groothoek (27662412),STERKSPRUIT,ZA,2020/1/31,2019/2/12,-999,637
1160720,-29.51250076,30.09416771,294,Petrus Stroom 27662413),UMGENI,ZA,2020/1/31,2019/2/12,1160721,1071
1160721,-29.48722267,30.23749924,950,Howick (27662401),UMGENI,ZA,2020/1/31,2018/5/22,-999,990
1160730,-31.92277718,26.78555679,2193,Weltevrede (27711506),KLAAS SMITSRIVIER,ZA,2020/1/31,2019/2/12,-999,1054
1160731,-31.74416733,26.58388901,812,Doornhoek (27711502),KLAAS SMITSRIVIER,ZA,2020/1/31,2018/5/22,1160730,1219
1160740,-31.92027855,28.4477787,4942,Bashee Bridge (27663804),MBASHE,ZA,2020/1/31,2018/5/22,-999,460
1160750,-29.07138824,30.24555588,1546,Doornkloof,MOOIRIVIER,ZA,2020/1/31,2019/2/12,1160751,1098
1160751,-29.03305626,30.36000061,1956,Scheepersdaal (27661501),MOOIRIVIER,ZA,2020/1/31,2018/5/22,1160880,857
1160752,-29.36000061,29.88083267,267,The Bend (27661505),MOOIRIVIER,ZA,2020/1/31,2019/2/12,1160750,1444
1160755,-29.26611137,29.86777878,191,Dartington (27661506),KLEIN-MOOIRIVIER,ZA,2020/1/31,2019/2/12,1160750,1388
1160756,-29.23833275,29.78777885,111,Broadmoor (27661507),HLATIKULA,ZA,2020/1/31,2019/2/12,1160755,1517
1160760,-31.58416748,28.78416634,1213,Norwood (27663602),MTATA,ZA,2020/1/31,2018/5/22,-999,659
1160765,-31.07166672,28.35333252,307,Maclear (27663509),MOOIRIVIER,ZA,2020/1/31,2019/2/12,1160760,1253
1160770,-31.03166771,28.88444328,2573,Mahlungulu (27663505),TINA,ZA,2020/1/31,2019/2/12,-999,819
1160775,-30.57055664,29.14999962,2483,Kromdraai (27663508),MZIMVUBU,ZA,2020/1/31,2019/2/12,-999,1354
1160780,-31.49583244,29.52861023,108,Ntafufu Loc. 35 (27663301),MTAFUFU,ZA,2020/1/31,2019/2/12,-999,177
1160785,-30.56833267,29.42222214,1034,Slang Fontein (27663504),MZINTLAVA,ZA,2020/1/31,2019/2/12,-999,1254
1160788,-29.71511078,30.86916924,4084,Inanda Mission Res,UMGENI,ZA,2020/1/31,2019/2/12,-999,-999
1160790,-29.16166687,30.6297226,316,Mistley (27662202),UMVOTI,ZA,2020/1/31,2019/2/12,-999,958
1160793,-29.00888824,30.78861046,51,Boschfontein (27662203),HLIMBITWA,ZA,2020/1/31,2018/5/22,-999,1118
1160795,-29.5336113,31.08916664,243,Riet Kuil (27662301),TONGATI,ZA,2020/1/31,2019/2/12,-999,75
1160798,-29.60305595,31.01638985,358,Roodekrans (27662302),MDLOTI,ZA,2020/1/31,2018/5/22,-999,97
1160800,-27.43583298,29.97583389,683,Vlakdrift (27661405),SLANGRIVIER,ZA,2020/1/31,2018/5/22,1160851,1609
1160810,-28.3097229,30.14777756,312,Kuikvlei (27661303),WASBANKRIVIER,ZA,2020/1/31,2019/2/12,1160880,1040
1160815,-28.40472221,30.01277733,658,Kleinfontein (27661304),SUNDAYS RIVER,ZA,2020/1/31,2019/2/12,1160880,1078
1160820,-27.84972191,29.84055519,129,Rust (27661407),NCANDU,ZA,2020/1/31,2019/2/12,1160850,1328
1160825,-27.89666748,29.95305634,150,Ballengeich (27661409),HORN RIVER,ZA,2020/1/31,2019/2/12,1160850,1196
1160830,-27.92305565,29.94916725,857,Ballengeich (27661403),NGAGANE,ZA,2020/1/31,2018/5/22,1160850,1245
1160840,-29.06666756,29.74805641,119,Loch Sloy (27661618),KLEIN-BOESMANSRIVIER,ZA,2020/1/31,2018/5/22,1160750,1260
1160850,-28.05916786,30.37333298,5887,Tayside,BUFFELSRIVIER,ZA,2020/1/31,2019/2/12,1160880,1136
1160851,-27.60250092,29.94249916,1533,Schurvepoort (27661402),BUFFELSRIVIER,ZA,2020/1/31,2019/2/12,1160850,1218
1160880,-29.14027786,31.39249992,28920,Mandini (27661102),TUGELA RIVER,ZA,2020/1/31,2019/2/12,-999,38
1160881,-28.73583221,29.82083321,4154,Tugela Drift (27661701),TUGELA RIVER,ZA,2020/1/31,2019/2/12,1160880,960
1160882,-28.72166634,29.37555695,1869,Kleine Waterval (27661726),TUGELA RIVER,ZA,2020/1/31,2019/2/12,1160881,1117
1160884,-28.73777771,29.35222244,1666,Bergville (27661702),TUGELA RIVER,ZA,2020/1/31,2018/5/22,1160882,851
1160885,-28.81805611,29.54500008,779,Winterton (27661710),LITTLE TUGELA,ZA,2020/1/31,2019/2/12,1160881,1018
1160890,-28.7238884,29.35138893,161,Kleine Waterval (27661731),SANDSPRUIT,ZA,2020/1/31,2019/2/12,1160881,1120
1160891,-28.50805664,29.34805679,21,Schoon Spruit (27661729),GELUKSBURGSPRUIT,ZA,2020/1/31,2018/5/22,1160881,1197
1160892,-28.89222145,29.77027893,196,Frere (27661709),BLOUKRANSRIVIER,ZA,2020/1/31,2019/2/12,1160881,1040
1160893,-28.67305565,29.08555603,52,Groot Geluk (27661734),KHOMBE,ZA,2020/1/31,2018/5/22,1160884,1220
1160894,-28.8125,29.31055641,434,Kleinerivier (27661741),MLAMBONJA,ZA,2020/1/31,2019/2/12,1160895,1139
1160895,-28.79611015,29.30277824,441,The Delta (27661704),MLAMBONJA,ZA,2020/1/31,2018/5/22,1160884,1128
1160900,-27.89749908,30.88361168,440,Doornhoek (27650209),WIT-MFOLOZI,ZA,2020/1/31,2019/2/12,-999,1009
1160910,-28.30916786,31.90222168,3484,Umfolozi Game Res. (27650202),SWART-MFOLOZI,ZA,2020/1/31,2018/5/22,-999,59
1160911,-28.06944466,31.5494442,1659,Native Res. 12 (27650206),SWART-MFOLOZI,ZA,2020/1/31,2019/2/12,1160910,236
1160920,-28.33138847,32.36111069,47,Mpate Forest Res. (27650114),MPATE,ZA,2020/1/31,2019/2/12,-999,17
1160930,-27.66027832,32.42250061,5068,Morrisvale (27650111),MKUZE,ZA,2020/1/31,2018/5/22,-999,20
1160950,-34.0027771,20.65611076,440,Suurbraak (27694303),BUFFELJAGSRIVIER,ZA,2020/1/31,2018/5/22,-999,107
1160955,-33.91055679,20.71305656,10,Barrydale (27694304),HUISRIVIER,ZA,2020/1/31,2019/2/12,1160950,355
1160957,-34.02027893,20.53555679,25,Sparkenbosch (27694307),GROOTKLOOF,ZA,2020/1/31,2019/2/12,-999,90
1160960,-34.09249878,21.29416656,229,Farm 216 (27694105),KAFFERKUILSRIVIER,ZA,2020/1/31,2019/2/12,-999,93
1160965,-34.01499939,21.2891674,50,Kruis River (27694104),KRUISMANSRIVIER,ZA,2020/1/31,2019/2/12,-999,211
1160970,-28.87277794,31.45722198,20,Eshowe (27650304),MLALAZI,ZA,2020/1/31,2019/2/12,-999,481
1160971,-29.0102787,31.45916748,448,Native Reserve 21 (27650310),MATIGULU,ZA,2020/1/31,2019/2/12,-999,94
1160974,-28.87277794,31.45722198,20,Eshowe (27650325),MLALAZI TRIBUTARY,ZA,2020/1/31,2018/5/22,-999,480
1160975,-28.74805641,31.74555588,2428,Riverview (27650309),MHLATUZE,ZA,2020/1/31,2019/2/12,-999,54
1196100,-24.33111191,30.74138832,42714,Finale (27521009),"ELEFANTES, RIO DOS",ZA,2020/1/31,2019/2/12,1896510,437
1196101,-24.26805687,29.80111122,31627,Zeekoegat (27526002),"ELEFANTES, RIO DOS",ZA,2020/1/31,2018/5/22,1196100,725
1196102,-24.92638969,29.38944435,16622,Loskop Noord (27527001),"ELEFANTES, RIO DOS",ZA,2020/1/31,2018/5/22,1196101,832
1196103,-25.80916786,29.31944466,3957,Mooifontein (27529001),"ELEFANTES, RIO DOS",ZA,2020/1/31,2018/5/22,1196102,1420
1196110,-25.81888962,29.33749962,247,Elandspruit (27529002),HARTBEESLOOP,ZA,2020/1/31,2019/2/12,1196103,1434
1196120,-25.79249954,28.75499916,1599,Roodepoort (27528001),BRONKHORSTSPRUIT,ZA,2020/1/31,2018/5/22,1196101,1379
1196130,-25.64694405,28.39027786,126,Leeuwfontein (27547029),EDENDALSPRUIT,ZA,2020/1/31,2019/2/12,1196101,1220
1196140,-24.00916672,30.67222214,841,Masunga River (27521008),GA-SELATI,ZA,2020/1/31,2019/2/12,1196100,491
1196141,-24.12262917,30.35837936,85,Calais (27521003),GA-SELATI,ZA,2020/1/31,2018/5/22,1196140,667
1196142,-24.12388992,30.35527802,84,Calais (27521014),GA-SELATI,ZA,2020/1/31,2019/2/12,1196141,678
1196150,-24.03499985,30.43333244,323,Harmony (27521010),NGWABITSI,ZA,2020/1/31,2019/2/12,1196140,560
1196160,-24.55611038,31.03222275,136,Fleur De Lys (27521004),KLASERIERIVIER,ZA,2020/1/31,2019/2/12,1896510,568
1196170,-24.91194344,30.10305595,445,Dwars River (27525009),DWARSRIVIER,ZA,2020/1/31,2019/2/12,1196101,894
1196180,-25.03583336,30.21916771,189,Modderspruit (27525005),WATERVALRIVIER,ZA,2020/1/31,2019/2/12,1196170,1478
1196190,-24.68694305,30.81361008,94,Willemsoord (27524003),TREURRIVIER,ZA,2020/1/31,2019/2/12,1196700,1153
1196200,-23.52666664,31.40333366,441,Mooiplaas - Kruger Nat. Park (27523011),TSENDE,ZA,2020/1/31,2019/2/12,1896500,318
1196210,-22.83777809,31.23722267,696,Vlakteplaas/Kruger Nat. Park (27522001),SHISHA,ZA,2020/1/31,2019/2/12,1896500,354
1196300,-24.15940094,27.47916794,1054,Haarlem East (27546004),MATLABASRIVIER,ZA,2020/1/31,2019/2/12,1196400,952
1196310,-22.90777779,30.52805519,104,Chibase (27541002),MUTSHINDUDI,ZA,2020/1/31,2018/5/22,1896502,542
1196320,-22.77083206,30.53888893,326,Tengwe (27541004),MUTALE,ZA,2020/1/31,2018/5/22,1896502,580
1196330,-23.11222267,30.38944435,918,Weltevreden (27541001),LUVUVHU,ZA,2020/1/31,2018/5/22,1896502,578
1196350,-25.77694321,27.76111031,1171,Scheerpoort,MAGALIESRIVIER,ZA,2020/1/31,2019/2/12,1196400,1179
1196360,-24.28277779,28.08972168,1801,Zandrivier (27546002),MOKOLO,ZA,2020/1/31,2019/2/12,1196400,1142
1196370,-24.2163887,27.97305679,499,Doornspruit (27546008),STERKSTROOM,ZA,2020/1/31,2019/2/12,1196400,1044
1196380,-23.76361084,27.90805626,399,Blakeney (27546007),TAMBOTIERIVIER,ZA,2020/1/31,2019/2/12,1196400,867
1196400,-22.9507618,27.97358894,98160,Botswana Oxenham Ranch,LIMPOPO RIVER,ZA,2020/1/31,2018/5/22,1196550,770
1196410,-25.99138832,27.84194374,149,Zwartkop (27547050),KROKODILRIVIER,ZA,2020/1/31,2019/2/12,1196400,1357
1196415,-25.80916786,27.47583389,88,Grootfontein (27547053),STERKSTROOM,ZA,2020/1/31,2019/2/12,1196350,1276
1196425,-25.63722229,27.02694321,517,Moedwil (27547032),SELONSRIVIER,ZA,2020/1/31,2019/2/12,1196400,1119
1196430,-25.53805542,26.10355568,1180,Little-Maricopooert (27548001),KLEIN-MARICORIVIER,ZA,2020/1/31,2018/5/22,1196400,1171
1196435,-25.81422234,26.04913902,138,Naauwpoort (27548018),MALMANIELOOP,ZA,2020/1/31,2018/5/22,1196400,1460
1196500,-23.06742287,29.57891273,6731,Zamenkomst (27543003),SANDRIVIER,ZA,2020/1/31,2018/5/22,1896502,831
1196550,-22.22444344,29.9869442,201000,Beitbrug U/S,LIMPOPO RIVER,ZA,2020/1/31,2019/2/12,1196551,423
1196551,-22.22611046,29.99027824,201001,Beibrug D/S,LIMPOPO RIVER,ZA,2020/1/31,2019/2/12,1896502,428
1196560,-24.57861137,28.63944435,70,Vischgat (27544010),BAD SE LOOP,ZA,2020/1/31,2019/2/12,1196550,1153
1196561,-24.66527748,28.47500038,120,Olifantspoort (27544012),OLIFANTSPRUIT,ZA,2020/1/31,2019/2/12,1196550,1174
1196562,-24.77138901,28.34805679,12,Sussensvale (27544018),RASLOOPRIVIER,ZA,2020/1/31,2019/2/12,1196550,1203
1196563,-24.66305542,28.45472145,17,Rietspruit (27544019),RIETSPRUIT,ZA,2020/1/31,2019/2/12,1196550,1200
1196564,-24.67138863,28.56027794,43,Middelfontein (27544020),MIDDELFONTEINSPRUIT,ZA,2020/1/31,2019/2/12,1196550,1138
1196565,-24.63333321,28.59638977,16,Groenvaley (27544021),DE WETSPRUIT,ZA,2020/1/31,2019/2/12,1196550,1176
1196570,-23.98166656,28.39944458,638,Muisvogelkraal (27545004),LEPHALALA,ZA,2020/1/31,2019/2/12,1196400,1163
1196600,-26.00638962,29.25388908,3256,Wolwekrans,"ELEFANTES, RIO DOS",ZA,2020/1/31,2019/2/12,1196103,1517
1196700,-24.68000031,30.80194473,514,Willemsoord (27524001),BLYDERIVIER,ZA,2020/1/31,2019/2/12,1196100,832
1197001,-25.68222237,31.78166771,8864,Tonga (27613103),"INCOMATI, RIO",ZA,2020/1/31,2019/2/12,1897501,215
1197100,-25.83888817,30.68416786,48,Vriesland (27613120),POPONYANE,ZA,2020/1/31,2019/2/12,1197300,1079
1197200,-24.44944382,31.9766674,928,Wenela Drift (27611004),NWANEDZI,ZA,2020/1/31,2019/2/12,1897500,159
1197300,-26.03611183,30.99749947,5540,Hooggenoeg (27613101),"INCOMATI, RIO",ZA,2020/1/31,2019/2/12,1597002,746
1197310,-25.67361069,31.57527733,1122,Lomati (27613114),MLUMATI,ZA,2020/1/31,2019/2/12,1197001,274
1197500,-25.36361122,31.95555687,10379,Tenbosch (27613216),KROKODILRIVIER,ZA,2020/1/31,2019/2/12,1897501,140
1197501,-25.46972275,31.08805656,5131,Karino (27613206),KROKODILRIVIER,ZA,2020/1/31,2019/2/12,1197500,519
1197502,-25.44861031,30.71166611,1512,Montrose (27613213),KROKODILRIVIER,ZA,2020/1/31,2019/2/12,1197501,793
1197510,-25.27833366,31.62249947,623,Kruger National Park (27613218),MBYAMITIRIVIER,ZA,2020/1/31,2018/5/22,1197500,259
1197520,-25.46222115,31.0830555,308,Goede Hoop (27613223),WITRIVIER,ZA,2020/1/31,2018/5/22,1197501,537
1197530,-25.43250084,30.96555519,640,Boschrand (27613205),NELSPRUIT,ZA,2020/1/31,2019/2/12,1197501,645
1197540,-25.38222122,30.70138931,252,Sudwalaskraal (27613214),HOUTBOSLOOP,ZA,2020/1/31,2019/2/12,1197502,819
1197550,-25.49027824,30.69833374,1557,Lindenau (27613215),ELANDSRIVIER,ZA,2020/1/31,2019/2/12,1197501,833
1197551,-25.64638901,30.27750015,398,Geluk (27613211),ELANDSRIVIER,ZA,2020/1/31,2018/5/22,1197550,1499
1197555,-25.65833282,30.2602787,93,Geluk (27613212),DAWSONS SPRUIT,ZA,2020/1/31,2019/2/12,1197551,1521
1197560,-25.71166611,30.83499908,82,Glenthorpe (27613224),SUIDKAAPRIVIER,ZA,2020/1/31,2019/2/12,1197502,859
1197561,-25.2891674,30.56777763,25,Elandsdrift (27613225),HOUTBOSLOOP,ZA,2020/1/31,2018/5/22,1197502,1121
1197562,-25.28750038,30.57083321,14,Elandsdrift (27613226),BEESTEKRALSPRUIT,ZA,2020/1/31,2018/5/22,1197502,1149
1197563,-25.29750061,30.59555626,77,Elandsdrift (27613227),BLYSTAANSPRUIT,ZA,2020/1/31,2018/5/22,1197502,1019
1197570,-25.31583214,31.05527878,180,The Ranch (27613202),WITRIVIER,ZA,2020/1/31,2018/5/22,1197501,821
1197580,-25.61083221,30.87472153,128,Bellevue (27613210),NOORDKAAPRIVIER,ZA,2020/1/31,2019/2/12,1197501,844
1197590,-25.72999954,30.97833252,265,Bornmans Drift (27613231),SUIDKAAPRIVIER,ZA,2020/1/31,2019/2/12,1197500,659
1197591,-25.7163887,30.78750038,59,Inloop (27613230),SUIDKAAPRIVIER,ZA,2020/1/31,2018/5/22,1197590,1081
1197595,-25.78583336,30.92416763,182,Sassenheim (27613208),QUEEN'S RIVER,ZA,2020/1/31,2019/2/12,1197590,730
1197700,-25.03055573,31.12638855,762,Perrys Farm (27612006),"SABIE, RIO",ZA,2020/1/31,2018/5/22,1897550,473
1197701,-25.08888817,30.77777863,168,Sabie (27612001),"SABIE, RIO",ZA,2020/1/31,2019/2/12,1197700,987
1197705,-25.09166718,30.77805519,54,Sabie (27612002),KLEIN-SABIERIVIER,ZA,2020/1/31,2019/2/12,1197701,983
1197710,-25.07611084,31.13027763,216,De Rust (27612004),NOORD-SANDRIVIER,ZA,2020/1/31,2019/2/12,1197700,530
1197720,-25.15361023,31.00222206,45,Etna (27612007),WHITE WATERS RIVER,ZA,2020/1/31,2018/5/22,1197700,893
1197730,-24.99305534,30.81416702,52,Geelhoutboom (27612003),MAC-MAC RIVER,ZA,2020/1/31,2019/2/12,1197700,1218
1197740,-24.75333214,31.38833237,1077,Exeter (27612008),SANDRIVIER,ZA,2020/1/31,2019/2/12,1897550,370
1199100,-26.27972221,30.59416771,906,Busby (27632211),UMPULUZI,ZA,2020/1/31,2019/2/12,1599101,1517
1199110,-26.26055527,30.54972267,15,Jessievale For. Res. (27632201),JESSIEVALE SPRUIT,ZA,2020/1/31,2018/5/22,1199100,1621
1199200,-27.52805519,30.85388947,953,Welgelegen (27632104),BIVANE,ZA,2020/1/31,2019/2/12,1899100,969
1199400,-26.50444412,30.62805557,531,Westoe (27632207),MAPUTO,ZA,2020/1/31,2018/5/22,1599102,1543
1199410,-26.48333359,30.63388824,108,Broadholms (27632208),BONNIE BROOK,ZA,2020/1/31,2019/2/12,1199400,1531
1199450,-26.75027847,30.4663887,463,Bushmans Spruit (27632204),NGWEMPISI,ZA,2020/1/31,2019/2/12,1599180,1399
1199460,-27.11444473,30.83138847,183,Zwartwater (27632206),SWARTWATER,ZA,2020/1/31,2019/2/12,1599101,1139
1216300,8.666700363,-11.86670017,2407,Matotoka,PAMPANA,SL,2020/1/31,2018/8/13,-999,9
1216350,9.033332825,-11.75,3990,Bumbuna,ROKEL CREEK,SL,2020/1/31,2018/8/13,-999,12
1216400,9.316666603,-11.53333282,2525,Badala,ROKEL CREEK,SL,2020/1/31,2018/8/13,1216350,19
1216430,8.100000381,-11.3166666,361,Palima,BUNDOYE,SL,2020/1/31,2018/8/13,-999,14
1216450,8.566699982,-11.26669979,6870,Jaiama Sawafe,SEWA,SL,2020/1/31,2018/8/13,-999,25
1216500,8.149999619,-11.14999962,57,Dodo,MABOA,SL,2020/1/31,2018/8/13,-999,27
1219500,7.816669941,-11.16666985,17150,Moa Bridge,MOA,SL,2020/1/31,2018/8/13,-999,50
1234050,14.61999989,0.300000012,7500,Dolbel,GOROUOL,NE,2020/1/31,2018/5/24,1234080,-999
1234080,14.75,0.600000024,44900,Alcongui,GOROUOL,NE,2020/1/31,2018/5/24,1234090,227
1234090,14.61670017,0.983299971,-999,Kandadji,"NIGER, RIVER",NE,2020/1/31,2018/5/24,1234150,-999
1234100,14.02000046,0.75,2750,Tera,DARGOL,NE,2020/1/31,2018/5/24,1234100,-999
1234120,13.85000038,1.470000029,6940,Kakassi,DARGOL,NE,2020/1/31,2018/5/24,1234150,198
1234130,13.73330021,1.616700053,38750,Garbe-Kourou,SIRBA,NE,2020/1/31,2018/5/24,1234150,287
1234150,13.52000046,2.079999924,700000,Niamey,"NIGER, RIVER",NE,2020/1/31,2018/5/24,1234250,176
1234180,12.96000004,2.319999933,15350,Diongore Amont,GOROUBI,NE,2020/1/31,2018/5/24,1234250,-999
1234190,12.73999977,2.24000001,4030,Tamou,DYAMONGOU,NE,2020/1/31,2018/5/24,1234180,-999
1234200,12.47000027,2.420000076,5330,Campement Du Double Ve,TAPOA,NE,2020/1/31,2018/5/24,1234250,215
1234201,12.58329964,2.616699934,-999,W,"NIGER, RIVER",NE,2020/1/31,2018/5/24,1734500,-999
1234500,13.88000011,5.329999924,2525,Tsernaoua,MAJIA,NE,2020/1/31,2018/5/24,1834110,275
1234550,14.5,5.369999886,824,Badeguicheri,KORI DE BADEGUICHERI,NE,2020/1/31,2018/5/24,1234500,308
1234650,13.67000008,6.769999981,8800,Guindam Roumdji,"MARADI, RIVER",NE,2020/1/31,2018/5/24,1834110,313
1234680,13.31999969,7.170000076,5400,Madarounfa,"MARADI, RIVER",NE,2020/1/31,2018/5/24,1234650,355
1234700,13.14999962,7.21999979,4800,Nielloua,"MARADI, RIVER",NE,2020/1/31,2018/5/24,1234680,378
1237500,13.27999973,12.60000038,115000,Bagara Diffa,KOMADOUGOU YOBE,NE,2020/1/31,2018/5/24,-999,298
1253210,-7.466667175,30.73888969,526,Masolo (55773181),SAMBA,TZ,2020/1/31,2018/6/6,-999,-999
1253300,-8.399999619,31.13333321,428,Yunga (55132016),SAMVIA,TZ,2020/1/31,2018/6/6,-999,-999
1253350,-8.600000381,31.19440079,3835,Kalambo Falls (55773185),KALAMBO RIVER,TZ,2020/1/31,2018/6/6,-999,-999
1255100,-17.39999962,14.19999981,89600,Ruacana (64740001),KUNENE RIVER,NA,2020/1/31,2019/4/26,1655100,800
1255150,-17.26600075,13.31299973,1620,Ombuku (64740002),OMUHONGA,NA,2020/1/31,2019/4/26,-999,820
1257100,-17.89999962,19.75,97300,Rundu (64932101),OKAVANGO RIVER,NA,2020/1/31,2019/4/26,1257101,1060
1257101,-18.03300095,21.41699982,206000,Mukwe (64932102),OKAVANGO RIVER,NA,2020/1/31,2019/4/26,1357100,1100
1257200,-21.21699905,17.10000038,4970,Ousema (64932301),OMATAKO,NA,2020/1/31,2019/4/26,1257101,1358
1258100,-19.17399979,13.5710001,11000,Sesfontein,HOANIB,NA,2020/1/31,2019/4/26,-999,520
1258150,-20.47699928,14.5880003,1570,Rooiberg (64735002),ABA-HUAB,NA,2020/1/31,2019/4/26,-999,740
1258200,-20.39999962,15.46700001,14200,Vingerklip (64734002),UGAB,NA,2020/1/31,2019/4/26,1258201,910
1258201,-21.06699944,13.80000019,28900,Ugab Slab (64734003),UGAB,NA,2020/1/31,2019/4/26,-999,100
1258202,-20.20000076,16.13299942,7720,Petersburg (64734001),UGAB,NA,2020/1/31,2019/4/26,1258200,1140
1258300,-21.43300056,15.66699982,3810,Etemba (64733002),OMARURU,NA,2020/1/31,2019/4/26,-999,1072
1258301,-21.29999924,16.20000076,1320,Omburo (64733003),OMARURU,NA,2020/1/31,2019/4/26,1258300,1325
1258350,-21.81699944,15.61699963,4010,Ameib (64732004),KHAN,NA,2020/1/31,2019/4/26,-999,1210
1258355,-21.86700058,15.56700039,554,Dawib (64732005),DAWIB,NA,2020/1/31,2019/4/26,-999,940
1258400,-22.2670002,16.41699982,8860,Westfalenhof (64732003),SWAKOP,NA,2020/1/31,2019/4/26,-999,1040
1258500,-23.5,14.96700001,11700,Gobabeb,KUISEB,NA,2020/1/31,2019/4/26,1258503,360
1258501,-23.2670002,15.80000019,6520,Schlesien Weir (64731001),KUISEB,NA,2020/1/31,2019/4/26,1258500,800
1258502,-22.71699905,16.60000038,276,Us (64731002),KUISEB,NA,2020/1/31,2019/4/26,1258501,1280
1258503,-23.16699982,14.64999962,14700,Rooibank (64731011),KUISEB,NA,2020/1/31,2019/4/26,-999,120
1258505,-23.21699905,16.16699982,20.10000038,Kos Weir (64731008),HUIS,NA,2020/1/31,2019/4/26,1258501,1220
1258506,-22.91699982,15.91699982,81.59999847,Tweespruit (64731007),KATROS,NA,2020/1/31,2019/4/26,1258501,1060
1258507,-22.86700058,16.56699944,17.29999924,Westende (64731006),WESTENDE,NA,2020/1/31,2019/4/26,1258502,1620
1258508,-22.79999924,16.5170002,266,Wasservallei (64731004),SIMMENAU,NA,2020/1/31,2019/4/26,1258502,1420
1258509,-22.96699905,16.38299942,1900,Stanco (64731003),BISMARK,NA,2020/1/31,2019/4/26,1258502,1480
1258510,-23.46699905,15.7670002,2490,Greylingshof,GAUB,NA,2020/1/31,2019/4/26,1258500,750
1258520,-22.5170002,17.06699944,49.29999924,Monravia (64732002),AREBBUSCHRIVIER,NA,2020/1/31,2019/4/26,1258502,1630
1258530,-22.61700058,16.63299942,38.40000153,Heusis (64731005),HEUSIS,NA,2020/1/31,2019/4/26,1258502,1666
1259060,-24.18300056,17.0170002,3450,Draaihoek (64812002),KAMRIVIER,NA,2020/1/31,2019/4/26,1259104,1285
1259070,-24.35000038,17.56699944,1520,Karris (64812005),PACKRIEMRIVIER,NA,2020/1/31,2019/4/26,1259102,1520
1259080,-25.11700058,17.5170002,5850,Rietkuil (64812006),HUDUP,NA,2020/1/31,2019/4/26,1259102,1100
1259090,-27.43300056,17.96699905,2510,Holoog (64812015),GAAPRIVIER,NA,2020/1/31,2019/4/26,1259100,900
1259100,-27.91699982,17.5,63300,Ai-Ais (64812014),FISH,NA,2020/1/31,2019/4/26,-999,243.6000061
1259101,-26.79999924,17.78300095,46400,Seeheim (64812008),FISH,NA,2020/1/31,2019/4/26,1259100,700
1259102,-25.89999962,17.96699905,37600,Tses (64812009),FISH,NA,2020/1/31,2019/4/26,1259101,930
1259103,-24.16699982,17.35000038,9170,Grass (64812001),FISH,NA,2020/1/31,2019/4/26,1259102,1210
1259104,-24.2670002,17.06699944,2830,Dirichas (64812003),FISH,NA,2020/1/31,2019/4/26,1259103,1270
1259110,-26.79999924,18.21699905,7000,Altdorn (64812011),LOWENRIVIER,NA,2020/1/31,2019/4/26,1259111,800
1259111,-26.86700058,18.10000038,8030,Aikanes (648120210),LOWENRIVIER,NA,2020/1/31,2019/4/26,1259100,760
1259112,-26.7670002,18.46699905,3200,Geduld (64812012),LOWENRIVIER,NA,2020/1/31,2019/4/26,1259110,850
1259150,-30.36333275,27.57500076,19756,Seaka Bridge (66819303),ORANGE RIVER,LS,2020/1/31,2018/5/25,1159651,1400
1259151,-30.06333351,28.50833321,10774,Whitehall (66819304),ORANGE RIVER,LS,2020/1/31,2018/5/25,1259150,-999
1259152,-29.59000015,28.71333313,7952,Koma-Koma (66819305),ORANGE RIVER,LS,2020/1/31,2018/5/25,1259151,-999
1259170,-30.01666641,28.72333336,739,Tsoelike Bridge (66819307),TSOELIKE,LS,2020/1/31,2018/5/25,1259151,-999
1259200,-30.39999962,27.69666672,208,Quthing (66819340),SILVER STREAM,LS,2020/1/31,2018/5/25,1259150,1450
1259201,-24.81699944,17.16699982,4780,Breckhorn (64812007),HUDUP,NA,2020/1/31,2019/4/26,1259080,1290
1259220,-29,27.70000076,5630,Mohlokaqala (66818039),MOHOKARE,LS,2020/1/31,2018/5/25,1159303,1510
1259230,-29.52666664,27.49500084,144,Lower Qeme (66818044),TLAMETLU STREAM,LS,2020/1/31,2018/5/25,1159303,-999
1259240,-28.75166702,28.26499939,26,Butha-Buthe (66818046),MOROEROE,LS,2020/1/31,2018/5/25,1259220,-999
1259250,-29.3983326,27.56166649,977,Masianokeng (66818024),LITTLE CALEDON RIVER,LS,2020/1/31,2018/5/25,1159303,1510
