ID,lat_alloc,lon_alloc,area_alloc,lat_ori,lon_ori,area_ori,area_diff,area_error,loc_km_diff,alloc_score,rivname,locname,flag,memo
493,39.205,141.159,100.593,39.205,141.159,111,-10.407,-0.094,0.016,0.081,広瀬川,岩瀬橋,1,
494,39.185,141.183,100.538,39.186,141.182,100.7,-0.162,-0.002,0.085,0.018,人首川,岩谷堂,1,
495,39.016,141.091,150.957,39.016,141.091,169.5,-18.543,-0.109,0.004,0.093,衣川,川西橋,1,
496,38.941,141.053,168.582,38.94,141.052,172.5,-3.918,-0.023,0.166,0.051,磐井川,五串,1,
497,38.928,141.128,268.342,38.928,141.128,279.9,-11.558,-0.041,0.067,0.046,磐井川,釣山,1,
498,38.928,141.255,374.122,38.929,141.254,361.9,12.222,0.034,0.096,0.053,砂鉄川,妻神,1,
499,38.897,141.29,87.125,38.896,141.29,84.4,2.725,0.032,0.068,0.047,千厩川,矢作,1,
500,38.86,141.32,65.1,38.861,141.32,64,1.1,0.017,0.066,0.034,黄海川,西口,1,
501,38.976,141.24,346.849,38.976,141.24,348,-1.151,-0.003,0.05,0.012,砂鉄川,十二木橋,1,
502,38.991,141.126,6699.51,38.991,141.124,-9999,-999,-999,0.148,-999,北上川,高館橋,1,
503,39.278,141.123,2.011,39.278,141.124,2.3,-0.289,-0.126,0.106,0.247,北上川,大曲川（内水）,1,
504,39.278,141.123,2.011,39.279,141.124,2.3,-0.289,-0.126,0.109,0.252,北上川,大曲川（外水）,1,
505,38.931,141.152,18.448,38.933,141.153,9.5,8.948,0.942,0.209,1.078,磐井川,吸川（外水）,1,"small error in reported uparea, which was corrected."
506,39.22,141.13,5517.817,39.221,141.131,5500.7,17.117,0.003,0.137,0.03,北上川,三照,1,
507,39.898,141.198,589.657,39.895,141.201,591,-1.343,-0.002,0.418,0.085,北上川,寺林,1,
508,38.585,141.476,1.465,38.583,141.479,-9999,-999,-999,0.393,-999,北上川,白浜,1,
509,38.572,141.448,8273.654,38.574,141.448,8126,147.654,0.018,0.276,0.073,北上川,月浜,1,
510,38.531,141.373,8179.078,38.53,141.375,8040,139.078,0.017,0.228,0.063,北上川,福地,1,
511,38.515,141.308,8166.117,38.515,141.31,8009,157.117,0.02,0.21,0.062,北上川,飯野川上流,1,
512,38.602,141.298,8088.026,38.603,141.298,7958.6,129.426,0.016,0.103,0.037,北上川,柳津,1,
513,38.602,141.297,8087.909,38.602,141.291,7958.9,129.009,0.016,0.481,0.112,北上川,脇谷上流,1,
514,38.658,141.287,8054.609,38.659,141.286,7869.4,185.209,0.024,0.167,0.057,北上川,登米,1,
515,38.703,141.287,8037.382,38.704,141.288,7862.5,174.882,0.022,0.119,0.046,北上川,米谷,1,
516,38.765,141.273,7886.792,38.764,141.271,7800,86.792,0.011,0.18,0.047,北上川,大泉,1,
517,38.42,141.312,1939.977,38.42,141.311,1946,-6.023,-0.003,0.072,0.017,旧北上川,門脇,1,
518,38.491,141.298,1877.932,38.491,141.298,1857.5,20.432,0.011,0.009,0.013,旧北上川,大森,1,
519,38.47,141.297,1885.343,38.47,141.294,1865.7,19.643,0.011,0.22,0.054,旧北上川,曽波神,1,
520,38.526,141.228,1803.597,38.526,141.228,1846.5,-42.903,-0.023,0.053,0.028,旧北上川,和渕,1,
521,38.605,141.281,2.485,38.604,141.281,4.7,-2.215,-0.471,0.098,0.759,旧北上川,倉埣,1,
522,38.602,141.297,8087.909,38.602,141.29,7958.9,129.009,0.016,0.569,0.13,旧北上川,脇谷下流,1,
523,38.562,141.228,927.54,38.563,141.228,908.1,19.44,0.021,0.139,0.049,迫川,剣先,1,
524,38.54,141.203,584.775,38.539,141.203,576.1,8.675,0.015,0.076,0.03,江合川,短台,1,
525,38.547,141.127,511.826,38.546,141.127,471,40.826,0.087,0.059,0.098,江合川,涌谷,1,
526,38.565,141.027,397.576,38.565,141.026,-9999,-999,-999,0.105,-999,江合川,中北橋,1,
527,38.567,141.013,397.32,38.568,141.013,406.2,-8.88,-0.022,0.074,0.031,江合川,下谷地,1,
528,38.581,140.978,396.447,38.581,140.978,405,-8.553,-0.021,0.05,0.026,江合川,荒雄,1,
529,38.662,140.867,352.498,38.661,140.867,399.8,-47.302,-0.118,0.094,0.12,江合川,岩出山,1,
530,38.572,140.98,1.088,38.571,140.982,-9999,-999,-999,0.195,-999,新江合川,李埣,1,
531,38.595,140.951,395.457,38.594,140.951,404,-8.543,-0.021,0.129,0.042,江合川,桜ノ目,1,
532,38.622,141.294,8084.759,38.62,141.293,7902.8,181.959,0.023,0.182,0.059,北上川,鴇波,1,
533,39.102,140.87,76.632,39.102,140.871,-9999,-999,-999,0.075,-999,胆沢川,下嵐江,1,
534,39.077,140.865,44.332,39.077,140.864,44.1,0.232,0.005,0.051,0.021,前川,前川,1,
535,39.17,141.097,221.583,39.171,141.096,216.6,4.983,0.023,0.106,0.044,胆沢川,胆沢川橋,1,
536,39.13,141.008,204.31,39.13,141.007,-9999,-999,-999,0.058,-999,胆沢川,大歩,1,
537,39.398,140.769,266.666,39.399,140.769,266.7,-0.034,0,0.122,0.024,和賀川,新町,1,
538,39.29,141.072,882.165,39.291,141.071,850,32.165,0.038,0.164,0.071,和賀川,広表,1,
539,39.36,141.549,321.407,39.36,141.55,309.6,11.807,0.038,0.076,0.053,猿ヶ石川,松崎,1,
540,39.32,141.46,532.085,39.32,141.461,505,27.085,0.054,0.053,0.064,猿ヶ石川,二日町,1,
541,39.298,141.381,103.194,39.298,141.381,103.4,-0.206,-0.002,0.024,0.006,小友川,小友川,1,
542,39.362,141.283,868.537,39.361,141.283,869.5,-0.963,-0.001,0.094,0.02,猿ヶ石川,谷内,1,
543,39.872,141.178,617.493,39.872,141.178,618,-0.507,-0.001,0.066,0.014,北上川,芋田橋,1,
544,39.874,141.16,411.715,39.874,141.161,411,0.715,0.002,0.06,0.014,松川,古川橋,1,
545,39.834,141.162,1074.038,39.834,141.161,1078.5,-4.462,-0.004,0.069,0.017,北上川,船田橋,1,
546,39.691,140.945,139.893,39.69,140.945,143.3,-3.407,-0.024,0.109,0.04,雫石川,春木場,1,
547,39.688,140.956,166.75,39.691,140.958,181.5,-14.75,-0.081,0.346,0.136,葛根田川,岩持,1,
548,39.655,140.952,120.496,39.654,140.953,120.4,0.096,0.001,0.124,0.026,南川,矢川,1,
550,39.117,140.917,184.677,39.117,140.919,185,-0.323,-0.002,0.147,0.031,胆沢川,胆沢,1,
551,39.302,140.885,577.036,39.302,140.885,583,-5.964,-0.01,0.038,0.015,和賀川,湯田,1,
552,39.69,141.028,634.352,39.691,141.026,635,-0.648,-0.001,0.264,0.054,雫石川,御所,1,
553,39.681,141.023,629.034,39.677,141.026,619.6,9.435,0.015,0.542,0.124,雫石川,繋大橋,1,
554,39.753,141.148,1185.376,39.753,141.148,1196,-10.624,-0.009,0.052,0.017,北上川,四十四田,1,
555,39.344,141.32,731.876,39.345,141.32,740,-8.124,-0.011,0.139,0.036,猿ヶ石川,田瀬,1,
556,39.299,140.883,576.325,39.301,140.883,583,-6.675,-0.011,0.19,0.047,和賀川,大荒沢,1,
557,39.115,140.903,149.226,39.115,140.902,-9999,-999,-999,0.136,-999,胆沢川,石淵,1,
558,38.798,140.66,162.881,38.799,140.661,164.7,-1.819,-0.011,0.131,0.035,江合川,轟,1,
559,38.749,140.723,278.217,38.75,140.723,287.04,-8.823,-0.031,0.077,0.039,江合川,末沢,1,
560,38.737,140.697,58.151,38.738,140.697,58.24,-0.089,-0.002,0.139,0.038,江合川,大谷川,1,
561,40.534,141.491,2037.09,40.534,141.491,2033,4.09,0.002,0.005,0.003,馬淵川,新大橋,1,
562,40.516,141.47,2005.078,40.517,141.47,2024,-18.922,-0.009,0.114,0.03,馬淵川,大橋,1,
563,40.485,141.428,1868.992,40.486,141.429,1871,-2.008,-0.001,0.079,0.017,馬淵川,櫛引橋,1,
564,40.444,141.348,1793.449,40.444,141.348,1751,42.449,0.024,0.029,0.03,馬淵川,剣吉,1,
565,40.259,141.291,1142.13,40.26,141.291,964,178.13,0.185,0.108,0.206,馬淵川,石切所,1,
566,40.13,141.365,386.189,40.13,141.365,424,-37.811,-0.089,0.039,0.081,馬淵川,冬部,1,
567,40.238,141.233,403.136,40.238,141.233,402,1.136,0.003,0.038,0.01,安比川,似鳥,1,
568,40.505,141.435,115.363,40.504,141.434,125,-9.637,-0.077,0.154,0.093,馬淵川,尻内,1,
569,40.312,141.127,122.141,40.309,141.131,109.2,12.941,0.119,0.456,0.21,熊原川,飯豊,1,
570,40.144,141.312,115.354,40.144,141.316,112.8,2.554,0.023,0.358,0.094,平糠川,駒木,1,
571,40.502,141.445,2000.325,40.502,141.445,2012,-11.675,-0.006,0.015,0.007,馬淵川,尻内橋,1,
572,40.753,141.233,44.673,40.754,141.233,44.5,0.173,0.004,0.066,0.024,赤川,赤川,1,
573,40.738,141.244,344.152,40.738,141.244,344.2,-0.048,0,0.031,0.006,高瀬川,上野,1,
574,40.715,141.28,84.808,40.714,141.279,92.4,-7.592,-0.082,0.097,0.087,砂土路川,砂土路川,1,
575,40.699,141.32,14.379,40.7,141.32,13.9,0.479,0.034,0.078,0.076,中津川,中津川,1,
576,40.694,141.324,37.23,40.693,141.325,39.6,-2.37,-0.06,0.1,0.08,姉沼川,姉沼川,1,
577,40.747,141.342,678.254,40.744,141.359,805.4,-127.146,-0.158,1.432,0.427,高瀬川,頭無,1,"allocation in lake, it seems resonable"
578,40.733,141.305,596.846,40.742,141.277,805.4,-208.554,-0.259,2.573,0.777,高瀬川,沼崎,1,"allocation in lake, it seems resonable"
579,40.778,141.258,62.865,40.778,141.258,65.7,-2.835,-0.043,0.061,0.049,土場川,土場川,1,
580,40.763,141.341,685.765,40.758,141.326,805.4,-119.635,-0.149,1.39,0.409,高瀬川,鶴ヶ崎,1,"allocation in lake, it seems resonable"
581,40.82,141.328,731.98,40.818,141.332,805.4,-73.42,-0.091,0.381,0.151,高瀬川,小川原湖,1,
582,40.816,141.324,731.005,40.812,141.297,805.4,-74.395,-0.092,2.347,0.546,高瀬川,浜台,1,"allocation in lake, it seems resonable"
583,40.841,141.373,793.37,40.841,141.372,805.4,-12.03,-0.015,0.079,0.027,高瀬川,高瀬橋,1,
584,40.847,141.38,795.377,40.846,141.379,805.4,-10.023,-0.012,0.094,0.028,高瀬川,高瀬川,1,
585,40.887,141.39,859.485,40.886,141.39,866.9,-7.415,-0.009,0.095,0.025,高瀬川,河口,1,
586,41.04,140.331,2462.462,41.036,140.331,2544,-81.538,-0.032,0.398,0.104,岩木川,十三,1,
587,41.012,140.37,1944.536,41.015,140.372,1996,-51.464,-0.026,0.387,0.097,岩木川,若宮,1,
588,40.91,140.419,1937.447,40.911,140.418,1986,-48.553,-0.024,0.09,0.037,岩木川,繁田,1,
589,40.81,140.437,1693.599,40.81,140.437,1740,-46.401,-0.027,0.049,0.03,岩木川,五所川原,1,
590,40.694,140.453,1313.341,40.694,140.454,1308,5.341,0.004,0.051,0.014,岩木川,幡龍橋,1,
591,40.678,140.459,1278.034,40.678,140.459,1248,30.034,0.024,0.052,0.035,岩木川,三世寺,1,
592,40.592,140.417,402.628,40.592,140.417,410,-7.372,-0.018,0.05,0.024,岩木川,上岩木橋,1,
593,40.645,140.495,811.737,40.645,140.495,831,-19.263,-0.023,0.019,0.022,平川,百田,1,
594,40.63,140.502,418,40.63,140.502,83,-10.493,-0.126,3.151,0.8,平川,豊平橋,1,The reported uparea seems to be wrong. Reported uparea was corrected.
595,40.552,140.547,266.231,40.552,140.547,284,-17.769,-0.063,0.041,0.058,平川,石川,1,
596,40.774,140.476,235.703,40.775,140.476,255.8,-20.097,-0.079,0.081,0.08,十川,梅田,1,
597,40.944,140.388,1939.488,40.945,140.389,1990.1,-50.612,-0.025,0.155,0.051,岩木川,上長泥,1,
598,40.469,140.633,58.285,40.47,140.634,57,1.285,0.023,0.181,0.071,浅瀬石川,碇ヶ関,1,
599,40.848,140.403,1695.609,40.848,140.403,1816.3,-120.691,-0.066,0.04,0.061,岩木川,出精,1,
600,40.737,140.422,1372.667,40.736,140.427,1400.1,-27.433,-0.02,0.471,0.109,岩木川,菖蒲川,1,
601,40.723,140.423,1315.623,40.72,140.423,1354.3,-38.677,-0.029,0.324,0.087,岩木川,上中畑,1,
602,40.673,140.467,1276.466,40.672,140.471,1254.7,21.766,0.017,0.324,0.082,岩木川,飯田,1,
603,40.609,140.451,407.152,40.607,140.454,412.2,-5.048,-0.012,0.358,0.081,岩木川,駒越,1,
604,40.642,140.517,341.426,40.643,140.518,341,0.426,0.001,0.089,0.019,浅瀬石川,朝日橋,1,
605,40.641,140.529,327,40.641,140.529,111,-38.493,-0.347,3.554,1.109,浅瀬石川,大曲,1,The reported uparea seems to be wrong and it was allocated to different river. Reported uparea was corrected.
606,40.608,140.665,306.03,40.608,140.665,302,4.03,0.013,0.053,0.024,浅瀬石川,温湯,1,
607,40.523,140.723,125.838,40.524,140.723,128,-2.162,-0.017,0.12,0.037,浅瀬石川,葛川,1,
608,40.041,140.433,255.099,40.041,140.433,-9999,-999,-999,0.03,-999,小又川,巻渕,1,
609,40.219,140.027,4099.112,40.221,140.027,4079,20.112,0.005,0.25,0.055,米代川,向能代,1,
610,40.194,140.047,4085.35,40.193,140.047,4065.2,20.15,0.005,0.092,0.023,米代川,榊,1,
611,40.223,140.17,3910.371,40.223,140.17,3908.7,1.671,0,0.016,0.004,米代川,富根,1,
612,40.205,140.241,3755.584,40.205,140.24,3750.4,5.185,0.001,0.084,0.018,米代川,二ツ井,1,
613,40.203,140.265,3456.129,40.203,140.264,3415,41.129,0.012,0.072,0.027,米代川,七座,1,
614,40.208,140.305,2369.887,40.205,140.309,2353.3,16.587,0.007,0.458,0.099,米代川,坊沢,1,
615,40.205,140.377,179.557,40.205,140.377,174.8,4.757,0.027,0.017,0.031,小猿部川,脇神,1,
616,40.219,140.37,2098.808,40.219,140.37,2109,-10.192,-0.005,0.031,0.01,米代川,鷹巣,1,
617,40.267,140.472,1651.826,40.268,140.472,1654.4,-2.574,-0.002,0.082,0.018,米代川,下川沿,1,
618,40.262,140.533,1359.588,40.261,140.533,1287.1,72.488,0.056,0.095,0.075,米代川,吉富士,1,
619,40.233,140.581,1216.76,40.233,140.581,1220.8,-4.04,-0.003,0.046,0.012,米代川,扇田橋,1,
620,40.217,140.67,1173.571,40.217,140.67,1167.4,6.171,0.005,0.042,0.014,米代川,十二所,1,
621,40.122,140.366,689.875,40.121,140.366,683.6,6.275,0.009,0.059,0.021,阿仁川,米内沢,1,
622,39.54,140.222,3928.978,39.548,140.224,3914,14.978,0.004,0.959,0.196,雄物川,新波,1,
623,39.615,140.156,4038.571,39.615,140.157,4035,3.571,0.001,0.079,0.017,雄物川,椿川,1,
624,39.68,140.102,4389.728,39.683,140.108,4372.4,17.328,0.004,0.616,0.127,雄物川,石田坂,1,
625,39.692,140.084,4397.338,39.703,140.084,4386,11.338,0.003,1.181,0.239,雄物川,新屋,1,
626,39.556,140.26,205.942,39.556,140.26,204.4,1.542,0.008,0.046,0.017,淀川,淀川,1,
627,39.647,140.165,303.024,39.656,140.169,300,3.024,0.01,1.118,0.234,岩見川,豊成,1,
628,39.692,140.09,4390.91,39.715,140.095,4386.2,4.709,0.001,2.556,0.512,旧雄物川,新屋水門,1,"The reported location seems wrong, allocation should be correct."
629,39.527,140.277,3672.508,39.528,140.277,3681.6,-9.092,-0.002,0.102,0.022,雄物川,木原田,1,
630,39.549,140.36,3623.84,39.549,140.361,3608.4,15.44,0.004,0.061,0.016,雄物川,刈和野橋,1,
631,39.485,140.422,3347.803,39.484,140.422,3336.5,11.303,0.003,0.162,0.036,雄物川,神宮寺,1,
632,39.449,140.467,1855.388,39.45,140.467,1882.1,-26.712,-0.014,0.083,0.027,雄物川,大曲橋,1,
633,39.341,140.44,1268.221,39.341,140.439,1290,-21.779,-0.017,0.052,0.023,雄物川,大上橋,1,
634,39.276,140.401,1205.584,39.276,140.401,1240,-34.416,-0.028,0.043,0.03,雄物川,雄物川橋,1,
635,39.223,140.438,1043.992,39.223,140.438,1063.5,-19.508,-0.018,0.019,0.018,雄物川,大久保,1,
636,39.19,140.451,445.453,39.189,140.451,475.6,-30.147,-0.063,0.07,0.065,雄物川,柳田橋,1,
637,39.109,140.477,388.992,39.109,140.477,401.2,-12.208,-0.03,0.008,0.025,雄物川,酒蒔,1,
638,39.076,140.453,268.199,39.076,140.454,268.2,-0.001,0,0.055,0.011,雄物川,岩館,1,
639,39.541,140.527,1104.295,39.541,140.527,1088,16.295,0.015,0.009,0.017,玉川,長野,1,
640,39.694,140.556,191.69,39.689,140.555,216.4,-24.71,-0.114,0.538,0.204,桧木内川,栃木橋,1,
641,39.206,140.516,549.931,39.206,140.516,547.35,2.581,0.005,0.028,0.01,皆瀬川,岩崎橋,1,
642,39.198,140.583,254.361,39.199,140.583,255,-0.639,-0.003,0.125,0.027,成瀬川,安養寺,1,
643,39.003,140.469,144.784,39.003,140.469,145,-0.216,-0.001,0.057,0.013,役内川,川井,1,
644,39.534,140.416,30.281,39.532,140.409,30.2,0.081,0.003,0.641,0.236,土買川,半道寺,1,
645,39.484,140.455,1220.631,39.48,140.46,1217,3.631,0.003,0.629,0.129,玉川,玉川橋,1,
646,39.401,140.485,355.528,39.401,140.489,397.1,-41.572,-0.105,0.311,0.15,横手川,角間,1,
647,39.213,140.424,55.928,39.223,140.426,52.4,3.528,0.067,1.098,0.371,西馬音内川,下郡,1,
648,39.453,140.365,86.301,39.453,140.364,81.8,4.501,0.055,0.072,0.071,楢岡川,中宿,1,
649,39.305,140.578,206.507,39.306,140.575,216.2,-9.693,-0.045,0.325,0.1,横手川,横手,1,
650,39.463,140.509,149.017,39.463,140.514,211.7,-62.683,-0.296,0.43,0.401,丸子川,館の橋,1,
651,39.184,140.648,188.781,39.184,140.648,191,-2.219,-0.012,0.008,0.01,成瀬川,田子内,1,
652,39.256,140.402,1186.032,39.256,140.398,1194,-7.968,-0.007,0.354,0.076,雄物川,鵜の巣,1,
653,39.606,140.622,611.139,39.606,140.622,596,15.139,0.025,0.049,0.035,玉川,広久内,1,
654,39.926,140.709,133.819,39.926,140.709,136,-2.181,-0.016,0.034,0.019,玉川,五十曲,1,
655,39.862,140.706,56.031,39.862,140.711,74.6,-18.569,-0.249,0.406,0.343,玉川,小和瀬,1,
656,39.231,140.148,357.792,39.231,140.148,362,-4.208,-0.012,0.029,0.015,子吉川,矢島,1,
657,39.272,140.112,413.974,39.272,140.112,419,-5.026,-0.012,0.055,0.02,子吉川,吉沢,1,
658,39.316,140.101,466.677,39.316,140.101,472,-5.323,-0.011,0.026,0.014,子吉川,明法,1,
659,39.353,140.07,871.138,39.354,140.07,900,-28.862,-0.032,0.06,0.037,子吉川,宮内,1,
660,39.376,140.067,910.545,39.376,140.066,937,-26.455,-0.028,0.122,0.046,子吉川,二十六木橋,1,
661,39.394,140.048,1174.664,39.394,140.047,1180,-5.336,-0.005,0.085,0.02,子吉川,由利橋,1,
662,39.153,140.248,123.557,39.158,140.253,127.3,-3.743,-0.029,0.667,0.156,笹子川,小川,1,
663,39.323,140.177,259.341,39.322,140.176,262.9,-3.559,-0.014,0.138,0.038,石沢川,山内,1,
664,39.344,140.091,298.371,39.344,140.091,316,-17.629,-0.056,0.028,0.05,石沢川,鮎瀬,1,
665,39.416,140.07,229.592,39.416,140.07,218,11.592,0.053,0.012,0.056,芋川,館前,1,
666,38.483,140.348,3750.214,38.481,140.35,3770,-19.786,-0.005,0.258,0.055,最上川,稲下,1,
667,38.422,140.328,3494.831,38.421,140.326,3534,-39.169,-0.011,0.224,0.053,最上川,下野,1,
668,38.37,140.317,2787.335,38.37,140.316,2962,-174.665,-0.059,0.122,0.071,最上川,蔵増,1,
669,38.341,140.285,2091.511,38.34,140.286,2147,-55.489,-0.026,0.119,0.044,最上川,長崎,1,
670,38.369,140.24,2074.649,38.369,140.239,2100,-25.351,-0.012,0.057,0.021,最上川,中郷,1,
671,38.349,140.198,1917.603,38.35,140.198,1909,8.603,0.005,0.077,0.02,最上川,中沢,1,
672,38.303,140.137,1821.875,38.304,140.136,1817,4.875,0.003,0.092,0.021,最上川,宮宿,1,
673,38.198,140.101,1611.565,38.198,140.102,1578,33.565,0.021,0.115,0.044,最上川,菖蒲,1,
674,38.115,140.048,1361.691,38.114,140.048,1350,11.691,0.009,0.065,0.022,最上川,小出,1,
675,38.066,140.065,984.099,38.066,140.065,1018,-33.901,-0.033,0.038,0.033,最上川,西大塚,1,
676,38.034,140.099,811.462,38.034,140.097,843,-31.538,-0.037,0.203,0.07,最上川,下田,1,
677,37.987,140.14,317.871,37.986,140.142,359,-41.129,-0.115,0.23,0.143,最上川,糠野目,1,
678,37.944,140.131,193.829,37.944,140.127,203,-9.171,-0.045,0.375,0.11,最上川,上新田,1,
679,37.909,140.12,62.606,37.909,140.12,85.3,-22.694,-0.266,0.014,0.275,最上川,信濃町,1,
680,38.397,140.284,481.507,38.397,140.283,478,3.507,0.007,0.104,0.028,寒河江川,西根,1,
681,38.347,140.306,670.376,38.347,140.307,661,9.376,0.014,0.085,0.031,須川,寺津,1,
682,38.292,140.278,423.836,38.292,140.279,422,1.836,0.004,0.061,0.017,須川,鮨洗,1,
683,38.234,140.297,340.435,38.234,140.296,350,-9.565,-0.027,0.046,0.03,須川,前明石,1,
684,38.376,140.206,141.26,38.376,140.206,158.5,-17.24,-0.109,0.041,0.1,月布川,月布川,1,
685,38.284,140.124,109.914,38.284,140.124,84.2,25.714,0.305,0.026,0.311,朝日川,松程,1,
686,38.437,140.335,3502.373,38.437,140.336,3597.3,-94.927,-0.026,0.055,0.031,最上川,押切,1,
687,38.759,140.065,6112.555,38.759,140.064,6270.9,-158.345,-0.025,0.051,0.03,最上川,高屋,1,
688,38.82,139.976,6310.723,38.82,139.976,6471.1,-160.377,-0.025,0.03,0.025,最上川,臼ヶ沢,1,
689,38.88,139.909,6516.989,38.88,139.908,6497.2,19.789,0.003,0.089,0.021,最上川,砂越,1,
690,38.888,139.842,6556.501,38.887,139.842,6519.4,37.102,0.006,0.136,0.033,最上川,両羽橋,1,
691,38.91,139.824,6558.557,38.911,139.826,6774.7,-216.144,-0.032,0.159,0.057,最上川,下瀬,1,
692,38.885,139.942,173.53,38.886,139.943,168.1,5.43,0.032,0.085,0.049,相沢川,石名坂,1,
693,38.884,139.838,249.485,38.884,139.838,247.8,1.685,0.007,0.018,0.01,京田川,広田,1,
694,38.777,140.017,165.963,38.777,140.018,163,2.963,0.018,0.057,0.03,立谷沢川,肝煎,1,
695,38.648,140.008,93.234,38.648,140.006,90,3.234,0.036,0.143,0.066,立谷沢川,瀬場,1,
696,38.637,140.006,6.384,38.637,140.006,7,-0.616,-0.088,0.031,0.096,立谷沢川,玉川第六ダム,1,
697,38.668,140.145,30,38.668,140.145,122,1.591,0.013,5.197,1.053,角川,明戸,1,The reported uparea seems to be wrong and it was allocated to different river. Reported uparea was corrected.
698,38.74,140.142,5939.077,38.738,140.143,6096,-156.923,-0.026,0.184,0.057,最上川,古口（副）,1,
699,38.747,140.194,838.795,38.746,140.194,812,26.795,0.033,0.062,0.045,鮭川,岩清水,1,
700,38.799,140.213,647.271,38.799,140.213,618,29.271,0.047,0.038,0.055,鮭川,真木（副）,1,
701,38.867,140.228,178.547,38.868,140.229,173,5.547,0.032,0.084,0.049,鮭川,八千代橋,1,
702,38.903,140.226,39.387,38.903,140.226,43,-3.613,-0.084,0.059,0.087,小又川,小川内,1,
703,38.86,140.251,330.406,38.86,140.25,320,10.406,0.033,0.076,0.048,真室川,真室川（副）,1,
704,38.867,140.255,208.741,38.867,140.255,206,2.741,0.013,0.042,0.022,真室川,安久土,1,
705,38.865,140.28,109.953,38.864,140.28,106,3.953,0.037,0.066,0.05,金山川,平岡橋（副）,1,
706,38.728,140.226,4976.647,38.729,140.227,5273,-296.353,-0.056,0.128,0.07,最上川,本合海,1,
707,38.702,140.233,4959.509,38.702,140.232,5146,-186.491,-0.036,0.057,0.04,最上川,清水,1,
708,38.687,140.234,184.554,38.687,140.235,186,-1.446,-0.008,0.087,0.023,銅山川,通り,1,
709,38.653,140.21,126.164,38.653,140.211,126,0.164,0.001,0.073,0.016,銅山川,木遠田,1,
710,38.608,140.165,98.973,38.607,140.164,97,1.973,0.02,0.087,0.038,銅山川,肘折ダム,1,
711,38.691,140.278,392.741,38.691,140.278,397,-4.259,-0.011,0.041,0.016,最上小国川,長者原,1,
712,38.756,140.427,319.324,38.756,140.426,319,0.324,0.001,0.098,0.021,最上小国川,瀬見,1,
713,38.663,140.288,4333.255,38.663,140.288,4516,-182.745,-0.04,0.028,0.037,最上川,堀内（副）,1,
714,38.59,140.369,3939.285,38.589,140.369,3963,-23.715,-0.006,0.069,0.018,最上川,大石田（副）,1,
715,37.917,139.885,74.152,37.918,139.886,73.6,0.552,0.007,0.088,0.028,置賜白川,下屋地,1,
716,37.913,139.915,58.674,37.913,139.915,59,-0.326,-0.006,0.042,0.015,広河原川,広河原,1,
717,38.01,139.967,238.105,38.011,139.966,237.3,0.805,0.003,0.134,0.03,置賜白川,手の子,1,
718,38.027,139.987,274.541,38.027,139.987,276.7,-2.159,-0.008,0.019,0.01,置賜白川,椿,1,
719,38.391,139.997,86.457,38.391,139.997,85.7,0.757,0.009,0.042,0.018,寒河江川,中村,1,
720,38.449,140.053,240.558,38.449,140.053,240,0.558,0.002,0.053,0.013,寒河江川,本道寺,1,
721,38.117,139.933,13.729,38.121,139.928,11.2,2.529,0.226,0.574,0.569,置賜野川,合地沢,1,
723,38.097,139.983,106.506,38.096,139.983,106.1,0.406,0.004,0.067,0.017,置賜野川,平山,1,
724,38.116,140.028,117.789,38.116,140.027,119.4,-1.611,-0.013,0.129,0.036,置賜野川,谷地橋,1,
725,38.608,139.833,258.701,38.607,139.833,253.5,5.201,0.021,0.077,0.036,赤川,笹目橋,1,
726,38.631,139.849,558.489,38.631,139.848,551.5,6.989,0.013,0.115,0.036,赤川,熊出,1,
727,38.678,139.86,605.112,38.678,139.862,597.8,7.312,0.012,0.148,0.042,赤川,黒川橋,1,
728,38.726,139.851,616.984,38.726,139.851,629,-12.016,-0.019,0.043,0.023,赤川,羽黒橋,1,
729,38.773,139.849,650.29,38.773,139.849,646.9,3.39,0.005,0.028,0.011,赤川,横山,1,
730,38.808,139.851,681.159,38.807,139.851,673.7,7.459,0.011,0.076,0.026,赤川,押切,1,
731,38.841,139.815,695.858,38.841,139.814,695.1,0.758,0.001,0.054,0.012,赤川,浜中,1,
732,38.617,139.84,554.226,38.617,139.84,551.5,2.726,0.005,0.054,0.016,梵字川,落合左岸,1,
733,38.617,139.84,554.226,38.617,139.84,551.5,2.726,0.005,0.054,0.016,梵字川,落合右岸,1,
734,38.59,139.852,283.162,38.59,139.852,283.4,-0.238,-0.001,0.047,0.01,梵字川,三栗屋,1,
735,38.572,139.923,31.09,38.571,139.923,30.7,0.39,0.013,0.059,0.034,田麦川,田麦俣,1,
736,43.638,145.081,677.603,43.638,145.081,657,20.603,0.031,0.03,0.037,標津川,合流点,1,
737,43.672,145.126,692.436,43.671,145.125,701,-8.564,-0.012,0.081,0.026,標津川,河口,1,
738,45.245,141.847,83.563,45.245,141.846,83.4,0.163,0.002,0.044,0.012,声問川,小松橋,1,
739,36.633,140.398,896.613,36.633,140.397,898,-1.387,-0.002,0.091,0.019,久慈川,山方,1,
740,36.553,140.426,950.756,36.553,140.427,951,-0.244,0,0.128,0.026,久慈川,富岡,1,
741,36.503,140.519,1176.601,36.504,140.519,1193,-16.399,-0.014,0.062,0.023,久慈川,額田,1,
742,36.502,140.553,1179.354,36.496,140.554,1197,-17.646,-0.015,0.677,0.147,久慈川,榊橋上,1,
